ID,w3-assessemnt-result,w3-reflection-length,w3-1,w3-2,w3-3,w3-4,w3-5,w3-6,w3-7,w3-8,w4-assessemnt-result,w4-reflection-length,w4-1,w4-2,w4-3,w4-4,w4-5,w4-6,w4-7,w4-8
17,1.923510424,2.225782228,1.160347247,1.472655752,1.413449292,0.676345547,1.473661295,1.133372669,1.871351708,0.688071816,2.231245477,10.80257619,0.945220199,0.773759888,1.285119962,1.549936334,0.863679132,0.660029073,1.544343932,0.954074032
18,2.602282062,74.36172016,2.18530549,1.287215924,-0.018684942,1.101848653,1.089001854,0.640054538,1.722193468,1.202951578,3.111169042,54.15870064,1.657171255,1.526887519,1.547067819,1.339814449,2.321088716,1.749320228,2.366889691,1.804256484
19,1.73369608,59.69475104,0.905451607,1.222634027,0.58561108,0.933152412,0.850050694,1.160626886,1.502406223,-0.011033744,2.021485432,34.77051156,0.507546563,0.92050819,-0.291623023,0.495931545,0.806895582,0.684650435,1.194454818,0.585367775
20,2.844528556,41.47270419,1.30106316,2.999111267,1.11712218,1.207410524,1.173362201,1.155652678,0.819231665,0.977206251,2.848936259,1.215904859,2.088361764,1.718203234,1.529478182,1.871628773,1.609145883,1.40055755,1.616554838,0.945729726
21,2.67047756,44.59954048,1.67099501,1.400012284,0.680230153,0.989495505,2.167256781,2.287189517,2.126170481,1.206838395,3.006181457,28.10972257,1.661989256,1.441107451,1.736659376,1.29822579,1.445635505,1.060185795,1.88557371,1.297141542
22,1.595391502,32.38521543,1.276589422,0.828540688,1.485934942,1.159344453,0.460205745,1.307203361,1.93257777,0.625330127,1.914730428,86.73490163,0.793652374,1.356120008,0.322632837,1.143085238,-0.239121098,0.723803981,0.960547512,0.904263431
23,3.252949476,48.95362716,1.529400314,1.068823581,1.28342214,1.233290619,2.083075201,2.159483871,2.115947588,1.671771779,2.567235317,35.59860984,1.368406608,0.766436456,0.157167944,1.173407826,1.628708898,1.343018314,1.112631152,0.177202186
24,0.945006263,-0.308115129,0.554775021,0.871592139,-0.603217309,0.320205347,-0.046638519,1.407094265,0.099092394,0.008627317,1.944842742,17.9475987,1.03921294,1.170641313,1.538025186,0.043125658,-0.015406246,1.245163597,0.403179439,-0.220520957
25,2.894565097,64.14206018,1.802115419,1.874587239,0.467667,1.587325402,1.615464796,0.611582234,2.372482979,0.629951816,2.95708629,63.87210455,1.032884585,1.156757342,0.689595829,1.159121281,1.614900501,1.862347903,0.930782272,1.438274193
26,0.996254266,60.14792688,0.756858138,1.03636201,0.993978807,1.630395091,0.759516183,1.25868791,1.361677361,-0.051677518,2.925441848,97.41522487,1.493695517,2.515700484,1.403978115,1.690578123,1.625641389,1.250942415,1.220181944,1.759293513
27,3.414365868,53.56548544,2.33797971,2.155449726,2.166270354,2.125307836,2.16955211,2.225983451,2.796412973,2.660819485,3.972762031,51.61515212,2.330569162,2.632639349,2.310152705,2.198199147,2.132735232,2.080578079,2.302778387,2.706606003
28,1.172362988,54.51710068,1.014524714,1.579585708,0.511791885,0.971685337,0.531941386,0.212695881,0.79394978,0.649995773,2.008199458,48.28055808,0.555768185,1.327544937,0.970593353,1.570775949,0.454291575,0.899047075,0.623694384,1.000882999
29,3.043391261,60.35506125,2.235722073,1.54796806,1.469658446,2.315091802,1.831884558,1.549715881,1.22566496,1.364896221,2.812033483,75.58356488,1.730107121,1.998013361,1.203440443,1.440890409,1.519589654,1.652908747,0.69936092,0.680775275
30,3.013543417,62.56504376,1.163306351,1.181789264,1.732995421,0.873063889,0.495125681,0.812245543,0.951394241,1.536392864,2.330342464,60.06460343,2.374211441,1.285517422,1.022893215,0.608084664,1.031657498,0.705960105,1.327455069,0.222698716
31,1.988046846,-9.468634338,1.411747638,0.728794517,1.131914259,0.875372896,1.253546727,1.074071239,1.678979035,0.874721974,2.273389873,18.13414778,1.133111097,1.379951548,0.880253629,1.477435747,1.683498835,1.467339548,1.281276544,1.722530464
32,3.931640529,61.95328256,2.383783215,2.724907305,1.464686828,2.117476417,2.603981235,1.928085176,1.781188817,2.374730494,3.817901772,2.633085278,2.347892666,2.539660856,2.042892249,1.736702146,1.69761927,1.580056214,1.653060655,1.200365674
33,2.466085075,49.9613502,1.216894784,1.479071365,0.482106035,1.767766132,1.024705283,1.640764927,1.576260622,0.884926927,3.258171592,42.7473621,1.742609688,2.164361137,1.587470937,2.172550257,1.91777707,1.529206377,2.683710981,1.676369233
34,4.016063033,66.42859239,1.872400202,1.766068168,1.429657293,2.115669254,2.422353429,1.976257591,2.114648934,1.366478956,3.808798011,43.62935145,2.367508383,2.266048514,2.404814021,1.840175225,1.831494523,1.629144714,1.753039674,1.809057281
35,1.911719127,43.7082839,1.133032803,0.874143548,0.330439692,0.804250319,0.457694504,0.803364375,1.801184806,1.808154135,2.461409773,100.8662457,2.354722977,1.064671398,1.332410159,1.995492079,2.177761409,1.836288911,2.575765744,1.447446857
36,2.445097798,59.5825217,0.409437162,1.402483147,1.469328999,1.551131281,1.559471398,0.55477704,0.675596887,0.525277635,3.206592605,57.89331554,1.636722153,1.814942355,1.740634988,1.552019554,1.319329738,1.593143629,1.474535798,1.514748992
37,2.151497016,66.30814614,2.181526441,1.845102003,1.059345612,2.303653413,2.458482848,2.041641115,1.276028529,0.478634846,3.756551985,27.76925013,2.11163058,1.542844952,2.033770235,2.443607249,1.906811788,1.913638151,2.565258128,1.766255493
38,3.249589277,41.30646459,0.701311308,1.53457132,1.615468594,1.282843702,1.493717518,1.512342855,1.288209478,0.824861215,2.910705963,-15.18143015,1.062838397,1.394248189,1.842826145,0.551360252,1.642467597,1.889120671,0.902624588,1.843611869
39,1.348947215,76.81556394,1.180303753,1.098827027,0.293455039,-0.033519364,0.486093073,1.007096832,0.763470295,-0.037747102,3.016615556,79.10267874,1.869070313,1.569966567,1.516935125,0.941722409,1.280544359,1.421684501,1.419120397,1.065149192
40,2.299050989,5.097856027,0.555515734,1.067952173,0.661411154,0.618047835,0.977625878,1.206561898,1.161796118,0.828005875,3.316564851,12.78155751,2.298660889,2.469953194,1.740179744,2.293969369,2.279584085,2.198786544,1.767038635,2.570135637
41,5.651700357,69.12405293,2.52305685,2.886103683,1.833506798,2.658360223,2.125981366,2.375094652,3.326497263,3.124253275,4.529519273,43.47009048,2.173174828,2.366997183,2.016754491,1.805485032,2.404938304,1.386375552,1.731793707,1.989191281
42,2.256964552,59.37113548,2.11227869,1.397436255,1.291779376,0.956745097,1.233146174,0.545070512,1.6564524,1.735597428,1.472486615,31.22870242,1.244135552,0.561498332,0.173159254,0.157053938,1.196527253,0.858910496,0.611055377,0.18779904
43,3.658390364,50.29564729,1.87533334,2.245209805,1.663866488,2.314138046,1.368332171,1.863666149,1.409097901,2.084181482,4.603948043,35.45584345,2.143587739,1.587537306,2.648830339,2.339981834,1.770980143,2.730929455,2.093947964,3.349241591
44,1.417407903,53.70138494,0.580113493,1.238174346,-0.552140029,0.863690133,1.775903012,1.169025471,0.598828258,1.293297156,2.541462445,39.36013731,1.864966876,1.134231664,1.284296009,1.512318753,1.378450482,1.788630176,1.953077928,1.825312872
45,1.364013917,42.3657058,1.307580114,1.341802618,0.275103513,0.162881936,1.047835664,0.812035625,0.943784486,0.265859207,2.311574558,44.53449639,1.490167427,1.305205903,1.243997541,1.058547345,1.231912955,1.701557043,1.63165874,1.559846114
46,2.449091568,60.74236213,1.441490456,1.036952385,0.304010196,0.920702183,1.642242564,0.576551003,1.117922523,1.144194067,3.624665264,32.85866355,0.880631404,1.407246403,1.145381338,1.106327418,1.195244743,1.119356433,1.238934567,0.972094678
47,1.603657119,41.57288853,0.537992975,1.891342483,1.131063763,0.561992102,0.587804811,0.842008713,0.268348708,0.313730947,1.866353294,86.98066837,1.177878256,1.359018002,0.692685242,1.174310262,0.404030855,0.577062634,0.862358373,0.616186733
48,2.825910372,40.94029367,1.379748898,1.251752062,0.293999212,1.046564389,1.28816091,1.866357429,1.898187496,1.987713903,3.756479244,19.94339097,1.535969361,1.456047794,1.403200682,1.050275103,2.560612224,2.017120125,1.067730943,0.92170736
49,3.773439685,51.20236912,2.111280588,1.662109079,1.326427802,1.601602791,1.177212375,0.657999457,1.522081002,2.429155439,3.038591479,10.72599022,1.692329044,2.045971233,1.789561078,1.070845188,1.400565342,1.25305819,0.82053863,2.183039739
50,1.487917237,31.87500426,0.513726544,1.219970022,0.263264567,1.023785287,0.803628449,0.352798973,0.091401023,0.428748968,0.661035033,19.09068495,0.446215047,0.952951728,1.120751772,0.415403479,1.312480972,0.406848373,1.42721045,0.971784918
51,1.550566995,57.38949853,0.582881318,1.645530801,1.167932198,1.342983385,1.196300074,1.017081308,0.799104281,1.600593671,2.313537416,44.83063757,1.562702767,1.222353573,0.980331135,1.303814473,1.430449565,1.521359987,1.198936348,0.605731592
52,2.253722572,39.28517531,1.103857713,1.245216845,0.902037389,1.689961469,0.920468936,1.087614433,1.186001351,1.22775835,1.855085361,41.91185689,0.450623943,0.378494002,-0.210392067,0.052205171,0.314233276,1.134546797,0.376037352,0.176169036
53,2.819803647,31.59534588,2.145156567,1.551239937,1.199610508,2.030381555,1.501811598,1.481139779,1.432159662,2.048321225,3.745408555,11.45708127,1.52108737,1.17828492,1.076450634,1.60198123,1.078793008,1.46817907,1.131119562,1.001530808
54,2.095054001,36.32474683,2.325624001,1.408958167,1.42500562,1.349698343,1.47825033,1.294280219,0.279331127,0.32090593,2.748832955,37.7770188,1.744609427,1.063879558,1.580399215,1.3837527,0.58040504,1.256192918,1.456405663,0.927608739
55,2.229449009,40.31845632,1.373270484,1.551711483,1.444874103,1.062055565,1.319494357,0.501734595,1.456901784,0.787578772,3.759531754,48.22580565,1.927694521,1.446070149,1.43143671,1.798187921,1.428505889,1.862245933,2.18327803,1.429077447
56,2.899577322,41.38546523,1.214363413,1.803372489,1.749345442,1.843038831,1.714254961,2.109508235,1.24262372,1.031378027,3.992873203,-0.263919555,1.577384183,1.912371335,1.119517531,2.261069488,2.25506238,1.523249964,1.447232191,2.201924988
57,2.796662168,41.26358157,1.309887654,1.45366456,1.298325108,1.638876989,1.264094189,1.098210455,1.263473017,1.117917371,3.547043095,58.64577013,0.783800285,0.638287351,1.060262984,0.308512282,0.816262981,0.565305371,0.788802768,0.988838595
58,3.198389266,33.97855582,1.889925328,1.972756862,1.247772539,1.613363926,1.666081393,0.670197336,2.182187032,1.299894738,4.350681854,25.90621221,2.289655132,2.170360129,1.29797837,2.294321482,1.845296182,2.103949992,1.927927145,1.5439141
59,2.567432815,86.74902083,1.150262289,0.99501028,0.649683493,0.766644928,1.495043011,0.449694345,0.857514265,1.000718105,2.633805581,23.6051433,0.919436861,0.942517223,0.930412794,-0.019944386,1.013080672,0.452398799,1.393586704,-0.276647995
60,2.415444319,25.15874271,1.959513377,1.511529218,0.917644884,1.254670043,1.795624195,1.061399043,1.626695585,0.222182234,2.829647175,48.86128102,1.658586024,1.566987354,1.070880091,1.172547266,1.213790203,0.883608649,1.322196615,0.886951207
61,2.514275327,69.19437859,1.878421228,2.012282827,0.877488177,1.45759885,1.072892924,1.18156241,1.498171715,-0.135146179,3.998134563,110.0972947,1.10255503,2.67563771,2.322515551,2.199495875,2.192185156,1.763151729,1.334624013,1.552211981
62,2.446581655,46.2130442,2.094665276,1.96730854,0.841967662,0.477313551,1.281907466,1.499069124,0.766360233,-0.123328069,3.058717402,27.10275665,1.4988577,1.429821315,1.07926432,1.165541925,1.216349138,1.464944269,1.883466464,0.98577545
63,2.825520947,55.02735853,1.871283373,1.772077834,2.094968029,1.384599627,1.13981438,1.425811618,0.50885728,1.658183161,2.413080263,39.53429977,1.126702332,0.900895766,2.045445276,1.554989412,0.686773081,1.31587554,0.955481739,1.517845498
64,2.851395706,29.72854986,0.871161341,1.430399064,1.609384986,1.011170161,1.020836192,1.524774297,1.129326232,1.211083478,3.160749926,3.848707241,1.871710793,1.680179406,1.508135975,1.631406738,1.345011953,1.823437329,2.058380283,1.406489677
65,2.620005968,39.32301084,0.508799922,1.193433481,1.438904425,1.309481256,1.058828074,1.278410437,1.323030164,1.778849558,2.439436671,30.249698,1.542038058,0.873780057,1.495479006,1.496299912,1.608696194,1.137548237,1.869838712,1.640762217
66,1.548849365,16.79474405,1.359324551,0.643312813,-0.019657326,0.329694522,1.518189005,0.693215874,0.573012952,0.343269559,3.080039277,-26.07638458,1.434058006,0.943044328,0.728856277,1.283325782,1.310646821,2.070710077,2.386160286,1.690834267
67,1.506101178,24.56979692,1.168844071,1.014909979,-0.344098373,1.340454131,0.887571087,0.535508579,0.24398658,1.39633769,2.798799017,51.13342156,1.965575116,1.330587572,1.655039743,1.541529969,1.011937007,2.175701364,1.4883702,1.465315277
68,1.546386568,40.49493308,1.006240738,1.253361172,-0.005569584,1.41217136,1.645535514,1.560371347,1.329204148,0.846221123,1.223105656,-3.332154178,0.272611956,1.297625388,1.46597074,0.740759031,1.252662824,0.514939237,1.170923685,1.083518636
69,2.031397293,34.77516641,0.950675834,1.249808958,1.14518477,2.154114762,0.839990434,1.122358318,1.577528316,2.223770603,2.284847271,60.37812775,1.938270238,1.317803148,1.430324196,0.707180168,0.745666748,1.411835714,1.521894845,0.965355232
70,2.056687627,41.19363665,2.48226906,1.502237366,0.905748712,2.300035117,0.56293045,1.437618053,1.033998044,1.808893399,2.94991762,79.81450366,1.503835864,1.196765265,0.978643753,1.969018267,1.475641881,2.103778573,2.287401247,1.82983122
71,3.489616589,30.03497995,1.568376685,1.235309751,0.651600749,1.385916174,1.348417293,0.315573216,1.04773051,1.678549322,3.114650732,15.78148587,1.462477457,0.867304852,0.924139794,0.969129941,1.893291826,1.168265635,0.470356604,0.554742453
72,1.246871887,27.80556418,1.326080056,0.292983789,0.056478814,0.756381894,0.739022486,0.100134379,1.374929549,0.834877114,2.343194096,24.18102571,0.255572055,0.897476517,0.862368985,0.001616972,0.999574249,1.078630692,1.289591802,0.319211067
73,3.466369423,57.87511171,0.751414407,2.5676132,2.623151503,1.893017185,1.526604391,1.568576208,1.480143545,1.134195734,4.615467487,93.32407084,2.602729578,2.189543623,2.215234338,2.704556924,2.027473933,1.804453904,1.729745192,1.619704889
74,3.461686396,60.23290033,1.339405656,2.001239022,1.827469201,1.914711871,2.493489003,2.560224477,1.656664961,1.464844595,3.295446713,52.00373282,2.248747675,2.072846426,1.590007208,2.195792157,1.272591328,1.913665463,2.227030419,2.197911304
75,2.243294263,43.28804145,1.474077473,1.860494843,2.266572933,2.253764418,0.655023529,1.295835063,1.396291454,1.716995275,4.560673475,103.5712895,3.196344996,2.583934868,2.466234887,2.590259922,1.444110619,3.072417022,2.1359572,2.151579477
76,1.923207142,13.72521146,0.882944153,1.861567292,1.158515588,0.523178102,0.324215197,1.093181236,1.164465464,1.564328379,3.343622187,49.01538434,1.481211126,2.213397058,1.915107728,2.3392129,2.192957608,1.324431124,1.960126788,1.425397108
77,0.789974143,33.18788964,0.081794445,0.457284096,1.196023263,0.722000573,-0.238612592,-0.002696551,1.059968908,0.860805736,1.793695262,30.00848937,0.636454805,0.550312417,0.972725315,0.479471668,1.019912093,0.672361844,1.879663992,0.615596097
78,2.52319497,76.97528958,1.241321572,2.371696801,1.680012254,2.295332816,1.088577404,2.187090713,1.915796195,1.099210843,3.110857619,62.7350183,1.555571222,2.264136364,0.59924249,2.031522146,1.297858934,0.76162417,1.752482402,0.938561988
79,1.535278224,44.60084654,1.41764021,0.633203545,1.401431801,1.730409026,1.002463021,0.366831496,0.55872773,0.740348114,1.350287526,44.39288438,0.515796908,0.306082512,1.419438662,0.358306289,1.058051558,0.606334192,0.837644926,0.497998446
80,2.896549869,18.64314331,1.436868078,0.28730105,0.498564858,1.500672054,1.076652126,1.38230058,2.216605655,2.377001169,2.83536817,-28.14193462,1.585723252,1.336489308,1.819474008,0.906988276,0.625164392,1.972838531,1.686003435,1.441256307
81,0.287320088,-1.19672057,0.203520717,0.34180707,-0.076529827,0.641507998,0.381078833,0.677543768,1.146451258,-0.008881345,1.92264137,37.99215474,1.733968052,1.886809353,1.026523842,1.329771818,0.640906805,1.476307419,1.673066993,1.416396202
82,2.981976542,5.563905141,1.404460271,1.833930182,2.638356214,1.911982798,1.597357957,1.928631576,1.446394718,0.838261498,3.812745249,45.32037491,1.909676336,1.284291586,0.907762643,1.417001633,1.600797429,1.348780164,1.971365796,1.112481121
83,3.991833423,88.39839498,2.654979258,2.804541889,1.228128205,1.866032087,0.725188113,1.799111895,2.151297996,1.614344129,3.075172906,61.0893756,1.945893483,2.083512541,1.485082956,1.964071486,2.497518973,1.713230646,2.309945784,1.830145485
84,1.595973851,23.4287449,1.285146678,1.952504231,0.921030885,0.884295351,-0.071139037,-0.011702673,1.383042975,1.301752998,2.274248725,112.2170798,1.44315636,1.542802286,0.577802168,0.798307411,0.457816098,1.294723572,1.213277882,0.999751428
85,3.336943589,89.92933776,1.79872203,0.947266192,0.543423943,1.883434855,1.793431822,1.887796891,0.872939897,0.864647879,3.086471035,82.91363208,1.408495854,0.790730874,0.995403353,1.843210626,1.514399883,1.813061885,1.551084817,1.826282347
86,2.710082847,48.6362283,1.570137568,2.219825756,1.046583131,1.343244243,0.248863825,1.404543966,2.768750462,1.694566881,2.591448987,65.04629691,1.387486482,1.213006845,1.196090705,1.714471902,1.501904517,1.578201872,0.903668941,0.948732763
87,1.457985079,49.51599568,0.970810419,1.052240753,-0.050766759,0.974064873,1.112119989,1.615792249,2.388548944,1.150494661,2.535739927,54.33683051,0.851282535,2.122644029,1.244875644,1.70940575,1.424909992,1.507449808,1.282546838,2.131311158
88,2.886925124,66.37189164,1.743007868,1.565883374,1.443748561,1.787920631,2.29004685,1.500423892,1.485320798,1.811721474,2.633565415,53.15029478,2.633297181,1.217564607,1.602361619,1.598593811,1.273276719,1.15014106,1.929413844,0.645802137
89,2.835783812,75.6180793,1.558160499,1.309402755,1.618663677,2.05084662,1.640113888,1.374972518,1.319320916,1.460108848,2.795308144,69.80229769,2.056352099,1.427981105,1.538004658,1.245213174,1.072017252,1.516467573,2.064704703,0.833546453
90,2.12507707,66.86172678,0.441363213,1.245221069,0.001659273,0.353331618,0.738488982,0.347175673,1.260173148,0.016212583,3.632423133,57.5380984,1.56558945,0.900528436,1.397447192,1.315942729,1.673944124,1.514083636,1.469884897,0.920749384
91,1.866351834,41.11691898,1.241861774,1.985298954,1.251433694,1.531814147,1.252829892,0.622554109,0.615753996,0.127578169,2.079466638,53.81271406,1.751234317,1.630989666,0.36184467,1.52649196,1.565399979,1.394585995,1.701134456,0.369380322
92,3.013197181,84.90708269,2.564110878,1.569223704,2.047740636,2.348646029,2.250185092,1.957752402,1.273870546,1.524609643,2.423784947,97.57793025,1.360888514,1.147545513,1.142816287,1.312914069,1.801389543,0.72429209,1.652257893,1.293963962
93,3.257829356,30.27110341,2.075715825,2.873227138,1.842030089,2.329413841,1.092647756,2.026699634,1.643442019,1.756649999,3.54297699,38.19277249,2.271231716,2.581802722,2.148216414,2.628899887,2.227596208,2.250913406,2.299473907,2.03542098
94,2.282056341,82.22873486,1.099621354,2.15329304,0.767003757,1.079942259,0.868345829,1.250306685,1.169271818,0.48463542,2.748969358,75.4689402,0.90802513,2.127055028,1.915885242,1.458813353,1.422006293,0.872186309,1.250116575,1.707480945
95,3.472704772,73.19239825,1.807856925,1.822813282,1.049868866,0.967375743,0.762792492,1.810890241,1.178450489,0.80532914,3.347661001,78.94572108,2.081018539,1.412582089,0.994688071,2.015286613,1.362628789,1.926444164,2.065607775,1.85149753
96,2.955144345,8.443399785,1.176378609,0.939685126,0.329214599,0.601992715,0.453626402,1.204040612,2.168040949,0.804248887,2.944763736,63.34854137,1.820849589,1.394094537,1.063533322,0.869982656,1.345665322,1.725667793,1.261232035,1.749228142
97,1.912484658,42.07579327,1.379434219,0.85791672,1.695939876,1.011608507,2.112852446,1.85452359,1.31876688,2.032654999,1.70970101,-29.82120585,0.619272555,0.905313309,1.449523887,0.545057039,1.849071627,0.641557581,0.903778347,1.493087317
98,1.813921248,84.23669051,1.074974291,1.628077443,0.967015436,0.812671905,0.356130281,0.684253967,0.012929112,0.18006476,2.777715003,74.34779935,1.267976526,1.366341632,1.45483386,1.301890344,1.166867462,1.209235404,0.815665245,1.718742823
99,4.740524141,66.33573976,2.596004626,1.315229857,0.787967623,2.42278151,2.994862527,2.056723138,2.15661253,2.644172618,3.599606488,23.78848946,2.276049496,2.047827815,2.185936209,0.762634001,1.260184694,1.663773379,0.445824673,2.386768265
100,1.916910151,48.26388374,0.952888868,0.637661982,-0.471303286,0.898980443,0.816676879,0.791041731,1.723220208,1.219206293,2.228114468,36.09595484,0.807814545,1.063306365,1.018980345,0.769553291,0.723890562,1.00728654,1.037201125,1.269326321
101,1.242863353,60.4462,1.060919298,1.188045969,0.045536394,0.967978628,1.223658762,1.15612662,0.894691092,1.256821699,2.857224107,64.28536116,1.321311955,1.673509489,1.335917158,1.430063199,1.090319042,1.141437902,0.82408282,0.501326442
102,2.812429646,22.96298273,2.019228988,2.206438287,1.837165892,1.904424601,0.733650187,0.837590612,1.694417111,2.363363284,3.441815841,96.85753316,0.835189819,1.18862141,0.444491547,1.565701912,1.758287519,1.499775764,1.227638281,0.627999196
103,2.169595235,93.21107229,0.66828044,0.699972139,1.03538215,0.643312682,1.367534747,1.054482748,1.833447134,1.671861892,2.008803727,25.26286378,1.117326123,1.017945425,1.278982378,1.321326472,1.630350503,0.667333951,1.79239511,0.667409174
104,1.456061763,31.46489727,1.113183076,0.368143804,0.700163322,1.283725086,1.874175547,0.638866685,0.870321999,1.335347577,1.896474409,37.46239979,1.243696176,1.136646977,1.352049752,1.735826708,1.420134085,1.695044101,1.64734012,0.590294353
105,2.645276117,29.8668632,1.233140204,1.776716626,1.321265185,1.15532926,1.183571803,0.968837939,1.432893344,1.582138716,2.385587601,81.80817535,1.754235116,1.000431614,0.665222203,1.402805058,2.193219312,1.435011609,1.50777677,1.09773173
106,2.232311842,17.88319526,2.374360471,1.590731246,2.663821798,1.206996489,2.498902904,0.511664372,1.865382234,0.860630155,1.839709828,19.39712922,2.199016787,1.732710419,1.281193803,1.569822447,1.437606692,1.435092858,2.084038256,0.827901062
107,2.804774413,43.8567376,1.385577051,1.862600689,1.36403746,1.876901462,1.899134832,1.825467014,1.927953713,0.59096006,4.337111666,94.09053351,3.153584466,2.470887002,2.272945362,1.8312947,1.832710798,2.824226608,1.822371608,1.983867678
108,2.586960906,48.89563371,1.368445021,2.162146598,-0.209261751,0.708315048,0.426104524,1.004348775,1.089086244,1.185516431,3.044489123,37.3201678,0.621897242,0.602025824,0.805781613,0.961941438,1.12225335,0.809576752,1.684204836,0.550732331
109,1.656092708,77.45410398,0.790542212,0.899347265,-0.284609109,0.3461737,0.807988541,1.034314356,1.073796038,0.622241429,2.111340624,80.5780224,1.649294949,0.623113505,1.280987572,1.593620306,1.309824574,1.629449167,1.50908174,1.664738187
110,1.451029893,37.6896391,1.106185,0.000857058,-0.053214447,0.065336293,1.125603905,0.793981107,1.254556529,0.694185273,1.852012217,64.31143517,0.943353625,0.555500758,0.565483429,-0.431914514,0.62843498,0.789790121,1.047782909,-0.414653128
111,2.288480526,2.43731101,0.359128415,-0.680372412,1.122312901,1.212596658,1.111938957,0.654847052,0.90930536,1.378699227,2.110093645,19.91432281,0.908720956,0.020628185,0.694070497,1.085357973,1.234409622,0.878014992,1.371584357,1.043140913
112,2.448447908,55.88902516,1.249727905,1.634092838,0.258283826,0.503720411,1.623895697,0.623905216,1.377550513,0.744832551,3.93800172,42.87908417,1.717498786,1.7129214,1.935876612,1.270074401,1.420012419,1.544898537,1.395851236,1.827850217
