ID,w3-assessemnt-result,w3-reflection-length,w3-1,w3-2,w3-3,w3-4,w3-5,w3-6,w3-7,w3-8,w3-9,w3-10,w3-11,w3-12,w3-13,w3-14,w3-15,w3-16,w3-17,w3-18,w3-19,w3-20,w3-21,w3-22,w3-23,w3-24,w3-25,w3-26,w4-assessemnt-result,w4-reflection-length,w4-1,w4-2,w4-3,w4-4,w4-5,w4-6,w4-7,w4-8,w4-9,w4-10,w4-11,w4-12,w4-13,w4-14,w4-15,w4-16,w4-17,w4-18,w4-19,w4-20,w4-21,w4-22,w4-23,w4-24,w4-25,w4-26
11,2.482941219,37.89488516,1.579996237,1.558512738,1.138122457,0.706428851,1.282728269,2.084670732,1.981776341,1.478144342,1.156950077,1.866708282,1.197846934,1.546165935,2.264763656,1.742933155,1.929119087,1.961102609,1.49188115,1.886120976,0.745389996,2.122634439,2.368765577,0.240522518,0.797675794,0.687799579,0.917865177,0.963493141,2.960919227,-0.522630624,1.759145888,1.503321942,1.758801161,1.878626597,2.117207305,1.704172012,1.779713782,1.197642002,1.789333626,1.144182683,1.632188829,1.442664012,1.22674972,1.371927211,1.686459889,1.452287994,1.584886222,1.50190348,1.550499719,1.337201967,1.497535629,1.547611083,1.027212943,1.766385509,1.512063404,1.255351702
12,1.787809643,109.7689082,0.705128616,0.916453705,0.529370894,1.865499947,0.831606821,1.792106065,1.535652907,1.852164181,1.578870087,1.540957521,1.431595472,1.52686983,2.111819879,1.756109103,1.309004699,1.108019761,0.36639238,1.187912814,-0.034584172,0.916133136,0.441525645,0.631989158,1.407311155,1.145084815,1.275291061,1.545931762,2.698976913,102.4419858,1.13003117,1.372296427,1.797044629,1.252339503,1.620506992,1.80363964,1.49715717,1.732566689,1.254437839,1.33307945,1.273052667,1.70913605,1.390046885,1.929899252,1.349787166,1.342173237,1.43594537,1.511096961,1.103664386,1.26739259,1.540321797,2.51143253,1.304121225,1.80713082,1.07031465,1.291878373
13,2.146945997,54.29057104,1.944850445,2.648624643,1.159932822,1.699827545,2.180994383,2.155814344,2.261445638,1.476592066,1.863919724,1.171509433,0.854167659,1.187276322,1.030406764,1.750929058,1.478118417,1.325187821,2.041569558,1.282791204,1.415828814,1.201951394,1.238168362,-0.005787419,1.012524719,0.53830428,1.07015327,1.512090665,2.504871531,26.93530289,1.562627421,1.46951837,1.590217679,1.609982806,1.863808701,2.010733309,1.9368636,1.823016449,2.059441944,1.266285354,1.718158177,1.500472261,1.348371218,1.657034326,1.956077974,1.904223664,0.772009208,1.644517546,1.756942437,1.061463221,0.532616918,1.085131682,0.667699869,0.9431954,0.647789946,1.072672505
14,2.323844428,77.2767911,1.789275391,1.027589588,0.510295555,1.119010485,1.259400227,2.043727775,2.337550592,1.769694984,1.639933783,2.614924234,1.556856611,2.075234759,1.547967298,1.594361494,1.332627927,1.49090829,0.285838494,0.666044778,1.466115895,0.599683457,0.846031555,0.782498796,1.715111091,1.576573988,1.713126973,1.929142467,2.168089961,77.80476131,1.363974344,1.523697152,1.383910771,1.279745576,1.119419837,2.033710493,2.021554043,1.307888767,1.108557385,1.675828962,1.595366162,0.548589319,1.139834402,1.394318534,1.28057197,2.156333025,0.790167003,0.773644068,0.849719832,0.987328794,0.76572487,1.247852196,1.265367329,1.430037889,1.037469526,1.308696339
15,2.680462001,22.9483539,1.169882434,0.773536433,0.546738385,1.66825661,1.202589282,1.812620158,1.676435248,2.364100318,1.741456523,1.922720547,1.32637958,1.71944995,1.411999833,1.041590032,1.996796932,1.20024358,0.260963171,2.382463968,1.763698899,1.971742521,1.996393257,1.523967025,1.44530678,1.333772938,0.78658666,0.973625781,2.421085029,43.90339231,1.767992655,2.201343472,2.542768411,1.996840401,2.58218238,2.178119567,2.354258169,2.108925442,1.666381786,2.086244369,1.713737038,2.106380956,2.056828665,2.111286134,2.377418297,2.272156635,0.596794337,1.882201609,1.463129595,1.818062212,1.593791191,1.639516618,1.098993538,1.769278322,1.279923972,1.503346997
16,3.683561105,107.3654378,2.293098174,1.728805753,1.692239195,1.364508789,2.234678479,1.905831176,2.081804496,2.129169346,2.67817034,1.557033405,1.208786265,1.059925748,1.897807635,1.98036669,1.735121068,1.81394662,1.11340029,0.502293918,0.374196787,1.146134276,1.03415192,0.53805736,1.20860508,0.894174396,0.763610856,0.696791126,2.670775525,97.80582126,1.24700221,2.291451687,1.653586975,1.863226604,1.717510151,1.900573276,1.894981475,1.328556459,1.276206918,1.675453311,1.673431585,1.779645444,1.386721813,1.245568931,2.023254762,1.985046171,2.074387944,1.541269157,1.503873838,1.4572386,0.892247665,0.107203831,0.89262838,1.120859098,1.020213919,2.304547538
17,2.19609763,52.13726211,1.980156364,1.879626332,1.999758209,1.492726742,1.434724474,1.909755402,2.121389348,2.034273036,2.193166217,1.877161777,1.871823731,2.426302467,2.131654323,1.966276099,1.472522673,2.149790913,2.104004076,2.611849965,1.638785996,1.784763616,1.786882295,1.1579915,0.932125492,-0.110929682,0.840530443,0.698001457,4.15800217,89.25668091,2.056773401,2.71211337,2.155183932,1.804687883,1.945128001,2.102353687,2.162984031,2.175501611,2.483375001,2.314742756,2.120307441,1.787950469,2.308081086,1.997341998,2.410237283,2.69245106,1.945921837,2.294301148,2.691185754,2.340315294,1.172668828,1.461882766,1.365264308,1.860350179,2.487367563,2.29727335
18,2.63298655,58.7887232,1.380660276,0.756510911,1.329830189,1.522370329,1.775395077,1.818099046,1.980321461,2.036651384,1.641699085,1.072834847,0.525893549,0.278604094,1.407281756,1.609389472,1.78411668,1.997462364,-0.014651679,0.303697061,0.740533229,0.60020575,1.462945996,0.840791427,1.155909194,0.96046985,0.729608738,0.548601884,2.969941201,105.5903834,1.784638717,1.309900665,1.961670004,2.416892565,1.661022662,2.074884848,2.194249867,2.177876987,1.93944822,1.924338574,2.14938043,1.585140944,1.997316913,1.929096077,2.562235741,2.28989697,0.946012245,1.917914248,1.523865574,1.331505863,0.951495475,1.001530068,0.537691922,0.913125682,1.598839278,1.568647332
19,2.594871031,-9.05297144,1.19465062,0.809262688,2.307239269,1.125048623,1.266568285,1.581732438,1.565873493,1.563516955,2.027498131,2.102106886,1.742702872,2.357163028,1.423236519,1.135395104,0.236390959,1.495244095,0.909051405,1.41344844,1.211106537,1.74405653,0.82077061,1.012941499,0.437973584,0.319283614,0.786156906,1.382265495,1.861026596,47.58309648,1.020848668,1.363446937,0.937466239,0.767916515,0.651073162,1.42338885,1.286052335,1.244323657,1.297350003,1.0153641,1.101469237,0.739656738,1.26727237,1.049620536,0.376634954,0.50668622,1.207501334,0.696755005,1.112393847,0.975859491,0.86161452,0.440996546,0.378845102,0.352320234,0.592662966,0.200095337
20,2.571727181,53.14551406,1.73249092,1.381918731,1.058142758,1.61015032,1.958337115,1.894579919,1.543634337,1.876557304,2.514969542,1.233592028,1.575176599,1.43123143,1.551200951,1.779990869,1.746449635,1.817401865,0.223722306,2.41331257,1.161597659,1.853000873,2.581962264,0.940261366,0.994825255,1.244765076,0.69659237,1.188900892,3.37964413,107.7045931,2.207596688,1.268047365,2.679890778,2.498591458,2.027533166,2.093535901,2.19341088,2.180987328,2.498631936,1.523112447,2.050375303,2.548610855,2.311450142,1.966640654,1.90815434,1.391697319,2.397830916,1.610850684,2.217246308,1.617672222,1.662350498,1.294865568,0.91186255,1.995115285,1.202963005,1.880765021
21,3.88047067,110.6091892,2.555386458,1.900720402,1.750806741,1.764288122,2.452872862,2.064544752,2.304926328,2.107877048,1.523149497,1.26009804,1.854546205,2.298271005,1.961286984,1.507119802,2.414878595,1.906754999,0.635400838,1.40254092,1.641043707,1.528314994,1.932343912,0.7445449,0.523154228,1.27177594,1.392302986,0.71448198,4.494367646,47.86677443,2.113548633,1.187589715,1.593388137,2.13231684,1.392616181,1.639919082,1.70687685,1.51731863,1.702060647,1.541142292,1.267900246,1.567035428,1.365694104,1.557498602,2.795928592,2.394071268,1.243672118,2.417455652,1.627508647,1.466613791,2.271862993,1.496626516,1.730456171,1.246491791,2.3733699,2.079976769
22,3.379901805,46.95667186,1.953352973,2.466338449,1.512138625,1.402582672,1.766145478,2.447707141,2.049177351,2.513213023,2.966608395,2.039483402,2.052795451,1.638426681,2.222628225,2.203223568,2.11599382,1.947537641,1.711660654,1.708161141,1.759911772,2.245471019,1.96145304,0.563135912,1.256357294,1.150938713,1.254883109,2.400059496,3.836763845,4.824841357,2.093576317,2.306768439,1.714035965,2.454392359,2.51139803,2.52062686,2.481203171,2.52656036,3.03313748,2.21354193,1.592997502,2.72029394,2.296439484,2.167492568,2.224102025,1.776678484,1.447170347,1.84927225,2.62080999,1.609945101,1.539181599,1.418123723,1.142292938,1.265445404,1.479779047,1.611882332
23,2.949268421,51.35303674,1.41132495,1.20181199,0.883214849,1.463972397,1.363079471,2.090474171,2.017339517,2.190849879,3.042714527,1.494451582,1.044959092,0.912371234,2.326429531,1.982919003,1.309885325,0.787862657,0.925005947,0.241789498,-0.230041779,0.369739072,1.317797003,-1.305847965,1.401491066,0.91322601,1.405883303,0.495664854,3.213994908,102.8756434,1.170000311,0.915929723,1.260973747,1.186257283,2.094484446,1.667852245,1.855024206,1.395007335,1.440138055,1.427714208,1.169307674,1.308791043,1.411549184,1.365674617,1.991727104,1.775326356,1.221836227,0.749766622,0.963108421,1.22780931,1.624108617,1.075468561,1.366513393,1.82824119,0.903792359,1.554004597
24,1.832856348,23.41943826,0.948362395,0.958421204,1.183848136,0.418920441,0.018806344,1.942298708,1.369813677,1.772648807,1.973292173,0.863418079,0.631810161,1.157645369,1.186154944,0.890511951,0.586080395,0.881899911,0.537496078,1.081854982,1.651342316,1.494930032,2.176192602,0.428812622,0.460564266,-0.069488897,0.823874924,0.81047768,3.825705681,33.16966712,2.160620643,2.293236068,1.791405568,1.618728959,1.550784143,1.215924227,1.425271661,1.35912276,1.408943678,1.119783525,0.855503675,0.737249811,1.112142449,0.980096701,1.724023017,1.982590354,1.448185513,1.062712842,2.645457762,1.726936602,1.005028028,1.691252543,0.793456311,1.559954102,1.887270608,1.538468336
25,2.60588842,35.94945654,1.429948903,1.729418583,1.668591223,1.518056198,1.262819292,1.661173581,1.509041185,1.544673547,1.689136754,0.834532223,0.97851201,0.662158985,1.558952119,0.991182477,0.350077953,0.865311868,0.997059154,1.270660688,0.700919251,0.844348566,0.344439836,0.099233027,0.940970645,1.071205065,1.220668929,1.571186615,2.424786702,34.79000958,1.336691149,1.596713195,1.053086785,1.389979461,1.843173714,1.921360721,1.998186739,1.947782589,2.233176653,2.253031458,1.61214169,1.422181166,2.291386303,2.149785267,1.308099219,1.897448527,1.005897486,1.719188911,1.795415045,1.560282543,1.31078074,1.463271631,0.570480815,0.716554622,1.634719433,0.966688226
26,3.146166162,82.23786541,1.861358277,1.434877188,0.219402063,0.991475355,1.49069988,1.334450557,1.490706198,1.971013894,1.738656823,1.468783137,1.706735347,1.276097821,2.356822877,2.037026883,1.826775156,1.866794124,0.946237615,2.305638909,2.411636272,1.861001568,2.064557419,1.43010987,2.12522445,1.502379681,1.146938406,1.669186989,3.837046258,-21.59043995,1.600674271,1.650876577,1.373906387,1.414963393,1.677682637,1.692224287,1.734105355,1.442905874,1.67351844,1.286875124,1.002456875,1.61372409,1.542742741,1.207667674,1.232005546,1.748623735,1.525618463,1.334204806,2.04970462,1.669543331,1.408996339,1.085210649,1.765233579,1.573913328,1.852468927,1.497639559
27,2.806375716,75.36793411,1.052515147,1.494581632,1.071089299,0.809922889,0.625715934,2.003652696,1.936791236,1.822685403,2.806603733,2.550115331,2.142807782,2.612150561,2.849710701,1.538553082,1.318600264,1.065950823,0.465757736,0.875933004,1.515705148,0.54331459,0.646299933,0.751660381,1.547151073,0.940051171,-0.033187959,1.044203947,1.913138925,-48.3862964,1.022859163,1.165891117,1.386874016,1.418392739,1.235282898,1.346465847,1.226915247,1.777047965,1.677679707,1.46259612,1.468695183,1.433116735,1.278190524,1.734946895,0.599437659,1.06671341,2.238401611,1.805547635,0.445223135,0.535838924,0.62554908,1.896241793,0.998804106,1.251779636,1.609775193,0.847821781
28,1.497080379,63.10258122,1.040730633,-0.275269046,0.31453456,0.401851206,0.155141476,2.332659711,1.905447458,2.077514644,1.119981619,1.174148486,0.371188884,1.249802381,0.760565528,1.741361099,1.122132591,0.900598569,0.95877654,1.235434433,1.298531696,-0.004542429,0.805852876,0.630846273,0.629738948,0.16488398,0.831146552,0.622617642,1.853506082,48.25403963,1.32952926,0.978973762,1.322559783,1.214625707,1.473370663,2.127023112,2.070769747,1.723911187,1.667050312,1.209454333,1.421166433,1.087221501,1.703571725,1.979789829,1.020749265,1.562006131,1.013643998,0.412476942,0.927219565,0.863561367,0.640938963,0.822486297,0.850762237,0.643809697,0.409682441,0.513834463
29,2.312301541,142.2888612,1.887400193,1.859424801,0.710490414,2.176870403,2.066095896,2.088542346,2.077854835,1.142502271,1.379808895,1.323406618,1.193317887,1.441405233,1.518599736,1.640675442,1.878445292,1.595374946,0.324020831,1.099454727,0.211051612,0.188851486,0.856404159,0.099457276,1.09577475,0.939556846,0.794566066,0.973617788,2.739559782,91.63744732,1.681085964,1.556503833,1.470953029,1.037428634,1.176651729,1.678354495,1.746694123,1.459857041,1.919286725,1.354228861,1.499021774,0.966759358,1.83511815,1.780339809,1.351453702,1.536947561,0.362399074,1.013741649,1.051514222,0.857429146,0.733931473,1.347965967,1.088643151,1.291161121,1.302258942,0.690415299
30,0.86132263,63.47381505,1.283802362,1.26193802,1.03710707,1.368767816,1.454279627,1.754298245,1.258896716,1.712465358,1.839625979,1.462074127,2.171639761,1.20636425,2.115063533,1.770227062,1.729015865,0.243220696,0.077969571,1.610510301,0.887801114,0.654237748,0.133334221,0.950254053,0.386074263,0.061118006,0.940877874,1.157195428,2.845341977,70.38435232,1.783261956,2.013381617,1.759814772,1.551707408,1.14635188,1.680105195,1.681052241,2.13374113,1.799512899,2.088816648,1.446552178,2.276731447,1.891989213,1.710038346,1.192199438,1.019669512,1.700115451,1.043645138,2.107817333,1.558327144,1.545543136,1.75903235,0.871560095,1.023515686,0.746245295,0.912156784
31,2.540566175,76.40202629,0.932112014,1.12700367,1.244932041,1.522588079,1.606090642,1.632353602,1.781600213,1.647139384,1.671462812,1.629725176,1.235067441,1.666878425,1.847552037,1.712083449,0.035364421,1.2798009,0.015430418,0.727132485,0.572779176,1.628030501,0.2453908,0.219575418,1.329261571,1.376404918,0.746198734,0.870247692,2.2998913,100.1486466,1.329241581,0.981317394,1.82771036,0.80756204,1.352886479,1.891717954,1.835954251,2.102940374,1.579470832,1.090099307,1.296706818,1.257393004,2.055927038,1.490247822,1.068810602,1.728808819,0.4611616,0.634878898,1.234437368,1.598688264,1.353736195,0.797236901,1.535283427,1.887692048,0.356299573,0.17446285
32,1.870611667,20.05621438,1.413622753,0.784087627,1.214551467,1.905814427,1.410550743,1.621685691,1.687376179,1.572860591,1.89338869,0.503115104,0.639077562,0.345286559,1.780797635,1.092967345,0.754588065,1.284949121,-0.742859282,0.589289806,0.718112805,0.918595088,0.867265251,0.040894689,0.316451958,0.711932451,-0.533557368,-0.251097089,3.512225778,24.85813475,2.238844434,1.588963426,1.758352308,1.614012088,1.521445596,1.455144434,1.394796448,1.741909156,1.663496344,1.495830261,1.311278718,1.834872358,1.727930456,1.082561715,1.090990783,1.842283639,0.683179736,1.308583267,0.70653708,0.955547427,1.264753193,0.237704985,0.580214478,0.913320261,1.571301217,1.030999142
33,2.6298606,44.48245428,2.191625629,1.442693024,2.446952413,2.206206108,1.433624641,1.41852657,1.641013125,1.627651421,2.504573386,1.348443496,1.682566335,1.129877115,1.749277316,1.952737473,1.568897202,2.224375735,0.914959572,1.48714035,1.829093832,1.636161498,1.418673496,-0.506588365,1.235833881,1.636792961,1.140138579,0.713213193,3.765667517,23.4039803,2.00764851,1.728616159,1.34711896,1.927864592,1.166381819,1.635605837,1.805389671,1.633417425,1.624545665,1.633206798,1.172679338,1.612092045,1.897433279,1.641327,1.877969241,2.268265714,1.597780811,1.143779791,1.542330299,1.227109887,1.857019265,1.684938583,1.581794473,1.362113505,0.947555763,1.368383723
34,2.214967768,74.27055873,2.341529231,1.492591705,1.754546214,2.362526489,1.889848414,1.977494267,1.870208669,2.089035543,1.592065125,1.705801709,1.794968261,1.406242813,1.69688688,0.95160219,1.938570953,2.137039857,-0.000926189,0.758019719,0.877181144,0.997005467,0.697196654,-0.466256923,-0.155701059,-0.160206783,0.830252631,0.069905009,2.397090765,97.77592305,1.702462805,2.075580585,1.392627322,1.737099551,1.063443726,1.579377354,1.917517711,1.890001296,1.287461528,2.321432729,0.84048533,1.760836988,1.469464394,1.630145603,1.720352324,2.548048066,0.094278503,1.398618475,1.013058739,0.723540751,0.179554878,-0.127457435,-0.621043426,-0.229656817,0.96618372,0.696985741
35,3.154347327,67.13764392,1.370195259,2.010213959,1.295222125,1.162426282,2.164257892,1.741641999,1.7819388,2.023112683,2.349543449,1.634881744,1.54629652,2.368796844,2.711893487,1.188901577,1.461702347,1.148202404,2.024186876,1.536575361,0.72196585,2.083270438,1.760200917,0.067332936,-0.585583619,-0.895640196,0.686411728,1.150169153,2.539106657,-23.04779933,0.988086694,0.90857919,1.25422149,1.244593342,1.571361485,1.097953687,1.08404601,1.392209217,1.70046277,0.878067253,1.027910759,0.991727476,0.667821354,0.857206498,1.339818538,1.204108186,2.116240877,1.992270226,2.069196563,1.779963621,2.215397057,1.598143011,0.53841406,0.352161583,1.975824117,0.873096919
36,1.744180553,30.8861362,0.934187195,0.896747291,0.590796864,0.985646794,0.624811609,1.689568402,1.284684084,1.107644007,1.714636897,0.902811241,0.90051438,1.299977283,1.154054325,1.518224998,0.8882851,0.772746155,1.668801068,0.643494403,0.853189347,0.353997022,1.955633769,2.263894846,1.08872361,0.782184775,0.534530784,1.072201909,1.662074815,-2.799162563,1.345542759,0.847917588,0.940170187,0.994901621,0.834539178,1.345814376,1.457349734,0.966359201,0.676043432,0.685207081,1.342904697,0.746415921,0.531354578,0.943895517,0.778061304,0.686366694,1.406531241,0.333317973,0.358751494,1.128162945,1.259588557,0.569338355,1.156054338,1.87644154,0.750284764,1.267636828
37,2.572808364,100.5704452,2.287171649,1.964991028,1.06088278,1.716767216,2.156832619,2.460608705,2.279288916,2.366582931,2.196072219,1.926847294,1.863443207,1.861719,2.064838326,2.571688504,1.875527998,1.840362162,1.076840825,1.996652464,1.333414324,2.02135596,1.418245176,0.973964253,2.189715649,1.581992155,0.633334568,0.823533705,3.941825808,33.47322098,2.321041393,2.269034934,2.535634763,2.447152946,2.634387527,2.731959438,2.734809345,2.419300794,2.128816541,2.274436519,2.227781317,2.816280461,1.984820401,2.414799426,2.902164124,2.614739091,2.487303429,2.139435231,1.723668446,1.674115032,2.382020699,1.333681835,2.012714845,2.142129256,1.442497193,1.940460224
38,2.189297137,3.645268047,1.00722895,0.93407737,0.621789328,1.015870626,1.119494132,2.181529901,1.811429946,2.079453939,2.229315907,1.320270671,1.292373747,1.489978487,2.288066629,1.805345834,1.173569034,1.102132844,0.668278921,0.493258536,1.386021136,1.346339386,0.886686297,1.618677675,1.40248287,0.28107562,0.060211975,0.497406242,2.799502506,-46.83506578,1.273674465,1.623888756,1.276290409,1.109163365,0.93561735,1.268851544,1.26070043,1.179335685,1.155939659,1.379787884,1.312118326,1.608863192,1.065862594,1.188184069,1.339323937,1.582480071,1.111537262,1.824969245,2.340592999,1.674535905,1.920261627,2.047484425,1.414304311,1.226306681,1.927894983,1.499458443
39,0.393376219,26.2815674,1.342324266,1.332724902,1.177750703,2.079561224,1.870940999,2.323341737,2.1796584,1.792427269,1.532363018,1.418683443,1.815120051,1.879458091,2.163060226,1.234170671,0.101957225,1.692400413,0.438164673,-0.295618996,-0.021583534,0.3081825,-0.894367943,0.083104241,-0.394996061,0.134445562,-0.037738584,0.083831665,1.48466034,87.42771469,1.307501516,1.284416304,1.65364728,0.728509374,0.879397783,1.552701089,1.368080386,1.402467513,1.172646491,1.129333879,1.449162946,1.488164405,1.323077305,1.323364062,1.381269887,1.04615689,-0.223241076,0.110072401,0.971847952,0.756988602,-0.24922643,0.524149608,0.645281256,0.182372019,0.615058421,0.784440321
