ID,w3-assessemnt-result,w3-reflection-length,w3-1,w3-2,w3-3,w3-4,w3-5,w3-6,w3-7,w3-8,w3-9,w3-10,w3-11,w3-12,w3-13,w3-14,w3-15,w3-16,w3-17,w3-18,w4-assessemnt-result,w4-reflection-length,w4-1,w4-2,w4-3,w4-4,w4-5,w4-6,w4-7,w4-8,w4-9,w4-10,w4-11,w4-12,w4-13,w4-14,w4-15,w4-16,w4-17,w4-18
11,3.243586117,23.48084922,2.172905205,2.219527897,1.325387232,1.882111505,1.474742753,1.612990402,1.050204041,1.856253055,0.985919083,1.483294556,2.119403432,1.62148332,1.547651384,1.81253812,1.622652473,3.455543915,1.067282508,0.701874952,3.870527108,-2.074479535,0.945144791,2.182904394,1.86410136,1.773994523,0.655773218,1.434895682,1.102653715,2.085142216,1.234072868,1.772733103,2.403561474,2.211367691,1.969777739,1.805450897,1.696298208,1.885052125,1.750491501,2.040228027
12,3.594297307,20.3505252,1.697142816,1.59018082,1.967611243,0.781133321,1.46822407,1.641430475,1.242925419,2.130131156,1.278995256,1.667192229,2.0888914,1.971625332,3.150579358,2.337021929,2.716167569,1.693697924,1.741539971,1.649507036,2.992749434,30.77314218,1.43228396,1.728548296,1.893403302,1.749048986,1.517644519,1.68078178,0.609322918,1.910852258,1.270939581,1.564409653,2.235221354,1.906771858,1.83616304,2.22739457,1.936580598,1.916214508,1.431409363,1.752547397
13,2.655666275,60.05763837,1.076241118,1.140401113,1.096912171,0.216301573,0.956984772,0.740011419,0.744146674,1.237512423,0.541608334,1.396866082,1.526796045,0.964515503,0.911803036,2.113904805,1.621910245,0.65962468,1.274302874,1.278028207,2.337433948,65.3757004,1.160952275,0.77809816,0.813653121,1.130169178,1.026797666,0.344507079,0.506175518,1.371162637,0.111029436,0.685391161,0.913195416,0.680590948,1.006233453,1.254320528,1.372142973,1.304807917,0.536726841,1.137250827
14,1.695723095,161.1788259,-0.164307012,0.791194729,0.864437568,1.757487072,0.541926196,1.729220335,1.228706428,0.857459432,0.640683622,0.187263188,1.306262012,1.105111411,2.069839403,1.866518188,0.924901644,1.89943007,0.190583664,0.889669217,1.427552188,81.83036674,1.85990303,1.917261718,1.258674776,1.097741163,1.601899866,0.72864106,1.27270203,1.728754958,0.912601857,2.012075111,1.497215896,1.37197587,1.576056627,-0.117585408,1.167795087,0.534381859,-0.375527531,0.640084576
15,2.698947511,84.71204812,0.331768764,0.657081699,0.911369194,0.853334442,0.571068386,0.810528679,1.018325475,1.55588919,0.838544585,1.293170375,1.238131372,2.144133084,0.644443656,1.155162542,1.596056541,0.504830292,0.159823176,1.04634097,4.335495075,47.41779998,2.283262014,2.404665892,2.433135786,2.643150238,2.669797513,1.42593934,1.846233268,2.606056679,1.863388414,1.46001211,2.095851846,1.821201435,2.340759353,1.618014566,2.067319856,2.487257867,1.234918615,1.748965259
16,1.48979153,29.63175088,0.499719139,-0.084421716,0.404458951,0.890501092,-0.009011591,0.064309083,0.682311777,0.9072368,0.056446075,0.251316014,0.500375366,0.282233763,0.527292562,0.49108714,1.420540849,-0.093034819,0.440889373,-0.107936827,1.623420689,-38.44431553,0.354754771,-0.048278696,0.526010934,0.268562324,0.624110717,0.032932557,0.496399496,0.933947312,0.416586814,1.203217933,0.379247771,0.879965646,1.118382332,0.1758686,0.862857115,0.635682642,0.558670819,0.616606841
17,2.192410582,-4.362180772,0.75109222,0.591036981,0.798728402,1.385906592,1.473237575,1.520094175,1.485489414,1.137694095,0.700384242,0.75762582,0.160779088,0.102006598,0.746096949,1.150848378,0.785954543,0.32433741,0.85703324,0.090430507,2.241945937,65.92688918,1.104344388,0.950581715,1.204696253,1.530672402,0.775632378,1.015052307,1.379525076,1.86562324,1.583953621,1.271897202,0.981922032,1.460910791,2.197811073,1.68725869,1.658941041,0.702684636,1.547696793,0.972547263
18,1.954747911,41.38383154,1.294901042,1.059395464,1.233534989,1.254950148,1.128817352,1.4988231,0.833307766,0.900713522,0.163226322,0.968806115,0.942368782,0.850271883,1.304305411,1.647948017,1.056269459,2.541567343,2.350169522,2.303151994,2.671409421,-4.22574511,1.550305319,0.969014804,1.285535994,1.715039117,1.841141329,1.410407529,2.048047564,1.326289497,1.597026612,1.458452612,1.311860531,1.712692384,1.390392149,1.071840505,1.79963078,1.708658881,2.460671847,1.606518799
19,1.839933426,50.9161535,1.274707478,-0.035564054,0.562324633,1.614320083,0.728531945,-0.293511103,-0.037688956,1.397571628,0.62423341,1.081160155,1.698356821,1.304760247,1.052069362,0.500788345,2.131071655,1.331554987,1.677597275,1.319315972,2.923320082,94.20681801,1.920088405,1.602695975,0.843248964,1.997088346,1.51759224,0.772801933,1.338145387,1.614372325,1.406114372,0.91421199,0.700992468,1.038163749,1.001839107,1.707006669,1.863746392,0.955499193,1.413725092,0.483890888
20,2.738209794,78.10769582,1.38747511,0.506376479,0.728740066,1.438785593,1.46912639,0.500212352,0.872921592,1.439035143,0.664713002,0.524194734,1.219345335,0.652306474,0.003940171,0.127068846,0.658316676,0.712823049,-0.108417036,1.28808596,1.636432757,135.8600343,0.376183052,-0.178217985,0.0764142,0.159267084,0.161169249,-0.403721333,0.243790567,0.828002018,-0.313269082,0.045870436,0.374566347,-0.133524332,-0.077226527,0.194242199,0.91139198,-0.014508041,-0.364148498,-0.07910055
21,3.622026804,80.03150124,1.204642292,2.003927436,1.417848956,1.544461371,1.766322672,1.013646381,1.853758066,2.199644395,2.162128433,2.081161544,1.780409406,1.658138303,1.501526841,1.448591047,1.549731794,1.53533448,1.407917281,1.37377634,4.071175025,55.50895892,2.282533398,1.444609463,1.788780597,1.819200404,2.664691492,1.930400967,2.19741028,1.600409993,1.620451785,1.931253239,1.768082791,2.191419357,1.298889761,1.249553505,1.648428737,1.512548521,1.726149996,1.839248615
22,2.804672019,71.17421178,2.1770162,1.803618919,1.381865272,1.99883441,2.21684092,1.898352749,1.208237139,2.315991695,1.94949855,1.207467605,1.450544761,1.389043014,0.893237945,1.618385968,1.169847351,2.020140296,1.848589741,2.302009653,2.660671635,107.549115,1.585805063,1.783759762,1.285048747,2.431522659,2.043519151,1.852100235,1.414644417,1.44985566,0.947899228,1.407482782,1.842196697,1.937278657,2.109819428,1.77928423,1.607881247,1.675412606,1.406215789,1.412355114
23,2.607500144,107.8835377,1.401145672,1.064265284,0.903384535,1.699384246,2.311259563,0.805063787,0.297406509,2.357884611,0.722140697,0.742161862,1.806466956,0.987930155,1.536654865,1.563711294,1.628872709,0.35070627,1.200449548,1.2583087,3.489902436,112.5869103,2.580147352,2.21031867,1.095191772,1.960195188,2.322324328,1.417671937,1.199688698,1.365217151,1.327422033,0.67359373,1.395301038,1.023448738,1.342225855,1.054136861,1.736755815,1.702145096,1.530490231,0.386246865
24,2.419074373,55.4504147,2.011643155,1.321628838,1.363237844,1.433967668,1.274331986,1.423990955,1.240348928,1.744847059,1.755371353,1.725620308,1.518359772,1.209854287,0.959935726,0.670742904,1.584569471,1.148750121,1.138029283,1.519772818,2.928864481,24.06806286,1.383827399,1.053987293,0.951456568,1.219085726,0.932805736,0.714229572,1.019676596,1.054646012,1.488942899,0.87297306,1.116307663,0.711290184,1.056738063,1.427093865,1.773085544,1.198702448,0.946505239,1.482743632
25,2.836778931,105.8591702,2.333638415,1.432854053,1.826694764,2.231928297,2.183031734,1.779733508,1.731515314,1.14214944,0.976456389,1.035514756,1.064142089,0.541052481,1.123028462,1.198015352,0.988870694,0.561473843,1.240970721,1.174393981,3.405368927,-2.568942565,2.007292826,1.41300793,2.033478517,1.151513871,1.256907143,1.753244734,2.173808051,1.804949555,1.791906514,1.479429542,2.117524906,2.315203624,1.510378409,1.819438481,1.615768767,2.469406911,1.416800723,2.396794408
26,1.866531124,51.12964622,1.131856564,0.863453359,0.525176821,1.258858652,0.854125468,1.133890659,0.705237043,1.409265967,1.034809333,1.693747882,1.788598947,1.10091616,0.955520561,0.48543654,1.905014591,1.763949781,1.056432977,1.778990754,2.443243217,-38.3930998,1.400164283,1.657560389,1.283104605,1.436792884,1.524660836,1.414630055,1.122936712,1.637458373,1.341617223,1.109834993,1.281499589,1.038713733,1.351199972,1.499603019,1.640373802,1.418536954,1.347278357,1.383051737
27,3.211784616,67.11565124,1.890489687,2.203566565,1.313658073,2.765157885,1.568853384,1.227244316,2.218518062,1.84472216,1.098934662,2.047499674,1.774389269,1.303566652,0.962303572,0.884399585,2.123725135,0.963706328,1.503978278,1.502133729,3.478669667,4.757232461,1.139735503,1.233849145,1.235771907,1.111091739,1.274540273,2.054661957,1.646487107,1.73823071,1.325315766,1.170384054,2.024222786,1.903401728,0.962049803,1.144099819,1.536807529,1.469685126,2.04678757,1.757010433
28,3.101197626,130.7859463,1.476445603,1.470433196,1.691701381,0.952996683,1.742191735,1.645957357,1.312303633,1.170317619,1.229409814,0.710806918,1.00485546,0.477264997,1.945383172,1.472388641,2.090146008,1.515426122,2.192061981,2.179596419,3.136450251,112.9864926,1.005317954,1.468016818,1.088542365,1.206265641,0.859454885,1.376987766,1.531442841,1.777835757,1.112649117,1.520127749,1.792494893,1.833440589,0.574386458,1.091783926,1.748143427,2.089537364,1.877669468,1.848462831
29,3.494570556,71.8550182,1.483999804,1.654260112,1.001292197,1.940600748,1.675440265,1.786544402,1.671698734,1.358082305,1.497675229,1.164515893,1.337004997,1.79511425,1.356523194,0.957207477,1.460170876,1.897831824,0.193363235,1.300577649,4.118150838,36.60029083,1.646865478,2.377286905,2.259964942,1.658969109,1.628998885,2.147096706,1.000448931,1.736484635,1.765109023,1.868853339,2.353275488,2.180424384,1.488983432,1.658380461,1.737621124,1.27428846,0.048083177,1.323209152
30,1.631594193,13.46737272,1.198302874,0.764342964,1.240684685,0.683813154,0.663712601,0.956714566,-0.027205171,0.967966661,0.304083149,0.711291417,0.999131169,1.416797803,0.71688083,1.56895066,0.906184408,2.093871039,1.195018002,1.13012838,3.698825538,-22.04999274,1.460369948,1.714674805,1.521851084,1.514000582,0.752633128,0.807063253,0.571151778,1.16643128,1.898773996,1.399935832,2.14797055,1.870847329,0.408782996,1.362768464,1.328220083,1.819052473,1.337317463,1.373836983
31,1.356485203,36.72826299,1.948732562,1.461820778,1.24424982,1.047282997,0.375173331,1.282105934,0.459895756,0.61959031,0.678043761,0.668974707,0.739299786,1.396725274,0.763675051,0.9133258,1.288564626,0.675605266,1.446456793,0.382918268,2.74757854,-18.65270736,1.522706384,1.995895093,2.06338506,2.057721263,1.710366828,2.020031915,2.129070425,2.319540779,2.216823291,1.708236553,1.510627403,2.22083409,1.170595186,1.548061734,1.904995187,2.310251895,2.186449011,2.273654912
32,2.221160895,58.27682831,1.801758036,0.836813389,1.525403531,1.303801032,2.531082894,1.59304747,1.456589334,1.687293033,0.67022051,1.458395701,0.933182156,0.661162478,0.89522658,1.87341563,1.437758538,0.55405281,1.388615701,0.994840346,2.130678212,0.477158692,0.517065511,0.987712333,0.714120556,1.053696262,0.667547129,0.448253017,1.26282864,1.22429837,0.507951127,0.941603714,0.61916968,1.332871261,1.632169489,0.796907891,0.842543758,0.451748211,1.442011846,1.03486935
33,2.422284124,22.0664652,1.867880708,0.646920273,1.783190135,1.634379773,2.415598078,1.710061152,1.241680315,1.406165726,1.220177755,0.510882991,0.740561796,0.989770531,1.203040515,0.284105868,1.479834287,1.37064041,0.504085582,0.294833871,2.667678523,-39.11942569,0.827087942,0.711261635,0.943962445,0.762956182,0.868830142,1.512020623,1.175341993,1.429463099,1.562571521,2.06354474,0.899687919,1.045671027,2.039110329,1.582103268,0.666679874,0.548377046,0.275189404,1.12521995
34,1.299784046,74.56041135,1.117358613,0.968610526,0.571184856,1.638621987,1.240200943,0.478169873,0.338729217,1.009432223,0.368382344,1.444812094,0.790296282,0.269989525,0.32245285,1.035255574,1.087312812,0.73850318,1.877142024,1.007979306,3.406018509,73.5267559,1.318413164,1.831614679,0.353558461,2.24735122,1.865148781,1.964612994,2.061597171,1.796024624,1.515475691,0.908498025,1.786418229,2.727786575,1.115778026,1.322221312,2.283649618,1.426132902,2.48832783,1.479692505
35,2.184034648,111.8682971,1.275724633,0.727665738,1.006201555,0.929500022,1.381364093,0.352919473,0.427227627,1.830457781,0.997730782,-0.285956878,0.748166574,-0.004517488,1.01343183,1.756694603,1.061050675,1.180025495,2.711397374,1.677596845,2.363528624,195.7819945,1.820816247,1.065526742,0.869867976,0.808253355,1.875775948,0.247158041,0.616583285,1.512311301,0.468830114,0.092948155,1.376138781,1.181024237,0.96881492,1.051947585,1.898708856,1.684777606,0.808637999,0.913037377
36,3.16162335,13.12281087,0.787382913,1.016894484,1.867143177,0.031935932,1.503347883,0.832670216,0.913386481,0.936135174,1.471515131,0.696144855,1.072852487,1.394531705,0.569803261,0.770495904,1.239229738,1.01292419,1.343499194,0.690168332,3.387922453,19.63209199,1.932901919,1.347068118,1.856440339,0.9544324,1.182650605,1.489515113,1.378346119,1.523527966,1.895782529,0.93088163,1.88878904,2.075031184,0.955289803,1.106513774,1.93913173,1.739297678,1.223458951,2.176612852
37,2.816561139,100.6452709,2.228995966,1.147319483,1.531780183,1.197377277,1.290023377,1.21280378,1.311264095,2.092638263,1.120900172,0.968690405,0.713200772,0.845426872,0.172752057,1.477178419,1.279468991,1.911151125,2.233423652,2.119304117,2.670944799,86.0529202,1.782591016,0.789183274,0.831133863,1.49620913,0.846665071,1.588970957,1.358234313,1.684375232,1.358718331,1.508120383,1.005571091,1.702313746,1.254557297,1.876991547,1.556241362,0.753194711,1.484708469,1.17325231
38,3.466811181,9.479678267,1.702682723,1.53510502,2.337362152,1.674016126,1.649073436,1.744705873,2.065322958,2.27904094,1.633154635,1.509281977,1.987910864,1.518376634,2.168572268,2.147040734,2.085230732,1.59440587,0.809275748,1.374871489,3.478056297,44.40123375,0.703001677,1.625966131,1.777601871,1.93929677,1.317953118,1.371584381,0.555411852,1.795760367,1.24917718,1.899813245,1.448440843,1.293831672,1.910470338,1.658803415,2.133730393,1.633668563,1.030015762,1.375741526
39,2.164746111,-0.536727372,1.355624979,1.558298741,1.806406284,0.598115916,0.620532027,1.452696189,0.913247331,0.8272409,1.2058221,0.520258294,1.55771696,1.744802332,1.387999854,1.033114367,1.410702102,1.245746822,1.384517008,0.870989774,2.163440525,47.06351578,1.635342763,1.362295384,1.460022837,1.193126833,0.95628457,1.599737372,1.731559324,0.978762562,1.32296639,1.816030109,0.917115427,1.474245195,1.49064165,1.230087074,0.509150006,-0.117741668,0.344374598,0.149063593
40,1.75374813,133.3474649,2.032675484,1.222177121,1.489531615,1.828938601,1.067346282,0.682971133,0.846839025,2.34281099,0.263265599,1.467070024,1.217587427,1.54482314,1.003041785,0.674291145,0.587760891,0.588637527,0.398550444,0.306479163,2.524281751,75.39632824,2.069071919,1.922865339,1.708240489,1.590142357,1.773697605,0.98884385,1.059288925,2.124859271,1.138019118,1.410512404,2.41355134,2.288805439,1.511489266,1.333611038,2.435775952,1.212533025,0.969755117,0.9105241
41,4.515969292,3.792731234,2.524353496,3.003855995,2.719591884,2.011665552,1.539923964,2.158606551,2.028752381,2.696406198,2.675582415,2.808408579,2.708602759,2.906351321,2.548205856,2.997519945,1.421224749,2.258807096,2.331453297,1.518593928,5.0833433,25.1512004,2.144841463,1.896881951,2.16352118,1.894326548,1.957725612,1.96223986,1.968779359,2.033980606,2.067916334,2.325908738,2.754043192,2.668301658,2.451627957,2.665923702,1.629141682,2.676000619,2.637986999,2.723272496
42,1.910397864,54.33842258,1.594745439,1.489184767,1.330130113,2.040091071,1.770922373,2.029443705,0.652485665,1.859470696,0.95130285,1.426236838,2.20146695,1.965436694,1.74921505,2.335237749,0.753332997,0.927848812,1.288556061,0.258499327,3.255029295,91.99501553,1.631412507,2.392034931,1.484597791,2.237339711,1.300719365,1.159164976,2.01467704,1.183208872,1.069332051,1.064485768,1.024064119,1.327905688,1.199552068,1.200418573,1.297524016,0.987217063,0.74485656,0.598518535
43,3.179128744,77.84296603,0.886499107,1.587358172,1.149141885,0.976712001,1.460992871,1.139445117,0.990036722,1.464879278,1.506409336,0.668564931,0.622141671,1.411473141,0.477867526,1.07460265,2.08951614,2.440916249,1.063006751,1.575124345,3.345425927,123.2161986,1.365315873,1.144988746,0.466352959,1.474952432,1.365507941,0.998406276,0.769643877,1.476738518,1.513611328,1.594562204,1.32398708,1.701084012,0.885851649,1.768956239,2.17999111,0.933715132,1.029705968,1.386430983
44,2.28938093,48.30153292,1.474794096,1.182175154,0.813352387,1.914641633,0.467322579,0.620652221,0.128886356,1.217994951,0.45658604,0.578934092,1.666974874,0.981149932,0.895380672,1.702661385,0.941148335,-0.228824922,0.550812469,0.979735142,2.156668924,-65.01765541,0.933127124,1.121194143,1.496740044,1.92848126,1.0414878,1.262732289,1.427946373,1.811324865,1.328678786,1.501889875,1.419471856,1.815120525,1.655960975,1.344209958,0.863865208,0.837371291,1.235898294,1.075693883
45,1.837908068,74.03723455,1.580647206,0.986830506,0.613371039,1.428103123,0.920204212,-0.469303604,-0.217188608,0.852720395,0.973166219,1.25742577,1.508870115,1.605417863,0.990604411,1.250590278,1.942795104,0.832749831,1.80977419,0.281233843,1.945549455,96.22182893,0.930194802,0.748289087,0.418269538,0.608275784,1.168932365,0.723811557,0.923556053,0.914762956,0.859793988,0.735525256,0.477000062,1.004127973,0.698523877,0.85301326,1.358212372,0.825945895,1.385444158,1.159669676
46,2.456053839,56.28755348,1.974751717,1.565792122,1.615302975,1.525471299,1.396856861,0.519235833,0.715347226,2.499521798,0.52668606,1.171165797,0.962817798,0.297816517,1.234888161,0.686086341,2.063208419,2.28272972,1.416082902,1.227910922,3.432808142,49.86490387,1.729641646,1.756399556,1.503667287,1.958119714,1.92083954,0.883405441,1.486810703,2.126924435,1.644672459,1.574296306,1.539818564,1.199910477,2.398636477,1.51114865,1.9115415,1.733291734,1.579666699,1.568626276
47,3.313124546,124.8272496,1.130651214,1.343412277,1.442838952,1.004172183,0.999221955,1.498194222,1.045860793,1.950221661,1.358406112,1.561461701,1.011714942,1.656116009,1.353528983,1.389852124,1.159769285,0.462066535,0.644611372,1.348301794,2.606274521,90.53933009,0.799313584,1.374892853,1.359910662,1.872457809,0.396851646,1.104947739,1.429863972,1.202955353,1.467373357,0.889799929,2.08085051,1.476055853,1.9550657,1.236484495,0.876504374,0.965802521,1.237009302,1.061408905
48,3.705111216,32.02216669,1.431973097,2.1975253,1.697656174,1.586407039,1.117006648,1.591331079,1.126055615,1.655208065,1.607768427,2.582158075,1.856322026,0.780019384,1.341484126,1.750090514,2.035428948,1.836349871,1.199162542,1.157989821,3.763760103,-27.96399585,1.886218019,2.281293274,2.686529441,2.358043319,1.572883902,1.487691749,1.331019386,1.549417191,1.783817173,1.633192925,2.302915776,1.895973709,1.279247307,1.219650568,1.682580573,1.904476773,2.255763019,2.094659351
49,3.246723783,33.06660955,2.454832205,2.150604671,1.959472648,1.575796783,1.766786281,1.205317983,1.357365411,1.253233966,-0.166808284,1.106163811,0.782710105,0.853975294,1.641203499,1.529448723,0.901280281,0.951046474,1.011477897,1.506299071,2.784452059,36.94440846,2.377184152,1.629529951,1.31452757,1.051068477,0.942494675,0.589201228,0.987550333,1.698497926,0.855343588,1.31256507,1.266616341,1.43339718,1.793580405,1.456827936,2.024038513,1.289412983,1.060485635,1.210960587
50,1.435980887,-19.27840617,1.755470284,1.113415347,0.324995114,0.508321638,0.7839347,1.17024477,0.826940295,0.994720288,0.219950042,0.20065965,1.863734942,1.450502866,0.877205064,1.458605847,1.763870168,1.159447347,2.784997913,1.875672107,2.47819525,-87.30507697,1.371720469,1.262350822,1.853699596,1.410434296,1.152813683,1.284357357,0.860276412,1.411828203,-0.168744156,0.919865083,0.980805589,0.417366883,0.514857562,1.362314292,1.369569448,0.602329095,1.581774098,2.123773672
51,3.257124351,25.06629052,1.926977193,2.462369745,2.048274177,1.058566401,1.49996413,2.650417005,2.322551889,1.898886082,2.205659325,1.542644632,1.352972179,1.108308031,1.800716716,2.947363159,0.935136101,2.550111099,1.066943603,0.869681452,3.244672742,34.76397431,1.663539152,1.487364741,1.436598211,1.771274964,1.326673609,2.243649174,0.841394149,1.719502803,1.247640982,1.19205479,1.766660153,2.181991885,1.712028328,1.622871927,2.188605715,1.485783766,1.247303233,1.724919663
52,3.392000999,70.25209926,1.251831766,0.844357608,0.497464073,1.678822183,0.812309579,0.667654062,1.099921006,1.594179557,1.999811067,1.155723625,0.809120819,0.703001918,0.396338037,0.650760584,0.810639495,0.686438833,0.171598717,0.389218462,2.670929304,24.55346651,0.84418048,0.532578433,0.589034095,0.991566778,0.596119372,0.942582276,1.001847928,0.556508741,1.216468368,0.373619046,1.172275034,1.202113867,1.10752979,1.38609232,1.056505822,1.074580538,0.704808904,0.600584751
53,2.710675837,53.76034381,0.998066317,1.12312255,0.91092493,1.854085982,1.392588306,1.357307099,1.02309179,1.658929194,1.144767454,0.261785738,1.330876707,1.291625661,1.826561243,1.794526617,1.825093711,1.603000009,1.061106814,1.119918598,3.168872688,-30.16890972,1.824482025,1.728039769,2.147280759,1.577688234,1.858910405,1.383187387,1.404398156,1.878448895,2.046648065,1.676344803,1.814162261,1.331123135,1.657823361,1.583065847,1.663724598,2.275091359,1.856759276,2.323656806
54,1.965319679,17.00774247,1.602850163,0.703255633,0.023413571,0.610958737,0.949637826,1.082568577,-0.071234027,0.688171056,1.454293147,0.447946534,0.725417835,1.083376667,1.038245641,0.57418526,1.202473171,1.23481929,0.45508669,0.059961525,1.760800902,87.35711667,0.416715854,0.927074991,-0.459635459,0.98865701,0.411394218,0.940361549,0.263562897,0.858409488,0.092300474,0.055180956,0.536809509,0.534752101,0.465987786,1.14979021,1.267696904,1.00968189,1.150848412,1.161384045
55,2.659036742,39.0676017,1.92725127,2.145620873,1.489600233,1.920309064,1.197570322,-0.012454075,0.580765729,1.289547061,0.654607947,1.080827103,1.593963413,1.76840319,0.611644404,0.457542255,1.728395872,0.849562812,0.472820792,0.556210117,2.590522589,37.81188019,1.304473842,1.479191746,1.122943462,1.27112157,0.905460708,1.139071613,0.422895023,1.21714659,0.92374014,1.154725792,1.825413603,1.956799532,1.1664219,1.423099416,1.006527534,1.102834624,1.099438439,0.971142943
