ID,w3-assessemnt-result,w3-reflection-length,w3-1,w3-2,w3-3,w3-4,w3-5,w3-6,w3-7,w3-8,w3-9,w3-10,w3-11,w3-12,w3-13,w3-14,w3-15,w3-16,w3-17,w3-18,w3-19,w3-20,w3-21,w3-22,w3-23,w3-24,w3-25,w3-26,w3-27,w3-28,w3-29,w3-30,w3-31,w3-32,w3-33,w3-34,w3-35,w4-assessemnt-result,w4-reflection-length,w4-1,w4-2,w4-3,w4-4,w4-5,w4-6,w4-7,w4-8,w4-9,w4-10,w4-11,w4-12,w4-13,w4-14,w4-15,w4-16,w4-17,w4-18,w4-19,w4-20,w4-21,w4-22,w4-23,w4-24,w4-25,w4-26,w4-27,w4-28,w4-29,w4-30,w4-31,w4-32,w4-33,w4-34,w4-35
11,1.929083556,86.26057765,1.537695116,1.569605825,1.450681743,0.927777378,1.815760108,0.887634972,1.15136505,1.304800422,1.299584355,1.958438052,1.14675278,1.214168456,1.351757189,0.770159647,1.269997871,1.553192535,1.1650568,1.241095515,0.691139466,1.012382083,1.023966356,1.163089608,1.314297372,1.3428724,1.244997513,1.016962323,1.367216554,1.032676539,1.69924071,1.280599972,1.918325997,1.509002269,0.735456765,0.803583222,1.065273765,2.434242352,-30.46777034,0.613226984,1.16454839,1.922293378,0.825358202,1.531163742,1.201817713,1.584096523,0.949448023,1.230129918,1.333064952,1.146944101,1.161319727,1.209907486,1.634006111,1.438561718,1.277256447,0.901441083,1.200605696,1.034593603,1.299531318,1.78005628,1.523668293,1.152243367,1.53863213,1.117181194,1.189729519,1.498734927,1.340174656,1.524918601,1.584235613,1.396641575,1.451456368,1.600123828,1.570983921,1.573294784
12,2.613939572,83.18220381,1.594361439,1.443865019,0.716407945,0.77957624,0.586125093,0.815847318,0.651786589,0.960976711,0.807101053,1.139875816,1.329413503,1.724251415,2.305652698,2.327417667,1.608045334,1.166900668,1.089979035,1.073627841,0.687398081,1.597264532,0.999859964,1.6675326,0.583583183,1.49967482,0.930410045,1.750352949,1.362064324,0.957227033,1.129815569,1.457589473,1.190702306,1.770984169,1.708137019,1.244219138,0.837939563,1.84608792,32.33041934,1.419989054,1.489044958,1.09463205,1.56565892,1.839357946,1.512337722,1.479007058,2.189072279,1.31803078,0.923543314,0.800321991,1.988180505,1.942543523,1.939419977,1.555020367,2.083412513,1.71556056,1.830318447,2.970337281,2.260080299,1.743109666,1.672712269,1.430238071,1.870798456,1.345002281,1.457459197,2.148919853,1.97833037,1.442734823,1.256361039,1.296630847,1.781823225,1.848584484,2.102239798,1.725586967
13,2.184033664,27.57205112,1.152041344,0.943389155,1.065377924,0.018715682,1.250706196,0.841169,1.382976769,0.871575303,0.540771442,-0.131412148,1.008354404,1.170233323,2.185557996,1.48718394,1.684526191,1.221048021,0.3426243,1.214137417,0.07891249,1.413633669,0.639456443,1.188929387,1.656164524,1.221209154,1.287628421,1.335552958,0.9893259,1.389668708,0.973110757,0.71068099,1.372406299,1.115935587,1.098724078,0.570802118,0.096450884,3.497333572,-13.43492581,1.315890726,1.73197476,1.199564379,1.273240896,1.107626314,1.699628119,1.689085988,1.338761719,1.526398168,1.49013712,0.932340708,1.82629521,2.096574216,1.998606074,2.305534512,0.826427165,0.943225061,2.179623779,0.931076134,1.333108136,1.594920609,1.315613519,1.506256652,1.742804229,1.309692157,1.498793288,0.992124365,1.063561355,1.314050973,1.60784416,1.149372326,1.324631402,1.403576465,1.941664099,1.62583387
14,2.648904166,59.15526164,2.360780096,2.60549786,2.120327686,2.151203754,1.108524353,2.531454169,2.133003192,1.65429179,1.941083817,2.608782727,1.380614073,1.652898225,1.743983394,1.79699233,1.506207878,1.413979781,1.598611304,1.398871738,0.874258255,2.435521232,2.066953349,1.62408659,1.467858336,2.066957849,1.970594069,1.693368577,2.864055175,1.720898468,2.19064429,2.444231637,1.565216328,1.581907257,1.41723056,2.736868899,2.059140618,3.288670441,101.7256169,1.453123453,1.936873842,1.867465392,2.168257269,2.173471711,2.19572592,1.665234255,2.024206517,1.440415025,2.303210602,1.154382715,1.845069746,1.703394726,1.526257557,1.62645575,1.649937196,2.333083079,1.852678553,1.88392191,1.605144747,1.708109653,1.936452418,1.565000591,1.746665225,2.031641585,1.621195984,2.170189975,2.00222698,1.905214921,1.970159174,2.416490352,2.072361545,2.37128118,1.841135264,2.279757348
15,2.379541101,61.74671767,1.121681703,1.635186327,1.759703927,1.848474161,2.087987372,1.851199029,1.141041189,1.408014411,1.257196543,1.20328726,0.630931479,1.252917341,0.740175595,0.980587376,1.708170586,0.936406102,0.34456942,1.135663934,0.99395097,1.065208837,-0.62461919,1.425020581,1.370029532,1.357042775,0.377471744,1.543080338,1.106553672,1.666958234,0.833327559,0.238188585,1.244357942,1.446825375,0.988078467,-0.042645342,1.039110478,3.34986772,56.50010959,1.260923479,1.471120713,1.016384767,0.772539891,1.075348753,1.429641256,1.497978067,1.137939314,1.563160806,1.280097477,1.65215183,1.240309486,0.911340519,0.998828354,1.369989891,1.392090549,2.040328254,0.867792475,1.959107688,1.613396631,0.886742171,1.588352748,0.956552831,1.623261564,1.009857591,0.999233364,0.793561704,1.599979547,1.552645442,1.813422789,1.245338969,1.498224611,1.36165179,0.474691287,0.647258317
16,2.148943981,66.16111155,1.272226063,1.787543907,0.838729144,1.376826412,1.149143239,1.926343795,1.243757009,1.609814307,0.848037986,1.50004268,1.134884858,1.496306751,1.343092855,0.93801215,1.101313579,0.472654877,0.23352988,1.038550136,0.056401119,0.624813259,1.032581125,1.797615347,2.221073038,2.22953707,0.984397102,0.954718387,1.237398001,1.351776468,1.107117477,1.651383518,1.85516403,1.585801844,0.534982022,0.169988053,0.8954836,3.082876101,-8.398149275,1.507556958,1.678006025,1.179547633,2.145728792,1.405613742,1.127973169,1.164138496,0.820831155,0.953297403,1.29995154,1.287933145,1.899751425,1.223750295,1.541085486,2.425201426,2.192745395,1.358856665,1.377919778,1.533942534,1.94600349,1.376472372,2.354834734,1.895357706,2.418305944,1.912111261,2.468119277,2.08364555,2.365142281,2.430926418,2.056521299,1.909181545,2.107242853,1.935552163,1.640947496,1.591990544
17,2.455354531,4.216004481,1.618803111,1.597480775,2.050104116,2.241139647,1.343930841,1.910520835,1.143232916,1.102258265,1.193659832,1.817084641,0.658726142,1.281307213,1.992269337,1.324415534,1.586889688,1.398493301,1.38078707,1.75093596,0.377432093,1.310982575,0.633204355,1.93305391,0.841346903,1.512389774,1.460143033,1.265159567,1.746331097,1.227038848,1.808946518,1.124411946,1.05058359,0.935362073,1.460051448,1.638408581,0.971877447,2.248199378,2.597953428,2.989207667,2.267828064,1.844530379,2.161676969,2.206226442,2.013915193,1.885564462,1.933337287,1.807307005,1.941765287,1.363241359,1.414432363,1.324205903,1.494120774,1.855067043,1.581970557,0.780861194,2.085438203,0.759535925,1.941389321,1.524348331,1.869225081,1.379821702,1.947265059,1.716813345,1.47237152,1.457140539,1.445258128,1.536272405,1.115313768,1.253932565,1.665554173,1.550683765,1.33098941,2.056901817
18,3.58347304,71.94916982,1.735098473,1.296764669,1.758497359,1.53537383,1.498225911,1.11559019,1.946041176,1.500706892,1.014936521,2.006242961,0.790775096,1.769297758,1.332824389,1.945462644,2.071194266,1.896325518,1.818397521,0.935340286,1.202246326,1.729435592,1.677456342,1.006040292,1.222205838,1.693620456,1.611767507,1.81326848,1.347796876,1.252353326,1.999895,1.630456124,1.483079453,1.27325639,1.847593592,1.724628855,0.930618792,2.640080635,51.78006903,1.03177768,1.409194594,1.375081094,0.780803608,0.987140204,1.119705823,0.890576169,1.678270494,0.948581797,0.887707086,1.71161763,1.12875153,2.219856689,2.056688159,2.05046844,2.230224288,2.234028656,2.070823217,2.350157126,1.673604877,2.053467132,1.769250664,1.530420979,1.482505322,1.657769428,2.141306684,2.636872346,2.353030453,1.961742499,1.69456928,2.045599858,1.903879199,1.778389536,1.914135645,1.835374963
19,3.017382755,47.80949031,2.157250724,2.35613479,1.769511563,1.731198089,2.343662753,1.816588753,1.473779029,1.887612735,1.810552446,1.584556308,0.290689526,1.371963896,1.627393872,1.644142671,1.855189248,1.570346548,1.738276302,1.614134798,1.516435807,1.629447085,1.875714981,2.369023523,1.234397926,1.848062292,1.341950018,2.165956494,1.532047917,1.442945684,2.36711381,2.188461385,2.469307976,2.092397704,1.820766385,1.950539521,1.575545553,2.063222257,35.97029134,1.243711942,1.009076238,1.812438172,1.035893305,1.768019869,1.251044092,1.149927669,1.581362552,1.047591936,1.18577711,1.773936458,1.261938015,1.144683687,1.810847151,1.163753856,1.671470752,1.04720562,0.967552032,1.079210175,1.636917594,1.48278924,1.468843688,1.634258384,1.563407723,1.952585799,1.503212824,1.430566712,1.19431316,1.098634632,1.110920288,1.676214911,1.645722331,1.273224924,1.169311302,1.380950226
20,1.125523029,26.14105124,1.211769998,0.704757492,0.655970527,1.6224571,0.540422112,0.832762562,0.77241301,0.635201413,-0.013037198,1.080718674,0.845074015,1.639097913,1.065513201,1.294538434,0.930548029,0.137562033,0.597337705,-0.340401017,0.331372276,1.125230359,0.162803251,1.212139755,1.135563572,1.219561363,0.869971148,1.036410778,0.680130457,1.433053674,0.873655121,0.722589403,0.742680984,1.41314881,1.305358374,0.602995701,0.600428309,1.96984213,25.55598843,1.315496442,0.695613127,1.246920508,1.627106146,0.740363125,1.341286776,1.320236053,1.39998522,1.351465357,1.034856692,0.892660554,1.741302722,0.606041996,1.097425308,2.060958162,0.832596854,1.432595625,1.359780361,1.668969069,1.074911105,0.587434305,1.908213506,2.276469596,2.17828181,0.882625566,1.608002564,1.659290465,2.0315888,1.877380052,1.577114165,1.667601096,2.061794399,1.818446639,1.010293392,0.892079581
21,3.412974305,25.79554037,0.953870531,1.552606261,1.742557544,1.531519345,2.124819993,1.872368014,2.673516561,2.310069762,2.106325883,1.435172923,1.880200453,0.930269707,1.317545019,1.665258884,1.863157561,1.668323402,2.50995871,2.290418097,2.292793936,1.645628075,2.067796356,1.293027385,1.758791034,1.889739423,1.948232144,1.964369988,1.702086844,1.608206771,1.857664289,1.135781633,2.009429928,1.368719587,1.604154331,2.235425388,1.611563403,3.494851394,-16.77994078,1.551863953,1.844672196,2.047217921,1.541224046,1.389186011,1.281206036,1.90985018,1.853542659,1.810854133,2.039400508,2.015737535,2.222066833,1.464051706,2.326782725,2.216372824,1.820148264,2.001291819,2.537607832,2.129059579,1.486480493,2.352652863,1.996842149,2.040856398,1.96973568,1.590942229,1.622686744,1.904026001,2.012178186,2.051766476,2.137222513,1.926504411,1.900224346,1.835736871,2.732822934,2.750823636
22,2.984692858,58.18222951,1.279108925,1.952423105,1.645488188,0.553554304,1.219672652,1.3584842,1.839068032,0.78295193,1.761936441,0.593219834,0.932153159,1.537367881,0.439879498,2.26565161,1.650866646,1.34585771,1.307604911,1.687552158,0.419987938,1.523455707,0.41279772,1.922896963,1.024064129,1.985585554,1.354448553,1.84424158,1.368453542,1.237033647,1.034238903,1.19995324,1.833526945,1.545212678,1.007809419,1.54423477,1.46248982,1.397892661,32.72235587,0.097115896,0.90680434,0.89080872,0.641744245,0.843024885,1.175638746,0.832632881,0.657890539,1.059345366,1.602328237,1.209858052,0.077014518,0.528737647,0.671005384,-0.118136965,0.640424672,0.688347464,0.422301476,0.103975581,0.82619747,1.089030316,0.467498367,0.445038156,0.189329793,0.875662858,0.777475856,1.221139348,1.412880965,0.571053505,0.868879574,1.102788279,1.059236648,0.300850388,0.663770778,0.249550157
23,3.252495913,1.564802614,1.84615535,1.296482428,2.07514082,0.885886693,1.82628596,2.311501938,1.747731528,1.472219047,2.554203587,2.50929655,1.9344048,1.346621395,1.412895673,1.676516175,0.848988974,1.999509963,2.413831442,2.620015854,1.727108101,1.785210622,1.730028826,1.232283944,0.870121678,1.229664644,1.858582702,1.526382498,1.859067963,2.180182614,1.50640658,1.968451161,1.60700014,2.030988572,2.063796156,2.983389923,2.117019016,2.451164024,1.277256439,1.483318798,1.114555608,0.866556345,1.58548903,1.556344663,1.125769036,0.76852935,1.285402186,1.31811284,1.839866454,1.90629421,0.928113708,0.747717056,0.556219098,1.29333895,1.283274116,1.558432974,1.356521187,2.026779025,1.386614432,1.605074092,1.020005202,1.082047089,0.668193059,1.204906853,1.252963246,2.021083707,1.368627729,0.905030364,0.900298291,0.934872587,1.071873681,1.228844811,1.619251951,2.083247049
24,2.79978962,98.18169004,1.779444113,2.175668625,2.388351511,2.43140707,1.553405561,2.080349414,1.858205625,2.077048579,1.70025528,1.883692329,0.617330281,1.856748913,1.789568247,1.422953108,2.271951321,1.742396028,2.503429453,0.956232872,0.797938357,1.760846857,1.424554674,2.486808066,1.594719291,1.873089721,1.751529607,2.042437105,2.54191307,2.71781358,2.304424057,2.409254706,1.859647488,2.172026956,2.378758069,2.708932937,2.702204883,4.057600585,57.12130711,1.830516953,2.420317686,2.394943463,2.754821826,1.741018037,2.509520385,2.163726318,1.836920976,2.573352162,2.618685156,1.849425873,2.625805529,1.684893462,2.136480648,2.43355638,2.23561187,2.015959767,2.113423756,0.752131851,2.06587012,2.29097632,2.502525218,2.245521187,2.074331038,2.958389696,2.675803539,2.624278584,2.528789465,2.623581525,2.747903994,2.3827181,2.470246344,2.381255579,2.591122397,2.664876511
25,1.994152082,11.10209187,1.349073163,1.580266999,0.864797778,2.064134235,1.91285882,1.454274074,2.061264503,1.324344871,0.988597646,0.70182392,1.135293787,1.391314065,1.380045072,2.114600187,1.553949931,1.943436469,2.361778498,1.628002759,1.817191461,1.028820573,0.933799953,1.71872161,1.425470241,1.411934984,1.480267107,1.661596019,1.438401398,1.150418453,0.950980624,1.325546948,1.698499672,1.95282931,1.621464816,1.577614631,1.59600474,2.651287419,39.95059014,1.247745631,1.121830359,1.387541569,1.890433482,0.838403889,1.113159358,1.612909274,0.882983628,1.718507042,1.39967687,1.060205831,1.809735751,1.304139467,1.81641997,0.904354021,1.213124831,2.392185236,0.796211432,0.922041649,0.736221603,1.507946749,1.1752095,1.733190154,1.232676456,1.193433148,0.945870054,0.801889861,1.163196824,1.296063187,1.161066857,1.150746463,0.931671315,0.72454655,1.055027749,1.708923942
26,2.896651952,38.01060363,1.522479664,1.300753111,0.460562393,1.43965733,1.180332813,1.567373856,1.893601676,1.659368408,1.870126693,0.7122037,0.191209578,1.746754245,0.980068323,1.018508445,1.405507469,1.24831076,1.536885311,0.994508049,0.708379399,0.731253905,1.225371333,1.192731351,0.806144932,1.059495365,0.955772797,0.563326006,1.442930885,1.162799772,1.034824854,0.964721075,1.202538803,1.193968295,1.24252216,1.496615741,2.114828958,2.716187938,66.32109201,1.735955733,2.072650107,0.914772307,1.683114772,1.291648458,0.947080558,1.627657103,1.189950781,1.449442434,0.919164979,1.390877779,2.441895305,0.856249245,1.419935131,1.153659332,1.600548002,1.73281841,1.308083522,1.39238518,1.282549471,1.548821063,2.231365204,1.734252936,1.805243363,2.176136131,1.932644137,1.878035022,1.331568022,2.180698573,2.595771584,2.156851349,1.909022905,2.096389026,2.378655795,2.120701961
27,2.684253726,70.4368464,1.811205778,1.711904113,0.221645747,1.28373483,1.892179135,2.622874832,2.095213332,2.205743218,2.389194383,2.097540521,0.941559049,2.204259256,0.842526108,1.579288651,1.438300377,1.623394312,2.355911217,1.578887886,2.21163117,1.268920489,2.657712073,1.762936408,2.960301721,1.848953759,2.606924061,2.207970936,1.500132843,1.389836077,1.622567742,2.440546614,2.629594102,1.945393391,1.883577575,2.121261777,1.749071464,2.986762441,76.30183559,1.346121229,1.720423997,1.355088013,1.677876141,1.210245892,1.179357143,1.394938809,1.207056896,0.966326137,1.586405842,1.290117684,1.835818401,1.611442814,1.688054395,0.747942803,1.299595087,2.335119596,1.603146749,1.844334645,0.914382858,1.346728256,1.5384517,1.951834823,1.561483695,1.449996137,1.397802071,1.630790106,1.417333849,1.412245527,1.936350635,1.700627078,1.463129293,1.785886233,1.731717092,1.086186679
28,2.470015317,103.1889801,2.456327219,1.462756055,1.364437446,1.442577836,1.604848396,2.086556547,1.281277016,1.735917335,1.434279886,1.866623895,1.810074127,1.445890429,1.577702109,1.979279844,1.429947253,1.07633311,2.420804655,1.544980376,0.269216652,0.839592828,1.769724248,2.063425661,2.247087602,2.920733995,3.060948107,3.069492185,0.787157429,1.700607631,1.979877594,2.124694832,2.0087811,1.971063533,1.746717244,1.839768589,2.067781498,3.185757046,87.5504232,1.355585103,1.820591615,2.140058845,1.858552345,1.856301075,1.937714414,2.155901671,1.794223062,0.992455,1.912166441,1.109398976,1.665013792,1.406802769,2.257865456,1.815207027,1.414215617,1.815294341,2.376180983,0.965243182,1.900648752,1.315500487,1.816225205,1.952170004,1.867601609,1.67013302,2.288728982,2.286658819,2.293556941,1.876456552,1.882958128,2.190308197,1.863742086,2.090462294,2.0337557,2.10367143
29,2.550396868,43.20890172,1.727535925,1.372645256,1.139830742,1.768595488,1.617037671,1.646934666,1.273253143,1.690027294,1.851194888,0.349478422,1.447477874,0.976157658,1.262944921,1.059257294,1.579874585,1.464845613,1.229914294,1.737744921,0.770025378,0.942204941,0.178529708,1.173933642,2.077412868,1.78509064,1.754869698,1.093583788,1.703981387,1.315784916,0.931279502,1.23220382,0.436045461,0.992115587,1.776648497,1.424221364,1.269345184,3.222402524,82.35583064,0.890422659,1.40229844,1.289714221,1.397233599,1.18162144,1.192507967,1.528976852,1.761625092,0.818562249,1.164191136,0.391140741,1.534678826,1.699839174,1.693244489,1.774204058,1.324491302,1.223319291,1.545704386,0.562016614,1.385384872,1.196505456,1.938169184,1.516696713,1.962020646,1.781114934,1.686692725,1.044505156,1.353737544,1.99676357,1.765105582,2.106245968,1.228953503,2.09610164,1.743898486,1.751840279
