ID,w3-assessemnt-result,w3-reflection-length,w3-1,w3-2,w3-3,w3-4,w3-5,w3-6,w3-7,w3-8,w3-9,w3-10,w4-assessemnt-result,w4-reflection-length,w4-1,w4-2,w4-3,w4-4,w4-5,w4-6,w4-7,w4-8,w4-9,w4-10
11,2.670933989,66.49492661,1.03104476,1.387956171,1.631725391,1.424338337,1.706426247,0.997418727,1.20290735,1.993996155,1.16039885,0.790484088,1.815332116,92.68501078,0.54985522,0.359011734,1.153660189,0.891317123,1.093992875,0.804338628,0.691301464,1.212299626,0.156489682,1.15873107
12,2.161410243,113.9993728,1.962551229,1.479325095,1.836068311,2.272912881,1.24433942,2.758003157,2.180817498,1.59432344,2.015181708,1.994765842,2.971160682,116.8647848,2.161814847,1.378600393,1.805799554,1.888960957,1.490777728,1.262043538,0.905215018,1.43736298,1.247834951,0.806159884
13,1.934198976,32.83688225,0.441141999,1.350088161,0.96252053,1.247304836,0.514332153,1.277560862,1.07271457,0.616880681,0.406379946,-0.049253955,2.157298665,-1.305663839,0.773671893,0.91476731,1.136888047,1.031977177,1.2057257,0.904252239,1.004892851,0.7859878,0.909865998,0.411209068
14,1.094758304,58.33965809,-0.354270903,0.206978011,1.300714781,1.745822141,0.513016274,1.088507403,0.916704365,0.40808653,0.229797005,1.270787442,2.339858916,63.88248891,0.86193838,1.201039732,1.78063487,1.464742854,1.595306207,1.502285617,1.643477706,0.728171361,1.938407855,2.094495799
15,3.871694169,34.07741079,0.785310289,1.594412328,1.755657755,1.691971885,1.41039082,1.576441592,2.132262354,1.426676261,1.922629784,1.789774759,4.242497993,128.4609974,1.744559645,1.558753229,1.701732417,2.325505716,1.675884796,1.378603091,1.525860525,0.868527175,2.259185295,2.344961545
16,2.29976215,20.23274501,1.153320958,1.244164008,2.0220525,1.491202642,1.307141876,1.678465893,1.531030276,1.318931371,0.729021321,0.97810684,3.212427244,25.9813193,1.460912836,1.041211225,1.370397497,1.63244783,1.211777047,1.714856189,1.11471499,1.359910279,1.142430608,0.847620706
17,3.383141928,69.65200712,1.107711363,1.236657597,1.265324906,2.677584439,2.529884747,1.67294059,2.23990277,1.111937867,2.640346033,1.148756864,3.471311833,80.778631,1.238426821,1.315034611,2.200671126,2.121592969,1.879831818,1.691121496,1.292364063,1.276643926,2.095192622,1.245876121
18,2.757719892,-12.4060426,0.69741336,1.158454137,1.1201737,1.122597089,1.116621822,0.558405553,0.916414403,1.423589599,0.240269801,1.030564354,3.734270468,52.98468924,0.970868487,0.584678373,1.072215596,1.539175154,1.708518535,2.077843516,1.691623076,1.55668914,1.423596021,2.094265586
19,1.994022987,38.02093535,1.225049791,1.296744436,2.692756199,1.424026949,1.109173781,1.582259075,2.280780005,1.114968366,1.023178831,1.771342103,2.790444813,30.29537082,1.935032708,1.407083268,1.09898995,1.196930698,1.264910206,1.967998494,2.268451748,0.973589435,0.453727662,0.921871538
20,2.543872107,94.22778974,1.142639325,1.138098987,1.987954479,1.898053369,1.317894823,2.328845483,2.286915368,1.205871099,1.537470478,2.153147849,2.840110584,86.16914011,1.876765632,1.064204669,1.911951296,2.190409517,1.718757358,2.100304165,1.793478539,1.415855015,1.721194,1.587859601
21,2.867829584,28.90838484,0.337048206,0.721675899,1.107598131,1.538485266,1.464543447,1.167952685,1.359688633,0.328709125,1.317007897,1.55873692,4.286149524,-17.93801117,1.563060737,2.383036626,2.267177696,2.579171564,1.985607537,2.689995336,2.521815641,1.93645356,1.945079481,2.074911894
22,2.334183026,37.85357558,0.519353803,1.577225548,2.083525486,1.982709316,1.517147706,1.615997134,2.122961037,1.407190571,0.968684415,0.901243135,3.193750217,80.01035466,1.43309406,1.316063594,1.898162069,1.775600182,1.885900576,2.030656703,2.259932063,1.624560911,1.163417656,1.825990384
23,1.937138459,60.50693473,1.199809328,0.667327158,0.759961097,1.156391326,1.536020232,0.814219976,1.468971166,1.602645497,2.101957806,2.308560866,3.373861439,-2.076322808,1.699807029,1.499975217,1.568995976,1.68481398,1.475406596,1.413176096,1.372382939,1.229928838,1.602930433,1.302980474
24,1.711808466,8.278459683,-0.264418172,0.574602568,0.805130688,1.986292405,0.319280382,1.004149704,0.881959484,-0.066971222,0.247118031,0.037555859,2.690860216,-43.30754194,0.718173121,1.176948481,1.018853433,1.633287026,0.763499665,1.034384384,0.446397095,0.44563809,0.765482937,0.38241909
25,2.591833479,28.42080393,1.193020488,0.395129842,1.396025462,1.686297608,1.419226984,1.18883504,0.553488936,1.263928259,1.213567656,0.803672841,2.915211908,-6.173412247,0.810989877,0.958094969,1.90926585,1.873633598,1.624952222,1.266531718,1.683051331,1.191198189,1.218970847,1.630325622
26,2.658604686,31.53724417,1.354445981,1.584063233,1.99101992,2.096860079,1.049912271,1.649502482,1.786156642,1.904896579,1.403127991,1.01492546,3.236461556,21.21744219,2.034072723,1.746123265,1.282198274,1.6990339,1.714242478,0.747726061,1.588215845,1.693643696,1.773678368,1.282826266
27,3.513777358,77.00924049,2.006548978,1.242631652,1.892050755,2.245313606,2.715803937,1.433969828,1.696310255,1.142469992,1.585108834,1.551828984,3.952571152,50.94388379,1.288959571,0.963154001,1.841209665,1.551516956,1.238747112,1.724343397,1.533815514,1.159910944,2.034824883,1.866342548
28,2.52859928,-11.98043474,1.311144827,0.616126562,1.34058552,1.160626977,0.791679327,0.461654899,0.888870272,1.653495661,1.295216136,1.71627234,2.925454831,48.59561278,2.151638183,1.191118767,1.272337665,1.656132464,1.380601021,1.395487744,1.62234975,1.913288983,1.741860598,1.637465865
29,1.878791483,41.11142408,0.503100527,1.079284126,0.604098619,0.962068667,0.442347763,0.242068249,-0.070824266,1.031908982,0.251226998,0.103459131,3.338295208,33.44215836,1.670622268,2.087604168,1.336286053,1.960138794,1.769920061,1.578815626,1.636165711,1.789173066,2.020007766,1.976441943
30,2.528601606,65.45803991,0.937738394,1.489062559,1.803676041,1.745552166,1.196570655,1.629173554,1.729723741,1.137479199,0.385796019,0.53570509,3.178464137,83.20695352,1.559522409,1.212832468,2.623299641,1.547390762,1.469551294,1.013270693,0.90783595,1.208731097,1.17170889,1.642010978
31,3.162093551,31.46753529,2.669687922,1.843421109,1.827995394,2.447200667,2.188790962,1.318926223,1.321390589,2.283727114,1.174087689,1.435139671,3.299716586,52.9531584,1.661281778,2.241051812,2.08439814,1.736332187,1.640574271,1.280356929,1.584732195,2.045159814,1.000707068,1.791726183
32,2.582680069,45.13093109,1.951588998,2.041445091,1.667619453,2.303463942,1.617518599,1.690863034,1.708687284,1.298694618,1.175790028,1.148519729,3.502294975,83.22734323,2.41550352,2.177251285,2.107751569,2.096480082,1.634572021,1.819952554,1.854860713,1.616822826,1.326234794,1.827803042
33,3.591618675,53.2505427,2.861914333,1.792194802,2.163590691,2.003880816,1.100927234,1.03661941,1.909551294,1.505851752,1.403982606,1.715141373,3.715260434,64.53382321,2.000994811,1.984838602,2.556231762,1.963805606,1.774291308,2.106559237,2.181522086,2.638612726,1.603846621,2.158492062
34,2.00563826,75.27489299,1.355335626,1.232808492,1.553767673,1.391507304,1.35580402,0.931570852,1.374298899,1.7736085,1.24564853,0.933296587,0.91576807,35.12774522,0.555191718,1.416144513,1.469318781,1.522291013,1.271531818,0.790228661,1.400619579,0.572668213,-0.084369848,0.385060221
35,1.684588256,79.01170288,0.160107598,0.930779898,1.274115007,2.189726567,1.52682082,2.171417143,2.359610951,0.503030579,2.318764943,1.551029228,3.681618324,101.6559876,2.032066506,1.205386223,1.550581681,1.406781004,1.528892498,2.129248164,1.705305658,1.109204877,1.543145238,1.171122368
36,0.815995071,121.6792543,0.716406746,0.507683048,0.629160732,1.371894609,1.465697521,1.947279619,1.111992928,0.223490034,0.8745273,0.411835605,3.267112202,155.2961234,1.620243656,1.284063823,1.657490125,1.492245094,1.209448241,1.400547263,1.533025639,1.108019168,1.551645861,1.473061924
37,3.945246018,85.57471921,3.081532247,2.777677391,1.78464827,2.138733275,2.206871312,1.977128761,2.043486518,1.805097459,1.65729061,1.373968057,4.327527503,103.1352996,2.312493201,2.524674871,2.357449249,2.477256655,2.19244925,2.053708914,2.011235704,3.136307979,2.686922527,2.57017069
38,3.0764254,62.7153534,1.706957681,1.759997623,2.056063438,1.37595253,2.234140721,1.193602122,1.29575612,1.251801137,1.775043848,0.47877744,3.974781856,118.8548,2.390220996,2.40278428,2.745937176,3.018174774,2.617227875,2.446125839,2.001850254,2.046774715,1.165066746,1.486648478
39,3.798640406,100.1578566,1.224948636,1.745672197,1.889615812,2.399710102,1.731085851,1.583269792,1.724918738,1.113237999,1.938603985,1.528032123,2.487435604,86.81278894,0.672829399,0.902622628,2.042988869,2.177785333,1.879706376,1.485721675,1.80342149,1.755945833,1.576696958,1.600448887
40,3.186545805,18.16537652,1.359608186,1.650136062,2.070504277,2.002478588,1.696247072,1.393940355,2.061817018,0.545403185,0.623165671,0.637677727,2.104614988,59.73987754,0.575114397,1.172745495,1.290290675,1.950685091,1.332041201,2.034271178,1.967103507,1.030584622,0.765816938,1.125997719
41,3.203750311,79.38687744,1.794075012,1.348807123,1.832005199,1.340698654,1.886851342,1.6609515,2.480404642,2.417823623,1.440334803,1.406984085,3.67676997,32.97361696,1.509179308,1.287235236,1.786924808,1.399814717,1.531862741,1.72718963,1.918065023,2.011919008,1.626383246,2.409238663
42,1.604420823,50.43602247,0.848720177,1.266438248,1.481593611,1.569164194,1.351696599,1.536600236,1.119421086,0.78995592,1.124599163,0.917933089,2.307535519,48.24098447,0.842368616,1.204472611,1.859056951,1.552488965,1.881023823,1.047057482,0.998753782,0.672537599,1.195381226,1.177600978
43,2.544819664,64.27386312,0.985086691,0.702092894,1.168890106,1.093470987,0.912428626,0.864101253,1.052022379,1.232869126,0.453630418,1.106901729,1.869678514,38.54372052,0.855555001,0.690086596,0.98181662,1.01750451,0.241334005,0.487245356,0.618118752,0.817917812,0.056295898,0.627891485
44,3.923063751,75.48556778,2.361847603,1.946452774,1.885483134,1.917702971,1.714615663,2.210430138,1.800721339,1.307446522,2.131971355,1.694373105,4.243282717,82.50420366,1.670788795,2.251131479,2.745472172,2.429353287,2.384268557,2.134572225,1.823362191,2.195033324,1.500432991,1.299418649
45,3.517390519,16.29197635,2.149737836,1.382220374,1.665284247,1.770240069,1.474358684,1.697649903,1.318903739,1.807410241,0.959179347,1.591269113,2.72011097,69.0248977,0.863606361,1.558837086,1.611034334,1.172357291,1.26204646,0.897270221,0.756718757,1.150337661,1.011281388,2.025364609
46,1.353827995,7.456879,-0.342165376,-0.363079853,0.563350305,1.003669086,0.966731362,0.461872554,0.539491553,0.935713367,0.268504486,0.500728543,2.93955531,-26.23507072,1.16745543,0.799434677,1.285397877,1.773614718,1.649274331,2.016591225,1.850496357,0.907786089,1.131398383,0.78900061
47,3.416686367,98.71108187,1.712101482,1.074449986,1.325535774,1.496447634,1.971715078,1.565249257,1.355193286,1.100060315,1.77543037,1.454253304,3.888126635,55.86771772,1.440348706,2.178084712,2.396395563,2.71055078,1.874026744,2.15528853,1.883597505,1.605808157,1.67322557,1.732625462
48,4.039442126,45.42836324,1.935978453,2.157595131,1.54642126,2.154799551,1.434430326,1.409289301,1.553015236,2.157590071,1.843581984,2.904684503,3.026454198,75.04669759,2.132400306,2.556876055,1.944052118,1.826485687,1.727068092,1.678376598,2.350741172,2.263889231,1.775613859,2.027110511
49,2.205976255,71.82144468,2.197286415,2.234514494,2.076039251,1.7101621,2.115888605,2.307323286,1.68339988,0.950364026,1.306562207,1.717804723,2.606730144,6.591100855,0.508457787,1.852447104,1.719948121,1.010417762,1.533879996,1.458099589,1.557262849,1.234648579,1.0606885,2.260364815
50,2.398024155,-7.788809076,-0.249035669,1.338914698,2.340842326,2.349083882,1.65419122,1.798390689,1.975721878,0.740200904,0.965848906,1.461584821,2.58571762,35.34858383,0.126756743,0.693241569,1.969553855,2.421045349,1.80584132,1.696113188,2.054770291,1.802682495,1.618296556,1.556170056
51,2.917807136,5.881677266,1.788968763,2.188377884,1.304120069,1.875711921,1.391017111,0.939014482,1.087071406,1.291197877,1.08452909,0.542236325,2.733226998,-29.78246611,0.78401528,1.922823102,1.152234507,1.316728335,1.042014034,1.325525483,1.434749912,0.663272942,0.736166747,0.151080026
52,3.937897719,61.29200705,1.82922209,2.143468394,1.594584974,1.855255687,2.068570198,1.907099215,2.104814803,1.520455346,1.007047757,1.178755842,3.018611936,86.27668202,1.436956608,1.559244499,1.907487068,1.879657209,1.861266887,1.406155474,1.676437276,2.034667806,1.282779866,1.955257329
53,2.065755552,103.4001503,2.330627285,1.829113606,1.401648626,1.562413081,1.959451895,1.934786728,1.307945774,2.342613708,1.231158457,1.442943933,3.38172424,62.14777363,1.939227962,1.758569454,1.594804236,1.212151378,1.970016315,1.884552644,1.465204512,2.506118836,1.419743289,1.8713797
54,3.886088622,102.0328796,1.269698934,2.074425398,1.276990552,2.153362263,2.875940667,2.053730213,2.854403946,0.697776155,2.192357742,1.663381301,3.539348691,58.9743952,1.980095891,2.074689395,2.069208722,2.234042488,1.774118724,1.984808753,0.849794851,1.390120795,1.647346565,1.493604458
55,4.32888608,59.71190573,1.643817186,1.981915876,2.956873203,3.111404623,1.819763157,2.412905173,2.024324311,1.088084772,2.111357495,1.435970859,4.132553934,45.18303998,1.805590758,2.308645599,2.219825276,2.680930626,2.132496543,2.63593486,2.856234782,2.95059555,2.364459937,1.637597375
56,1.799780038,6.035357474,0.99546341,1.474545907,2.07757876,1.326745878,0.6596738,0.842655585,1.361306165,0.847247905,0.29563202,0.779314148,1.065410586,38.67405932,-0.070058529,-0.144494057,0.081729836,0.897533701,-0.08278191,0.285571081,0.05841434,-0.700082846,0.15189015,0.548087389
57,2.368773965,42.21390612,1.526397105,1.445962183,1.925303605,2.154967807,1.146186818,1.631016457,1.744531356,1.155476732,1.090986768,0.964072181,2.332798766,53.66437635,1.025095452,1.51814711,2.289182015,1.515381996,1.356750501,0.708977958,1.262282603,0.559119205,0.833888537,1.078958776
58,2.755051476,33.79530815,0.195139057,0.52959585,1.697190909,1.975189086,1.72611342,1.559489921,1.705951302,0.863526352,0.865310434,0.804189017,3.039655159,60.79701553,0.81440233,1.157602462,1.306863123,1.224877487,1.592826318,0.903568824,1.105689859,0.762909059,1.316075894,1.6727785
59,2.826412509,20.40438034,0.952069388,0.708246414,1.62367739,1.856320187,1.025993539,1.273649942,1.727113424,1.131482887,0.801030886,1.359064916,2.822116134,21.04514929,1.569291669,0.932635287,1.487494279,1.805369577,1.659050736,1.474527086,1.563866361,1.918563057,1.320766844,1.096451381
60,2.130175233,41.68965834,0.615586258,-0.244069108,1.201042919,1.546962119,1.369304758,0.437188758,0.65876129,0.845315457,0.932271259,1.364672565,4.339176896,53.38206671,1.813342402,1.761865278,2.476893783,2.329278234,1.757166796,2.718595669,2.192993257,1.947429626,1.299202436,1.444656659
61,3.490125675,64.07379424,1.56650957,1.700119865,2.021475966,3.056361968,2.093675326,1.655874781,2.248738937,2.139730233,2.259028897,2.566745065,3.290208177,60.0236114,2.266357536,1.870786579,2.301784249,1.906504248,2.340262817,1.836041424,2.135193986,1.939529834,1.647154484,1.975284335
62,2.170995483,30.75026576,0.795205058,1.258957803,1.279953321,1.775416535,1.35514308,1.555502406,1.637081548,0.207036892,0.854127063,0.396854969,2.288250863,118.5932084,1.480730281,1.051306103,2.125978907,2.240320168,1.935694788,1.792802882,1.791124439,0.945787809,1.260878898,1.111284154
63,3.678742236,72.63339118,1.462845883,2.038791901,2.240509675,2.116905799,2.87805373,2.226222398,2.257056401,1.445345403,1.309842486,0.376654122,2.519526786,31.27923416,1.235329535,1.042667821,1.731757189,1.555980515,2.007532036,1.597003792,1.910526716,1.726361903,1.035852764,0.62264859
64,2.307485848,62.03598331,1.928350095,1.396155595,1.70886534,1.829696103,1.402656864,1.452083946,0.994933037,1.248969632,0.627795144,0.952589075,1.732724641,46.71020915,0.668581963,0.821439551,1.446345868,1.576587776,1.433065777,1.425928072,1.475756126,1.864321698,-0.275608179,1.029702701
65,4.034640171,53.01965467,1.810235016,1.692657178,1.746192572,1.955472277,1.74159194,2.033382179,1.524706943,1.588385362,1.617934415,1.630648418,3.748016367,60.19967587,1.456649439,1.14851553,1.375211018,1.666325297,1.615532461,1.341713111,1.454583428,0.795349944,1.225990407,2.584018539
66,2.844821203,84.09050173,1.651216533,1.295201965,1.197269076,1.542085776,1.811800802,1.673863318,1.449339958,1.047665253,0.995167924,0.639279216,3.138101296,24.39874036,1.579540054,1.160661104,1.771526445,2.021017738,1.791635441,2.352468399,2.114478436,1.796359254,1.850363247,1.081361773
67,3.107271253,57.72639015,0.778476902,1.728570194,1.471747884,1.768352673,1.386784717,1.699149246,2.28445825,1.94709004,2.235550613,1.085695739,1.735738432,-37.53290765,1.226870277,1.146960342,1.472184459,1.037597696,1.500336209,0.635315115,0.636198921,0.766943008,1.27864553,0.212746464
68,2.325727409,62.37460962,2.288191229,2.146644276,1.029723502,0.774937354,0.993217199,0.902565533,1.482406333,1.237386329,1.606245879,1.512899982,2.154114736,58.3565808,1.374717541,1.771332805,1.038277189,0.85770664,0.706300802,0.836880791,0.549233941,1.065990827,1.408156649,1.191660545
69,3.313874245,18.63074837,1.630097976,1.173683442,2.477618774,2.676942808,1.973648774,2.145834093,2.221731251,1.648016903,0.805597229,1.092685119,3.114663803,54.3274346,0.81122761,0.84914824,1.545991509,1.397913584,1.663878506,1.900642291,1.693108424,1.576478482,1.345329662,1.809099713
70,3.463528212,23.62459341,1.96712687,2.21786272,2.325256845,2.022689563,1.412714521,2.160340129,2.15807984,2.247406447,1.219970345,1.455153726,4.194967474,79.10487036,1.975041088,1.817080586,2.249034325,2.02674991,2.813423,2.076333964,1.970870359,1.882945579,1.207542431,2.211621715
71,3.892148759,83.97722311,1.885808407,1.685472647,0.994427335,2.384240694,1.688895918,1.558151065,1.620685256,2.668992415,1.146603577,1.883143261,4.977631431,30.62364783,2.24005678,1.854008707,2.824109272,2.478642583,2.379342134,2.537061495,2.354670359,2.465519183,2.153862235,2.332098805
72,1.36907848,-0.101837324,2.052141261,0.492871662,1.526245661,1.646129969,1.570969407,0.653407011,0.301529473,1.056254139,0.463779538,0.989820654,-0.015047692,63.2140435,-0.387319966,0.56474716,1.201065386,0.756462064,0.846545576,-0.167103589,0.316167371,-0.145053077,-0.124971924,0.442497212
73,2.061333211,65.07961176,1.212542018,1.042424545,1.282211027,1.650451656,1.622252236,1.086379691,1.154310127,0.905767074,0.909029385,1.494970979,2.241446757,71.89545805,1.3766151,0.939535849,1.560840192,1.588702043,1.760886715,1.492362819,1.554508994,1.806666457,0.062864264,0.813207432
74,3.252536007,24.57371454,0.10795109,0.600347859,1.438586917,0.819920414,1.437265474,0.937857948,1.664850764,0.807226191,0.897938389,1.271765248,2.549323419,94.83720158,0.678000343,0.903092662,1.415036738,1.237478952,1.456433042,1.223999278,1.534397734,1.524647525,0.974303835,0.703014314
75,1.122163818,76.6194597,0.315396235,0.981155808,1.294194675,1.003628705,1.174971304,1.19267437,0.994677414,0.810478853,0.093408745,0.712037647,2.488558359,43.24302852,1.287459903,0.844576673,1.154335435,1.310494441,1.65410482,2.027763734,1.371766618,0.986341342,1.293706019,0.756602849
76,1.856221777,58.65814547,1.375109196,0.654676701,0.939408251,0.909300049,1.039463927,1.088171229,1.422174462,0.990257328,1.722317136,1.768157564,3.755492337,66.41669909,1.623511196,1.590233463,1.803287778,1.830123143,1.798186047,1.990816939,1.749480493,1.214935679,1.787687984,1.85876124
77,4.167877902,56.48775397,1.833432499,2.131564418,2.924688696,2.975563939,3.056860632,2.146061005,2.123314945,1.724874185,2.219580276,2.233529041,3.561860081,75.13867744,1.815456908,1.985669464,2.390756279,2.279269171,2.252343715,1.790765916,2.287938109,1.80247661,1.915171221,2.61246921
78,1.695820375,38.83275533,0.406580298,0.547843677,1.420654232,1.374731714,0.878243198,1.524261729,0.483732487,0.558308254,0.460411405,0.627619827,1.080143649,-11.76150253,1.10102002,1.24452237,1.154507204,1.834156025,1.242536505,1.095175032,1.223100719,1.238569531,0.586611921,0.82804083
79,3.432454204,80.998993,2.285765984,1.097919963,1.3107227,1.799174142,2.062380507,1.987720495,1.359575932,1.934018813,1.852188845,2.364077434,2.504843344,-9.741228781,1.064434314,1.012558575,0.977856987,1.068957359,1.097911722,1.139579529,0.951987586,1.047063363,1.11454827,1.111036786
80,2.013217341,81.35750898,0.098931685,0.420837813,0.200521857,1.615314987,1.104948641,1.279296923,0.523012917,1.044706239,1.653805784,1.059784979,2.514655099,10.46497572,0.129137518,0.913660791,1.346951817,2.751991319,1.443775614,1.824840161,1.084923768,1.267632265,1.608032088,1.356577981
81,3.668523913,-6.355435608,1.238041405,2.260980721,1.913630273,2.236118497,1.964686693,1.565029087,2.945173505,2.407433204,0.753520577,0.328065513,4.614955414,-56.08070753,2.012006571,1.930659316,1.613815582,1.71074913,1.961801362,2.081399793,1.41196699,2.492383745,2.346886043,1.948780575
82,4.079772549,67.41785828,2.26274003,2.260564848,2.509049171,1.977452688,2.328966876,1.81002346,1.777460873,2.562901081,1.885623952,1.099002827,3.213963784,21.11056973,2.062428291,1.228820404,1.453618409,2.198780893,1.595031168,2.301766542,1.060465036,2.089742165,1.838341121,1.238149728
83,4.180718006,64.733729,2.385373507,3.117472775,2.798004106,2.244260948,1.994781314,2.300187846,2.515402879,1.35895308,2.375385529,1.599026998,3.783965417,65.34798217,2.737765561,2.361317858,2.008129011,2.399885358,2.354938222,2.381595812,2.465988614,1.948915141,2.936376419,2.37056174
84,2.976430956,79.44815019,1.525519327,0.969864109,1.62402612,1.822766099,1.14616287,1.740793846,1.41789148,0.622022516,1.261990173,2.214833474,2.908814551,109.5672282,1.46993677,1.026395572,1.860258754,1.808781113,2.059299605,1.222896743,1.411736542,1.334822395,1.564561183,2.650543922
85,2.325441526,83.05700641,2.261302852,2.413766954,1.734767695,2.021031275,1.59993263,1.311017092,1.216580339,1.388201938,1.270357047,2.011750203,2.995630608,-17.43724062,2.048776008,2.161562804,2.227454858,2.28788999,2.050202093,1.145697642,1.50219957,1.702505385,2.136199647,1.943920383
86,2.177779777,89.50477699,0.783324509,1.474643404,1.590311067,0.922617585,0.820131038,1.005825335,0.889719677,1.854967856,0.668061819,1.296902257,3.254082187,36.30724772,1.259253635,1.506116833,1.273165782,1.567514261,1.729909293,1.669913199,0.872878381,1.741162192,1.660241012,1.62518933
87,2.66947047,25.59981571,0.742160913,1.08650553,1.645815949,1.778924535,1.688731356,1.073311102,1.362044659,1.767018004,1.486359544,1.119833471,2.237971329,42.6681298,0.26941136,0.556740078,1.153125242,1.483369977,1.164747606,1.573421476,1.449718597,0.770802572,0.634207,0.954517815
88,1.211660984,4.607608513,0.866395856,0.955819847,1.410448977,1.813564139,0.732096797,1.116845242,1.750905318,1.30510851,0.399879464,0.747484536,2.13809688,42.66386017,1.454779594,1.51988893,2.253895216,1.44479833,1.645701728,1.298139755,1.452767162,1.098090546,0.733257619,1.422764328
89,3.74070066,88.8579288,1.551203406,1.904235813,1.462612548,1.447696615,1.603424593,1.82417649,2.02533962,2.325700889,2.229175102,1.597118872,3.981135025,29.20917405,1.963192583,3.071366033,2.684531357,2.063444052,2.474547032,1.812670599,1.149990813,2.229345325,2.61820355,2.205411814
90,3.207728105,81.59802173,2.430950868,1.148482341,1.769387929,1.91244815,1.825330501,1.706289796,1.454929028,2.241635525,0.884439483,1.621541907,3.669553827,50.74200811,2.451324152,2.157394475,2.990029547,2.13082814,2.642539351,1.90884143,1.711801452,2.213179872,1.587731192,2.04571073
91,2.955198566,84.9841788,0.650958981,0.888941069,1.676918658,1.441286926,1.336738313,1.204230383,0.224302889,0.106439183,0.229008782,1.286320763,2.303320624,121.0954713,0.501876835,1.389143405,1.974729976,2.340785639,1.85961385,1.402353162,1.118683011,1.638685463,1.112248736,3.003280995
92,1.540047169,39.24460412,0.249661068,1.471098537,1.569735223,1.608773306,1.265146678,1.758716898,2.323875385,1.165681908,1.83454741,1.874503109,1.869398235,8.596187265,1.175528186,1.23022906,0.581183151,1.018400871,0.786775603,0.943071889,1.495501305,0.670771658,1.265176377,0.661414435
93,1.949859615,65.65848434,0.562807965,1.164033831,1.634934794,1.647921328,1.122154017,0.953734728,1.093451156,0.422337821,1.410399173,1.611947675,1.749056238,48.10056831,1.285081597,1.419220719,1.556130756,1.568859919,1.849352597,2.030681169,2.34150631,1.629247268,0.842567396,0.875053791
