ID,w3-assessemnt-result,w3-reflection-length,w3-1,w3-2,w3-3,w3-4,w3-5,w3-6,w3-7,w3-8,w3-9,w3-10,w3-11,w4-assessemnt-result,w4-reflection-length,w4-1,w4-2,w4-3,w4-4,w4-5,w4-6,w4-7,w4-8,w4-9,w4-10,w4-11
16,1.852995668,25.95234959,1.383752176,1.505538205,1.885960075,1.152091812,0.586306879,0.811010506,0.767477328,0.855603099,0.392884339,0.842020884,0.540254541,2.394475133,49.9141352,1.134903898,0.946852766,0.932077773,0.401965022,0.864831157,0.834466742,1.229505353,0.26071027,1.191016699,0.656340776,1.098647513
17,3.026881815,75.69469273,1.802582493,2.701763547,2.158549282,1.439225611,1.225248137,2.208812025,1.557648915,2.243740363,1.878851637,0.800911056,2.66328911,4.14964444,46.27324394,2.567793296,2.011741824,1.699405688,1.59216228,1.320000683,2.130162982,1.6280714,2.148220789,2.728144684,2.603429676,2.06692165
18,2.187142235,57.32091396,1.225073542,1.969665162,1.113906561,1.291989314,1.585501049,1.1245912,1.137542873,1.945085519,1.781593194,1.042758675,1.001220182,1.526587201,21.07045747,0.529903703,0.114158033,0.984994143,0.564768146,0.404137494,-0.059970003,0.800845241,0.447933453,0.686623278,-0.01089314,0.364307058
19,2.10195279,59.22644043,1.156767107,1.087382962,1.09810235,1.744889111,0.715215203,1.599571843,2.086317543,0.862752791,1.671430282,1.982961205,2.848090915,2.745693067,47.15010732,1.278661824,0.926807209,1.259209248,1.268146013,0.423321096,0.886530085,1.062373555,0.985366317,0.881676766,0.81238336,0.976140273
20,2.880073197,37.33133461,2.015997012,2.542449573,2.310915163,1.73909146,0.678458592,1.230236948,1.418263349,1.895552343,1.551208267,1.05977707,0.404518978,1.511212169,43.36685167,0.652569712,1.147110134,0.651977354,1.308523265,0.582940843,0.658381769,0.502743311,0.569695025,0.947654956,0.920667769,0.594754608
21,1.817701414,87.44472808,1.336818418,1.615264256,0.466146256,1.44441866,0.930608505,1.200088565,1.196448048,1.03397723,0.565786458,0.079737133,0.207732013,2.4138525,45.17746554,0.833172196,1.16690465,1.04958032,0.412421945,1.484539935,1.616552858,1.341619119,0.500953066,0.714190437,1.730430955,1.448106341
22,2.49933759,76.13294514,0.81079579,0.899233125,0.873813645,0.807355796,1.58621798,0.46167781,0.635114899,0.818869497,0.95521691,1.125283882,0.215297772,0.783199662,-26.47472918,0.985147659,1.116456915,1.074507249,0.854357304,0.984278494,0.445996591,0.761073072,1.273460359,0.909947862,0.610143509,0.093214229
23,2.126473048,46.07843648,2.052830188,1.559831048,1.719718684,0.864869375,2.096451803,0.657924874,1.277810316,1.582691585,0.124417952,0.535420259,0.347192395,3.667446153,21.56896281,1.547569344,2.162503534,2.21994416,0.554022213,1.538373812,1.415524249,1.808673332,1.687628275,1.262012613,1.536957529,0.969683475
24,0.82016325,58.57346635,1.512360558,0.480844502,0.175175283,1.415383199,1.129157673,1.763075449,0.375372943,0.930981747,0.192168488,0.081897589,0.4364555,1.811455435,51.62370504,1.195524695,0.569223589,0.821849796,0.97239364,0.761061868,1.145010952,1.199465152,0.113072811,0.064657623,0.759252716,0.181879372
25,1.736478589,19.08725796,1.201904327,0.358101776,1.263912587,0.610234155,0.377604464,1.118496118,1.384478464,1.046317338,0.92528917,1.862356381,0.730817942,2.452424897,20.49673113,1.48537007,0.950129889,1.590752608,1.873782181,1.129626492,1.496005998,2.186607164,1.358534411,1.682985998,0.930815712,1.653793145
26,4.164228892,49.72298061,2.367787975,2.163379959,2.325419818,1.680176609,2.047014463,1.82352537,1.764401009,1.420126511,1.503644129,1.027020353,0.128170624,3.038386896,19.61157455,1.282602671,1.597230698,1.420966275,1.135507985,1.743257826,1.732466524,1.099779783,1.40118746,1.223517878,1.711323174,0.946199116
27,3.52239116,113.8748472,1.69011561,1.749909097,1.545991004,1.968447498,2.511995726,2.095042132,2.171850691,1.277817732,1.679870234,2.341435911,2.1277048,3.202177322,69.63268786,1.35149812,1.357855626,1.189585787,1.909512429,1.735014148,1.601569436,1.890277143,1.683804821,1.52327401,1.725273056,1.72922508
28,2.566746016,4.393240604,1.489269934,1.335145829,1.452796286,1.682774737,1.021025045,1.659882911,1.645520604,1.091811794,1.754375567,0.67878448,0.937721431,2.638502151,16.25200926,0.950571323,1.109298493,0.798592982,1.195639485,1.541289163,1.515994771,0.56620953,1.167939839,0.602313555,0.830026668,0.714347775
29,3.041340482,14.20477721,1.986167206,1.51398835,1.54415167,0.929446902,1.588763625,1.779345196,1.34141569,1.485273376,0.611418493,1.863623857,1.929029819,3.712916119,13.94253816,1.927241061,1.941848187,1.677002098,2.108925137,1.988585514,1.683465642,1.494339166,1.331485084,1.668722835,1.964788467,1.293452016
30,1.647369295,33.08357735,0.766370844,1.201095363,1.274895054,0.725879895,1.39560774,1.13850785,0.624426,0.657901819,1.03028042,0.959177443,-0.068511726,2.344574769,55.06027442,1.765008064,0.976138691,1.197127813,1.248025391,1.151925,0.857902259,0.508943502,0.665545581,0.707835913,0.694790168,1.148885615
31,3.928254304,29.01308016,1.888177159,1.83189875,1.44919831,2.457941914,0.622337816,1.499820977,1.212123614,0.720613348,1.041364445,1.033391421,1.448636652,2.960191127,-0.044356409,2.085215638,1.759070618,1.946410669,1.270851773,2.023938571,1.7690548,1.352827716,1.663821879,1.174686474,1.615034786,1.039011887
32,2.441926649,29.65840195,1.129615286,1.394351263,1.361554016,1.21447724,1.214952927,1.845823609,1.259117709,1.760206305,0.666164673,1.238189819,0.942699712,4.311276821,35.3276764,2.03751823,1.430051482,1.497034307,1.789102711,1.270263087,1.78421524,1.727988716,2.385505903,1.238537485,1.618058396,1.317957591
33,2.36417066,44.7917887,1.696107453,1.580707769,2.163936165,0.7701533,1.627655558,1.115539251,1.197599444,0.314192588,0.90144115,1.322357504,1.187095703,2.237719745,53.29726912,1.132508493,1.218319019,1.031193667,0.823092995,1.686160115,1.122498552,0.395650985,1.466418203,0.378798326,1.317329539,0.448666607
34,2.590742076,46.53248231,1.672089859,1.593988565,1.997829435,1.412746421,1.008913247,1.793323872,1.291454012,1.442519813,1.862235891,1.407468153,2.756455552,2.869956376,63.45917107,1.77906022,1.76697546,2.246078816,1.845532244,0.399678273,1.61599504,1.718006927,1.35023865,2.297498421,1.661061417,2.331824485
35,1.348861996,45.43575259,1.67231294,0.724050437,0.813760262,0.542907643,0.791697683,1.507246188,0.924284621,0.813296156,0.661052154,0.961539247,0.913966564,3.014217984,59.25658179,1.282234733,0.830719551,1.448892179,1.664682187,1.436123449,1.648761208,1.924309267,1.279871739,0.953126138,1.001533143,1.289429441
36,2.480102444,-47.64384425,0.975613691,1.309177466,0.685325886,1.255559856,0.64443806,1.292194229,1.049889316,0.669987079,0.447908131,1.129831755,1.146723224,1.876197982,-0.506415438,1.733916147,1.870359514,1.889585697,1.325509268,0.990055632,0.931140468,1.379351412,1.40204498,0.724606283,0.807280039,0.906653316
37,1.601119494,27.86677924,1.550892834,0.81616484,0.452097169,0.525043049,0.694776533,0.906866279,0.649147597,0.346791203,1.232437439,0.804449897,1.320300984,2.289577353,-12.6407812,1.659485248,0.807181801,0.79413405,0.852649586,1.736397945,1.238918434,0.74638011,0.923211893,0.505776496,1.280202127,0.662231103
38,2.288870252,66.22736137,1.819576573,2.1871992,1.996600522,0.120859764,1.589276167,1.36146923,1.560394737,1.133032111,1.098460485,0.032627733,2.030735393,1.762817358,119.8387724,1.223459274,0.855612481,1.406497789,0.285475041,0.309393326,0.943771572,1.082847875,1.394508366,1.499939476,0.738759668,0.798139404
39,3.103329374,21.30766873,1.784304549,1.203104273,2.158023534,1.390195108,1.816618253,1.471380972,1.454806881,1.502273847,1.407553392,1.256747821,0.755553774,3.375272027,9.327607546,1.913095637,1.467221216,1.41094262,1.403597469,1.442745532,1.215953427,1.007458025,0.926271128,1.868699991,1.539088377,0.589949632
40,1.757878947,91.90483481,1.994752661,1.680370882,2.070464157,0.317745888,0.794324247,1.04991551,1.604618767,1.255654847,1.319856815,1.19485662,1.57531251,3.664012273,64.07239751,1.660827009,2.25818352,1.864392687,1.619259121,2.009236124,1.823227678,1.609753696,1.728450559,1.720016485,2.304387069,1.801410845
41,2.052545191,56.05701118,1.779464522,1.487066571,0.990205609,-0.137855489,1.538312083,1.576978273,0.419995846,1.01874302,-0.207056767,1.365679171,0.347935276,1.936349298,33.17549467,1.367741405,1.445697294,1.519567279,0.616971493,1.618309838,1.248255622,1.649771254,1.78545353,0.531715791,1.675390023,0.994210846
42,1.250216368,41.92511356,0.988997319,0.431332759,1.10415886,-0.871249366,0.029569319,-0.216311203,-0.051251225,0.038249651,1.362028982,-0.39102584,1.130173765,1.808219608,57.15007701,1.639716526,1.547157013,1.68193964,1.247041346,1.150806305,1.02501054,1.313164944,0.738801259,1.28427093,0.802897131,0.785483589
43,3.272922741,70.91299253,1.668473597,1.922064507,2.058468703,0.577778765,1.721043256,1.785228423,1.629562059,1.312049909,1.692711779,1.080815485,1.041772471,3.086685069,37.76309922,1.647897773,1.367356431,0.951969767,1.675657307,1.327625994,1.711160535,1.990365649,1.22755302,1.649728179,1.563959525,1.457741865
44,1.395157544,11.45298711,1.659393651,1.015094491,0.723967963,0.369309296,0.786272517,1.118215382,0.553743637,0.068859926,0.695718883,0.566737509,0.078748601,2.596588848,13.37673693,1.655790999,0.878094477,1.597389221,1.236686086,1.918380848,1.158672476,1.717605053,1.136731657,1.700224574,0.407867909,1.220173643
45,1.968773049,33.08414809,1.706653842,1.520582145,1.652620493,1.469118954,1.252517127,1.326609151,1.582874207,1.5936767,1.072723083,1.12120557,1.713687577,3.161958502,-6.31267213,1.696596813,1.435485362,1.265148136,1.578654888,0.669455221,1.048043944,1.582085693,1.351838701,0.998754581,1.789354455,1.606912843
46,3.07013492,48.81726179,2.217665246,1.69838919,1.900329404,1.699207471,1.694825559,2.144862581,1.582363702,1.762637444,1.660679201,2.307489206,1.801286909,3.606806074,27.72692597,1.785407209,2.024831699,1.809161287,1.866420571,1.936805539,1.078872361,1.375280165,1.648916214,1.657189188,2.388153872,1.918358865
47,3.100394391,83.47014538,1.781691185,2.57919727,1.874618525,1.903886924,0.722270768,1.46178581,1.729424945,1.562053427,0.713872109,0.591761854,0.852567091,1.967027571,21.29042306,1.646345839,1.864983065,1.921841409,1.745949458,1.703085396,1.408737534,1.518413023,1.211455034,0.779526795,0.999932224,0.888392106
48,3.506645641,58.90465664,1.372224374,1.884239765,1.73588683,1.171377923,1.405954729,1.979561547,2.277524321,2.187026396,1.267620698,1.560537177,0.635876451,3.33613021,52.92271658,1.294870832,1.318644698,1.114079387,1.720575643,1.501268314,2.350470975,2.627856657,1.975433302,1.173432934,1.803459472,1.754684863
49,0.726842984,-1.832021972,0.836083081,-0.649305015,0.170987591,1.341626554,0.945187238,0.581695326,0.30552434,-0.340364232,1.148641758,0.710161929,0.541267724,1.893490645,132.8939518,0.764867563,1.515820201,0.466511777,0.957389458,0.755465808,1.974965436,1.100231535,0.65719065,1.02456807,1.041692633,1.098165472
50,2.833098606,34.96939265,1.848197355,1.085723641,1.355405053,2.627511806,0.687479224,1.395495607,1.324378091,0.981515525,2.070357976,1.94462676,2.183452619,3.401942804,28.92747362,2.067143416,1.913598727,2.069369914,2.114887928,0.849899224,1.317080031,1.61726688,1.76619147,1.572567364,1.446201308,1.287758016
51,3.312301457,-25.91291066,0.8100482,1.695884275,1.580143223,1.093236049,1.393185107,0.809448902,1.609732588,0.552462198,0.878429108,1.219998794,0.880674517,3.118269135,26.74338852,1.437957711,1.463769348,1.684452553,1.436712013,1.314546986,1.913404946,1.476164289,2.145387624,2.043367299,1.499075013,1.042057209
52,1.787621092,69.09123802,0.411229871,-0.053803787,-0.147742488,0.835618036,1.01559833,1.239055082,0.728587613,0.265549798,0.953694319,0.640058673,0.581557306,1.905408484,13.64117957,1.783083249,1.157495194,1.561616888,1.74739888,1.085632157,1.704596639,1.584480911,1.607626276,0.659310966,1.308244075,0.458719854
53,3.139017626,70.58507293,2.311918601,2.179995127,1.917858588,1.953655269,2.014152475,1.393387612,1.287854476,1.364338879,1.51886969,1.422000356,1.363369753,3.422922355,32.99112832,1.758415852,2.593167006,1.414351122,1.611003721,1.783265337,1.43649271,1.095354208,1.164219693,1.204374427,2.388279212,0.857929638
54,3.059208497,-16.54148876,1.502487452,0.536405734,0.852595756,0.191250703,1.260005208,2.108792868,1.671898279,0.807342933,0.973024427,0.897147125,0.520365697,3.348710337,60.22399611,1.964347462,2.179289437,1.437451589,1.614393197,2.352566198,2.419440925,1.503220125,1.474987402,0.967634411,1.512275865,1.451312021
55,1.945643557,57.43299946,1.487166952,0.889436983,0.532324542,1.296133917,0.553337392,1.04607588,1.421221968,1.090213079,1.11662313,1.308249964,1.402705153,3.205554511,52.79628024,1.808743116,1.335239866,0.769816737,1.304453394,1.324336157,1.920418984,1.910832268,1.720959049,1.211503777,2.183668848,1.322622545
56,1.934639851,19.43375415,0.893197313,1.313527952,0.807404911,1.174348682,0.219672393,1.292127234,1.246520238,1.87132302,0.625636806,1.083802128,0.33098439,3.015942013,40.8329144,0.747213597,1.062297877,0.978141492,1.13873727,1.650638326,1.658601015,1.60737462,1.474676566,1.335609295,1.435108086,1.097634255
57,4.02421906,72.00146864,2.238329969,1.605884088,2.07333214,1.860172315,1.169341003,1.382426958,0.835460844,0.727707328,1.827414469,2.081988209,2.114836797,3.635201256,33.07477345,2.592869836,2.712628323,2.691590493,1.128540041,1.856472658,1.26911465,1.605623776,1.39806796,1.687560032,1.899057237,1.603478405
58,2.389919114,58.71762492,1.505050523,1.488839421,1.501874694,1.370012674,1.378535261,2.112624534,1.118999489,1.685623,1.273018947,1.976965374,2.104961384,3.839454724,64.87573032,1.636963805,1.371413058,1.665561957,1.419808502,1.537618005,1.055278828,1.646914724,1.190447668,1.860713489,1.603098076,2.323004272
59,2.650752372,45.32041072,1.519442846,0.839992282,0.836026887,1.969917795,1.501295601,1.842644291,1.27667091,0.944049147,1.435667709,1.687128716,1.255711711,2.297096098,54.80094276,1.752533109,1.348940049,1.008602509,1.696339824,0.658084761,0.964510016,1.150224503,0.844777796,1.166111096,0.998657014,0.928766722
60,0.645909825,64.29257081,0.995692312,0.046859273,0.420055614,0.863040204,0.071757295,0.892028445,0.959451631,0.867412054,1.662655869,1.322051831,1.324586171,1.927423439,63.6671146,1.605044182,1.260362871,0.564584936,0.803791232,0.828432004,1.413066121,0.827009954,0.567536655,0.273907053,0.514795719,1.168662191
61,0.837873009,66.28154203,0.577931388,0.259274009,0.732423372,1.284981385,0.793480004,0.999494093,0.32129388,1.001782557,0.790463243,0.84831881,0.240270451,1.537121713,44.7893262,0.76796302,0.743017425,0.770328102,0.750332126,0.382187273,0.506186265,1.302612521,0.730164958,1.392809782,0.668480451,0.170010219
62,3.602448354,44.18194644,2.036926311,0.7582775,1.376916789,0.530996073,0.987506347,1.28047394,0.345748499,1.263058075,0.161129684,0.945443154,0.763593333,3.13839376,45.54631185,2.168780978,2.033469229,1.961068516,1.556112608,1.984211026,1.217235147,1.671731795,1.889798943,1.966079767,1.532974437,1.342204079
63,3.893201907,113.7035934,2.648834495,1.669929328,0.898388033,2.133101589,2.002667843,2.509745991,1.820006115,2.080447014,1.274418825,1.324991272,1.448924175,4.225966112,37.31687737,2.086099874,2.047468806,1.782330921,2.013030166,2.156095053,1.715582564,1.698048117,1.637170016,0.927107295,1.590316859,1.294644125
64,1.770584443,81.19013865,1.057740184,0.298529117,1.008513736,0.512715874,0.172806048,-0.045447977,0.190562593,0.827850434,-0.365138436,0.474118479,0.379989962,2.872481927,57.83588,1.347861387,0.983868289,2.188328371,1.437842379,1.53988591,0.663432142,1.578784392,1.157131789,1.286078936,1.442403535,1.174295292
65,2.707080387,42.61667364,1.640810926,1.688656892,1.690061976,1.738500615,1.628653925,2.214936095,2.310186786,2.826372794,1.276543169,2.048095777,2.634095326,4.423733665,27.42347942,1.59493864,1.076894448,1.89432396,2.080726812,0.945480097,1.761032849,1.876072703,2.021958477,2.14366395,2.868118871,2.650541167
66,1.830134539,73.93185604,1.997701983,1.268279256,1.661571854,1.475639034,1.376515014,1.808895013,1.806213796,1.591274174,1.942228265,1.963458562,1.549821034,2.495898316,46.3264566,1.990691016,1.972372848,0.846999059,1.821053079,1.699616028,1.330778675,1.128899774,1.253302965,0.108203378,1.682189528,0.464700257
67,1.722389505,18.29508758,1.958804389,1.434042692,1.124755898,0.301712301,0.329833371,0.982211851,0.823983918,2.036511387,0.654764971,1.01006395,0.870783829,3.72792306,13.31586709,1.774004061,1.488710399,1.891410651,0.457953661,1.597937832,1.521541377,0.872378966,1.236600301,1.049222065,1.227157428,0.633439496
68,2.813736573,67.57547097,1.234555739,1.131460746,0.629052983,2.351712153,0.802591364,1.829354362,1.454146493,0.905609473,1.652525099,2.369111778,1.329600219,2.154932155,19.19174688,1.297804642,1.462276446,1.457497846,1.154380293,1.663813567,1.556145648,1.066560637,0.882498458,1.003128215,2.239727512,1.116464552
69,2.816369987,33.90598499,0.656768378,1.039089832,1.362746054,1.453880983,0.834574874,1.954931878,1.232609225,0.929439124,1.179680069,0.968190217,1.232231032,1.829599421,39.46027861,0.541616646,0.035221214,-0.012360537,1.351183842,1.029748559,1.386957652,1.353303214,1.138836426,1.636574457,1.370443396,1.218736637
70,1.918412161,54.4786146,0.554616596,0.555755241,1.069545779,1.875613853,0.588459595,1.343583467,0.387588853,-0.098269531,1.069093578,0.533224272,0.713868358,1.807639694,93.21818834,1.516410169,1.571715747,1.051131237,1.404771238,1.695575786,1.344228783,1.301919067,1.052208196,0.496538347,0.311264337,0.781115193
71,1.640529215,60.47212502,1.597089613,0.527513751,0.698826466,0.967010814,0.795927679,1.675282215,1.387771553,1.157100829,0.502687095,0.974238316,0.913974522,2.141750584,72.20481816,0.616649367,1.228149667,0.806789028,0.643775018,1.36454312,1.351333065,1.013933727,0.585459811,-0.114032842,0.968756924,0.808085686
72,1.269700946,59.70373399,1.344230499,0.691528121,1.50561486,0.07563338,1.474536162,1.322041287,1.710060159,1.352853378,2.473071038,1.530910238,2.069632831,1.595481807,86.68213577,1.426402509,1.367827698,0.875388406,0.045367007,0.461237464,1.185535375,0.432877569,0.678666871,1.051344652,1.303413998,0.884925595
73,2.838307703,12.12548628,1.23760266,1.049914847,1.039366095,1.332269278,0.981496685,0.717504574,1.311614724,0.671704763,1.519145472,1.396392371,1.776882948,4.557755786,48.7065559,2.004774292,1.941723219,2.015666324,1.312789987,1.834679709,2.160820322,2.103578765,1.898770519,2.019611758,2.153650232,2.480372609
74,2.376355397,74.61041494,1.843155442,0.699458373,1.169203914,1.638250555,1.579071369,2.033701161,1.584723324,0.949587934,1.415952137,1.829144569,1.219680824,1.43471258,10.14939718,1.644767901,0.979154382,0.870081076,0.939129328,0.366455402,0.620666654,0.277676819,0.637238936,1.003097055,1.094225093,0.288283952
75,3.286996021,53.23267309,1.739159595,2.002676281,1.685695987,2.718023039,1.622690879,1.690484017,1.706287897,1.329873798,1.153896583,2.173883732,1.540196755,2.664517673,62.81944451,1.205789898,1.293267309,1.665610321,1.929246877,1.465382343,1.550437758,2.245695827,2.194241803,1.455550968,1.202852825,2.172860237
76,2.741694116,60.90388875,1.162298539,1.227455803,1.243551986,2.10007969,1.207541007,1.537372094,1.009108431,0.680978795,2.306599504,2.473002841,2.469475339,2.301635595,16.75588977,1.547129619,1.246292002,2.152380914,1.579533678,1.704610003,0.911602049,0.91568442,1.21949491,1.77098418,1.082584231,1.193586104
77,2.04775475,12.60350591,1.168505826,0.840294053,0.454111543,0.907860571,0.747377386,1.253578878,1.835336697,0.605821394,0.878115962,1.173620238,0.729895384,1.202276533,75.29460178,0.967682071,1.306762033,0.460975462,0.675973069,0.738035497,1.714289803,1.030714184,1.383029313,0.576852393,1.093064385,0.560365997
78,2.465178974,-0.287791213,1.131075292,1.535825811,0.651373019,0.76826671,1.065632704,2.316082337,1.601718655,1.557396619,0.286200646,1.961299638,0.998680734,3.747541221,53.18653688,2.232753107,1.965114527,2.120583292,2.073203697,2.38393223,2.809174254,1.848039074,1.98894427,2.314252232,2.622179077,1.601969639
79,3.667184664,36.6144601,2.453894691,2.257481034,1.797806686,1.090491358,1.9194504,1.9578351,2.299440254,2.740516383,2.240996571,2.377843573,1.852887185,2.465954568,10.9389716,1.559147696,1.71490674,1.535876733,1.806995898,1.303936482,2.651352366,2.250785744,2.371560405,1.060527117,1.939278853,1.903070792
80,1.737694068,-13.88034282,1.618745633,0.965969204,2.146655572,1.180270258,0.814112989,0.961997149,1.7289739,1.348049592,1.058277516,1.491647062,0.348000168,2.632196207,46.23544713,0.924117287,1.169861595,1.123781424,1.201762644,1.60972897,1.548307861,1.200375939,1.316294247,1.23943769,1.752946238,1.283548026
81,2.268403333,30.90624483,1.853602478,1.606336687,1.498657431,1.752848233,2.311198453,1.761452753,1.659529191,2.110944442,1.606286442,1.974031071,1.363056646,3.625967099,49.54987859,1.599183577,2.075479287,1.971516545,2.011483541,2.230104589,1.458425036,1.907414659,1.340200479,1.805517005,2.511205274,2.301617609
82,3.271374875,53.75729747,2.008363025,1.300548056,1.269152006,1.983701999,1.800973205,2.116572551,1.364590542,1.279669915,1.065227076,1.076599892,1.363921024,2.376978979,-20.3263586,1.953655811,1.811693877,1.38557471,1.615057944,1.6186207,1.163667774,1.653731376,1.459249929,1.47117797,1.822838673,0.439261609
83,1.185801079,35.21197407,1.995873906,1.523582469,0.638197974,1.012645315,0.990708837,1.187325522,1.307642195,1.28059194,-0.388758827,0.616652132,0.661196151,3.300056727,20.59878301,1.309247499,1.818973709,1.358671891,1.39491077,0.779588482,1.357171671,1.970311198,1.405687723,0.475472535,1.66373266,0.715188119
84,2.220962795,45.15850046,1.204377475,0.808450851,1.696462509,0.903228259,0.509913381,1.558524385,1.32667328,1.978827866,2.19113104,0.834951004,1.184046396,2.98251994,71.80919526,2.114478971,2.469339505,1.95464898,2.420313875,2.047102345,2.235091648,1.57892728,1.889883302,1.174222907,1.918725,1.497735575
85,2.504562295,67.68039926,1.871976484,0.652920968,1.15172234,1.304829851,1.046072957,1.62259699,1.416940976,1.29729985,1.136425414,1.523264196,1.111260222,2.178400716,48.98036655,0.675188193,-0.256425132,0.696023613,2.079600267,1.159192716,0.896568204,1.798752084,1.62461011,1.736903789,1.137091749,1.663223188
86,2.82300772,40.32185704,1.279613848,0.679479297,1.579346593,1.915773256,0.312734654,1.566905381,1.885316173,1.256918836,2.069539469,1.681286044,2.116034575,2.733854408,45.52656158,1.193839866,1.408490777,1.755446439,0.755598628,1.068248077,1.905875225,2.39623151,0.90070651,2.610347146,2.119553308,1.582050314
