ID,w3-assessemnt-result,w3-reflection-length,w3-1,w3-2,w3-3,w3-4,w3-5,w3-6,w3-7,w3-8,w3-9,w3-10,w3-11,w4-assessemnt-result,w4-reflection-length,w4-1,w4-2,w4-3,w4-4,w4-5,w4-6,w4-7,w4-8,w4-9,w4-10,w4-11
20,2.727418949,21.42084588,1.215388087,1.891157011,1.792810961,2.025073042,1.316824233,1.387151496,1.946682587,1.86263091,0.942206509,1.424700886,1.550809747,2.733974546,24.30291562,1.511654561,2.033600146,1.738305334,1.041406292,0.827859727,1.405798876,1.41274748,1.086299112,1.607679765,1.345477718,1.30726979
21,1.355376514,69.64604174,1.243451215,0.003204992,0.145255458,0.399384489,1.546527393,1.816564455,1.250020114,1.78339796,0.591764854,1.244249486,0.616534775,1.902069494,44.30624558,0.797818447,0.708624954,0.501033857,1.234196447,1.061828498,1.000410028,1.38442626,0.825593861,0.975242595,0.74272472,0.378972824
22,1.900395596,82.14008939,1.443611267,1.145785051,1.426990749,1.461067185,1.804583862,1.35530555,-0.263158764,1.210280663,0.240478652,0.80917679,0.930158307,3.675663515,58.71598099,2.080562428,1.484500117,1.659946355,1.830768269,2.280578595,0.961180739,1.248940844,1.806292967,0.962499822,1.88760472,1.282032137
23,1.745945011,55.09110667,0.285721969,-0.326614244,0.181145034,1.450512444,1.147101629,0.828737816,0.485133532,0.098882538,1.251700056,0.657269121,0.144136163,2.449563457,90.05564652,1.738905216,1.454441417,1.261023557,1.256738123,1.46409406,1.583802137,1.621717001,1.448991291,1.84515252,0.943181955,1.166950226
24,2.892075372,18.07492288,0.902983092,0.101544316,1.056860338,1.061210486,1.091881827,0.891789478,1.608909793,0.588157668,-0.073606604,1.09224291,0.689991666,3.401484466,24.56461479,1.271655891,1.040972213,1.363124649,1.498798611,1.61360803,1.946483729,1.995737844,1.524631839,1.91397093,2.47429149,1.437889175
25,2.2062848,62.51994269,1.527019224,0.910948349,1.76776515,0.195206074,0.535314045,0.941792538,0.965108163,0.404956258,0.294795061,1.26348196,1.095908744,2.064464061,99.80452665,0.858263541,1.441008722,0.549942307,1.112859304,0.583642792,1.099458895,0.874271294,0.846536452,-0.204394231,1.133673332,0.697369635
26,2.40562708,35.06020152,1.274711569,1.22034012,1.189561788,0.999890782,1.330385089,1.368758702,1.330323486,1.314924671,1.418735057,1.331420116,1.912071749,4.233536171,51.55090731,1.976962507,1.671612607,1.622505708,1.714417552,1.875951279,1.742992898,1.223442299,1.75938024,1.562668559,1.45068318,1.746389661
27,2.067131383,38.02911148,1.278515627,0.935990808,0.888363907,0.299266969,1.285041857,0.944413526,1.010038167,0.190008422,0.948092897,1.564399052,0.84649345,2.299555017,98.20410535,0.740337018,0.693755339,-0.164595361,0.487411525,1.173929847,1.281643659,0.403187,0.975020992,1.376070684,1.060316502,0.60262072
28,3.053111834,58.83515019,1.910837567,1.986396936,2.413311576,1.376598829,2.572105881,1.259223369,0.747750377,1.088705283,2.120635732,1.176066659,1.059225109,2.368163035,38.25922965,1.546615222,1.25728719,1.196319133,1.607686271,1.217912894,0.81776578,0.950255833,0.964858204,1.615919695,1.254994006,1.395250686
29,2.052552673,78.1677043,1.310236111,1.112902015,0.904797584,0.751898141,1.036361305,1.584603524,1.709626134,1.49536585,0.904015521,1.145773689,0.226939845,2.779560318,24.93358109,0.52289075,1.040542811,0.398477003,1.038554227,0.821856917,1.303310392,1.05436822,1.408761567,0.773750133,1.548795325,1.353758775
30,3.867284059,20.53096494,2.063639255,2.486567174,2.006547212,1.283312705,0.648845797,0.960521946,1.249418961,1.52010188,1.761476189,1.512909657,1.758653602,2.037777832,-8.728911145,1.576852259,1.835322057,1.692485251,0.981294338,1.339082455,0.942401912,0.655875052,1.35741263,0.376339482,0.895477246,0.755132275
31,3.186390254,20.78574806,1.233189656,1.449038796,0.94308421,1.329811791,1.479558269,2.386269942,2.554387766,3.076848482,2.263761259,2.364081406,2.218075158,2.895121435,55.2596185,0.99129151,1.832867525,1.355884266,1.831322834,1.256876314,1.725625218,2.410502964,1.820603727,1.843286475,1.834078219,1.660000366
32,1.631127433,-9.746124418,0.403897978,0.755382503,0.537296397,0.222845578,-0.055008856,0.272991449,1.04891343,0.750564672,1.140353066,0.4710119,0.12256539,2.770987062,14.59504309,0.650822671,0.706557186,1.065938786,1.173222712,1.647352678,1.983681525,1.841169574,2.185431373,0.87466447,1.189513407,1.140891737
33,1.223173594,23.08371894,0.624758605,0.65088418,-0.53663696,0.0620445,1.515070982,0.97102307,0.633136861,0.392341319,0.113386274,0.133079193,0.477304105,2.376904,28.82288164,1.145218071,1.013970389,1.266871248,0.554519245,1.80019449,1.379618603,0.795894874,0.671644644,-0.148186631,1.231714778,0.454211176
34,3.017439156,70.13827082,1.253741758,2.225853321,1.5187429,1.607719939,1.64350585,2.183847496,2.03549982,1.83087046,1.461186826,1.581940105,1.126071055,3.658454681,28.29365312,1.812376251,1.129617212,1.31606449,1.643402176,1.625224799,1.773461385,1.412144981,1.216661023,1.614247313,1.092193905,1.345738126
35,3.278062861,49.63902132,1.664747919,1.541790728,1.394701912,2.082854746,1.805060427,1.67477607,1.202461524,1.981191074,1.963641255,1.427061991,1.927639069,3.413808029,-0.266074396,1.198913385,0.587997759,0.560342669,1.50766283,1.339356185,1.180785157,1.733910039,1.506657171,2.504124518,1.68703163,2.41106665
36,2.442193848,30.92504747,1.694897668,0.84166712,0.870758182,0.6717851,0.81198862,1.06112317,0.98002574,1.368536367,0.467041194,1.204874279,1.604773605,2.202373844,52.08459667,1.356425141,1.613559001,1.850834364,2.003952078,0.642629779,1.524409736,2.350942098,1.46473426,1.37272993,1.696133538,1.916795555
37,3.251109849,66.01281678,1.32183731,1.517286451,1.478702585,1.659542416,0.887513698,2.174648742,2.21614462,1.499702498,1.7236423,0.726286913,2.156812372,2.566618073,10.85552671,1.183342977,1.175722197,0.977690243,1.077835219,0.580554803,1.299331408,1.741284449,1.191617606,0.980650751,0.772717961,1.691736293
38,3.240791366,69.97548652,2.486426394,1.814789078,2.639815361,0.996035226,0.938162354,0.807523347,1.27673965,1.00443323,1.31449497,1.633098881,1.986218893,3.261071123,37.53091984,1.99207433,1.080649707,1.478866569,0.791841245,1.303814135,1.423736259,2.098701398,1.579269535,1.840567834,1.038679364,1.972177183
39,2.106779463,91.19873866,1.152752991,0.931865132,1.363226783,1.526896108,1.943583904,1.633124878,1.98651575,1.501636695,1.100436557,1.109053375,1.024290792,2.300754508,75.96948557,1.035679363,1.043899723,0.526768918,1.47767223,0.780030819,1.39072275,1.933084413,1.093594637,1.34579434,1.45264374,1.467174721
40,1.451459075,45.43428215,1.151484159,0.793273737,0.786341475,0.031217774,1.545694774,1.976020957,1.692583938,1.798416115,0.260953913,1.089051646,0.209660873,1.68183929,-2.80134496,1.012417083,0.605765457,0.999103831,0.152549518,0.427067185,1.167129926,1.857008098,1.409328658,1.277849646,0.614884575,0.596198803
41,0.75762555,34.90415868,1.596554637,1.340447144,1.675233215,1.310891967,0.207594001,1.24609708,0.999400061,0.941770672,1.191723473,1.305651419,0.704744482,0.893061543,57.19580814,1.144035639,1.411724619,1.14372813,1.209910146,0.126518446,0.218895568,1.075768134,0.233250439,0.066191914,-0.026655094,0.153622686
42,2.928921237,22.97994053,1.160032938,0.844115822,1.161564932,1.120196816,1.100192613,1.010105811,0.917791752,0.756092335,1.978033628,0.346736332,0.673280435,3.521026376,5.672008344,1.215505582,1.846226846,1.498678604,1.021382561,1.136087558,1.276310179,0.731496337,0.885010387,0.823040747,1.622977338,1.544121793
43,3.2502009,66.2614922,2.342653136,0.368101641,1.544740546,0.244717117,1.070066791,0.767732844,0.803950785,1.351411375,0.918628016,1.450091613,0.524560639,4.140950752,40.18769805,1.421895182,2.08239938,1.172314915,0.65226005,1.423303176,1.889670296,1.949145616,1.177332671,2.341123062,1.666649489,1.703618219
44,2.67040323,82.74807011,2.401794453,2.597196162,2.512133504,1.937419519,1.886950875,2.611298213,2.934796095,2.154133247,1.18742189,1.98373504,1.87023229,3.87703231,33.27061168,2.199396491,1.760971076,2.413337877,1.249976137,1.815544748,2.138737562,1.602182684,2.332327899,1.327981649,2.033477949,1.993087375
45,2.437632296,36.06296543,1.998805843,1.277866639,1.385775026,2.723885209,2.6851453,1.686102453,1.664913598,0.916856952,1.773315269,2.411072112,1.756826598,2.240097812,53.20970995,1.383033973,1.83940362,1.242666361,0.76067719,1.921565243,1.27747648,1.173133526,1.32907909,0.789847442,1.09955798,0.427777028
46,2.885599627,65.81468537,2.010955915,2.272581549,1.653136623,1.223137643,1.086968311,1.489227654,1.534248987,0.634290151,1.38694836,0.998542148,1.553511234,1.527449547,34.23326334,1.598934887,1.094817576,1.548795719,1.02768581,1.027280474,1.389543052,1.043005965,1.329843476,0.80349677,0.959856482,1.039157331
47,2.67194245,76.42043426,1.778532136,1.842686946,1.484306606,2.479618536,0.348875442,2.340319204,1.669624713,1.111033951,1.565661445,1.235842998,1.384248357,3.214935303,64.17322626,1.232089996,1.48765987,1.265909817,2.014465228,1.423619636,2.094072217,1.775699719,0.621148776,0.73452041,1.010030486,0.89791153
48,3.094626537,33.02785669,1.857792523,1.052407028,1.298205444,0.679530413,1.430378545,1.627798414,1.251190576,1.680511368,1.896700994,0.593492343,1.37498459,2.879110311,7.484865679,1.5837645,1.874676333,2.114161611,1.171925512,1.039531584,1.428285064,1.093276402,1.444647963,1.300779725,1.184122839,1.021347911
49,1.871022518,-17.93135009,1.384156032,1.568757337,0.990242146,2.030208059,1.446118447,1.991035358,1.331008613,0.802045821,0.690602014,1.40367524,0.886824826,1.550396217,60.0042555,1.123641799,1.135809377,0.66107862,0.473117352,1.202174625,1.358582842,0.466026896,1.213126262,1.362503019,1.328613224,1.136945057
50,3.166389005,50.79599026,1.905228012,2.287092879,1.916902056,2.152859011,1.487363248,1.683793849,1.777987257,0.40788559,1.08598822,1.318955094,0.797339654,3.295700959,99.5887122,2.329643423,2.377298195,2.316441401,2.088157948,1.948872371,2.223034102,1.68524215,1.012848557,1.315600467,1.808279848,1.701685874
51,3.690300297,27.01238617,1.992387629,3.158300723,1.813797787,1.513780794,2.225356317,1.806279886,2.209786303,1.466719403,1.690582502,1.310968668,1.590313226,3.87978925,32.18539555,2.08678411,2.169680129,1.54920242,1.383452055,1.384364734,1.889807084,1.702860006,2.144850147,1.192688274,1.512967681,1.7723237
52,2.190928129,78.77893792,0.87916407,0.742942089,1.183736923,1.770175172,1.158405333,1.17434303,1.027268354,1.13326484,1.438468372,1.542544959,1.128946531,2.88222521,45.96108762,1.381797838,1.047447784,1.841143033,1.920811402,1.571845128,1.132827423,1.049339976,1.068869353,1.119289152,1.439551463,1.59066809
53,3.678609286,30.63372257,2.136630141,1.812784648,2.435678352,1.527598508,1.984662259,2.277332894,2.047613267,1.792045003,2.109198339,0.976845179,0.638335104,2.60422739,68.04068138,1.612059943,2.024054342,1.242401096,1.958136155,2.140144083,2.350242372,1.774653754,1.380962018,2.321523196,2.31369794,2.154657441
54,2.078209886,7.925102709,1.272864354,1.520099806,1.548500315,1.206478884,1.266511233,0.602574609,0.589977363,1.307437249,0.948992665,-0.02664711,0.214244452,3.136775496,-13.24197613,0.848827443,1.261879358,0.707318327,0.924767691,1.190858245,0.727449069,0.867727435,0.746262905,0.991600487,1.324439479,0.338845315
55,2.136689588,61.98501329,1.367497853,1.301927066,1.206670234,1.151584851,0.21116426,0.654792151,0.592866374,0.598746527,1.093321661,1.355670402,0.88368354,1.089332767,40.50302722,1.724766875,1.489642763,1.048276632,1.300660985,0.464022887,1.00800216,0.342941671,0.634903427,0.387848701,0.912277319,-0.302972442
56,4.276724619,31.21440234,1.638626597,2.307546354,1.36118407,1.211647733,2.023383239,1.930929517,1.906713395,2.001516691,0.624366398,1.37997197,1.427349196,3.413000669,42.74864363,1.28380673,1.930645175,1.616904259,2.304897089,1.817950183,2.223237032,1.374175189,2.10737364,1.196706355,2.551158628,1.129540655
57,3.439788706,38.34224777,1.276712938,0.71219162,1.722620051,1.124742836,1.753559645,1.386534116,1.804965559,0.800248881,2.118064843,2.600098818,2.165084972,3.565648922,38.37030321,1.257111519,1.507481162,1.408377464,1.314147082,1.829398095,1.550114713,1.211212209,1.00358392,1.891774526,2.468174772,1.393756925
58,1.901506643,39.5826165,0.367151818,1.252996271,1.374200944,1.527009302,-0.030881751,0.442326284,1.212368925,0.559302901,1.575089787,0.483590164,0.16656519,2.926120803,14.3968389,1.114822132,1.077665043,0.860965321,0.329932078,0.970837484,1.604673673,1.841996996,1.582880997,1.590593559,0.992684291,1.571338562
59,3.415029103,18.34043761,2.411386241,2.005284464,2.721417698,2.230869757,2.124458361,2.3820923,2.153167495,2.343981916,1.773846819,3.026957472,2.099538721,2.263986522,45.85946498,1.538148412,1.442395416,0.717925878,0.293353716,1.014947492,1.229152122,0.554163859,0.943399517,0.611575191,1.133712593,1.405660766
60,1.647424335,59.75441799,1.432321587,0.760102368,0.807349207,1.818587235,1.146124489,1.094295646,1.365283974,1.411252854,1.185248021,1.50463751,1.515308661,1.598967648,53.38948472,0.772535316,0.472303206,0.496214862,0.985341056,0.376874049,1.352648631,1.441418129,1.247156525,0.895446744,1.25732421,1.074089526
61,2.679508922,58.5344697,1.359847239,0.491771768,0.657013794,2.796359577,2.497853338,1.586178326,1.443197155,1.080682893,1.952879827,1.407216051,1.898410626,2.259805722,48.90542558,0.902921741,1.388068784,1.598226563,1.801867584,2.066470472,1.398311795,2.124534116,2.295728553,1.528115447,1.088996015,1.177367983
62,1.875118314,31.71573004,1.614424922,0.78815153,1.094681866,0.87517955,1.441957019,0.647655616,1.061631283,1.243096021,1.145259997,1.135377524,1.052089324,1.469613842,29.20116893,1.023580731,0.82704059,0.507646435,-0.078299164,0.185600393,0.227589996,0.166105114,0.632119006,1.517896184,1.003258027,1.281702094
63,1.906096553,58.61616621,2.431708122,1.993129188,1.444187563,1.640275318,1.572663679,1.752966502,1.742263295,1.203027024,1.189277905,1.205292731,-0.217457933,2.685775022,103.4252024,2.772637344,2.419348545,1.619187602,2.142002691,2.367337127,1.94140348,1.682766217,1.134469638,1.010748733,1.898124489,0.550470399
64,2.852929662,48.84855433,1.594798012,1.308822644,1.056224131,1.216130315,1.744281755,1.930968035,1.075432739,0.89552063,1.060370027,2.263043789,1.364985183,4.032614203,106.6463511,1.994130954,1.590565901,1.290452126,1.881575352,2.617334601,2.130890412,1.682260526,2.079813255,1.293882624,2.216702282,1.244098733
65,2.394424735,-19.43678832,1.31812014,1.052496851,0.832966331,0.686106677,1.999116915,1.505208902,1.518945598,1.058420912,1.632646487,1.056737347,1.015644496,2.863726828,9.382319022,1.975549654,1.567215534,1.17052283,1.797950796,1.979075269,1.716459034,1.698215794,2.408251588,1.773283887,1.945330896,1.853675585
66,0.548977416,27.19077338,0.837056669,1.067889441,0.661999921,-0.037002467,0.668177311,0.678036501,1.184087398,1.74286426,0.934139908,1.043007432,-0.171050305,2.550874631,36.34550971,0.666306197,0.730324032,0.871830071,1.368251844,1.939213413,1.382907564,1.668276675,0.79748367,0.865902072,1.380850011,2.001986635
67,3.855893989,62.40928474,2.498191516,1.565669145,1.559108386,1.98424986,1.269997385,2.204888119,2.324071986,1.466850112,2.825374708,2.747134047,2.722355642,4.265656847,68.48546945,2.945722656,3.145383115,1.594586723,2.42733999,2.467307609,2.718064146,2.464909543,2.201795558,2.016819608,2.977898738,2.230163991
68,2.67618359,39.93808362,1.725555334,1.74988798,1.248002722,1.304229412,1.241758856,1.986698581,2.3195488,0.5263079,0.788115012,1.070561061,1.302029467,4.147205777,68.4450757,1.768302759,2.002795182,1.756712221,1.834251839,0.620974977,1.374458782,2.287308547,1.817189794,1.080659901,1.796872599,1.586199209
69,3.229817229,34.76411083,1.542986494,1.212573073,1.561015816,2.192803284,1.064758158,2.126241515,1.824557809,2.234481134,2.076522289,1.396101732,1.851667011,2.96250343,39.93784481,1.795038584,1.867297708,1.851128555,1.969605204,2.08498919,1.55977048,1.50763867,1.979959149,1.921036491,1.514235559,1.141144798
70,2.898493616,44.02577264,2.062013734,1.577179379,2.169207477,1.720760748,1.654320087,1.830266136,2.129714045,2.25739627,1.735147432,2.030233587,1.741763451,5.006871987,22.79242042,1.593566106,1.897165613,2.14376336,2.074139018,2.315988678,2.288217566,2.493264219,1.74328505,2.41883787,2.520151784,1.50981137
71,2.802539384,58.88594222,2.125687639,1.697980489,1.806412063,2.040186388,1.520493488,1.810155783,2.034216326,1.318085545,1.76886547,2.163406035,1.885601245,2.136246725,9.889493265,1.205929999,1.383638656,1.357830106,0.925710622,0.554032254,1.258166154,1.04046157,0.685832203,0.658444933,1.084458977,0.625266462
72,2.563363188,76.50234629,2.58778402,2.206608013,1.24531355,0.851670608,1.923436433,1.612065453,1.141671094,0.950601859,1.460496903,0.66834651,1.987866734,2.33339335,31.06946831,1.761540149,1.888107109,2.092095147,1.475583849,0.818444936,1.083422422,2.076480987,1.987035265,1.80314336,1.357106183,1.399626827
73,2.593177457,50.00330026,1.913865571,1.565859573,2.022260994,0.111231877,1.439447694,1.864033601,1.377052136,1.47738022,3.058322722,1.555775335,2.622051561,3.889232076,67.39920615,1.886875394,1.95226759,2.260679157,2.17549689,2.525893893,2.466867154,1.430385719,2.240175239,1.973324169,2.414835516,2.2550274
74,1.328447505,56.48676913,1.236789699,0.695538942,0.520822305,1.626034646,0.006448391,1.9586822,1.293475702,1.614505681,-0.110648993,0.618256105,1.52878867,2.830709899,15.13108028,1.228392902,1.531148649,1.173766043,1.5446379,1.106568395,2.410944998,2.077249196,1.500579853,0.639278558,1.591654647,0.584483901
75,3.260095564,97.98745312,1.529589461,1.83981893,1.159849697,0.85499692,0.348118784,1.106951208,0.673110741,1.388200768,1.947402717,1.397413715,2.040561168,1.992023654,58.38476477,1.070502602,0.993903709,1.732816956,1.88039532,1.665447569,1.289501857,1.9854378,1.362702885,2.458779003,1.640943336,1.455592528
76,2.527057685,59.41462137,0.8175135,1.244835258,0.926712017,0.945324816,1.594367722,1.46317211,0.919022228,0.972048697,1.599481956,1.778797154,2.06453863,2.774827435,82.83208264,1.666712598,1.876706308,2.07655242,1.721103439,2.047893171,2.476452755,2.173067133,1.875025354,2.219543918,1.760686006,2.411881196
77,2.520056708,69.88423576,2.010572129,2.072707773,1.179952833,2.975164069,0.062077792,1.864580429,1.230931257,0.898608042,0.448954751,0.954193881,0.630212834,1.873057961,27.20600816,1.436768322,1.183332039,0.368906912,0.84254969,0.585105147,0.86026874,0.724290531,1.265462807,0.383947364,1.14442282,0.340411971
78,1.106921212,96.37736077,1.17034581,0.136424026,0.00079785,1.236790378,1.374615451,1.296107346,1.6503761,1.071586857,0.831626239,0.698043875,0.850272949,2.14486078,119.8393916,1.007953116,1.141657908,0.208345863,0.917404333,0.918413861,0.965618763,1.14169,0.602457741,0.56314104,1.093340214,1.392611096
79,3.076071129,73.90964032,2.352769565,2.207458723,1.626135379,1.251753662,1.580208966,1.838260051,1.154503251,1.640293893,0.227254356,1.415799033,0.60641827,2.16164724,-15.09795543,2.383737008,1.564284613,1.034646725,1.711560074,1.397855066,1.597794478,1.831829708,1.81778478,1.102292911,0.960325794,0.145537109
80,2.198728536,61.63783953,1.315516057,1.328559984,1.568451599,0.765021124,1.409922792,1.973550113,1.198593443,1.262376794,0.773780159,1.487622851,1.998743213,3.036456114,66.4564837,1.836893925,1.769571523,2.290658986,0.954713872,1.188110759,1.439945081,1.629055021,1.131431686,1.629296384,1.369327007,1.479522739
81,3.420577731,47.53353784,1.206576439,0.803753525,0.864549168,1.80905896,1.055248489,1.048198518,1.528047908,1.148056784,1.778517249,2.619362866,1.263587274,3.022260023,-15.47338047,1.334792629,0.953435182,1.261424544,1.545230902,1.595259722,1.298408286,1.704108576,1.298633785,1.617409308,0.965882451,1.246171989
82,2.396048838,-5.43200758,1.455780695,1.413655934,1.123829724,1.253654733,0.85092845,2.239836586,0.969840229,1.161920955,-0.094340348,0.622834689,-0.023431732,2.877009249,26.2818725,1.252192258,1.025818904,1.305343562,1.795708465,1.581094171,1.463191358,1.358545068,0.951347539,1.378074881,0.959481233,0.801263219
83,3.219554658,65.66486919,2.10786821,0.185452939,0.877722644,1.919970945,1.466519101,1.384734997,0.830171038,0.161690044,0.602244621,1.388761726,0.637550209,3.578093113,105.0565723,1.79139595,1.679706171,1.803953082,1.617902791,2.284667734,1.994872459,1.425808744,0.689985182,1.480208855,1.720984447,2.114987029
84,2.271844125,18.74818261,1.654402002,1.906084835,1.173947399,0.971196802,1.480513388,1.276339533,1.22413737,1.160018857,-0.275791864,1.203737593,0.065063215,1.640920257,18.99615999,0.50765446,0.760950689,0.476471042,0.670858929,1.026596003,0.786372756,0.764449415,1.268976096,-0.258480775,0.415648534,-0.042541901
85,3.074876287,21.48307153,1.136067478,0.449306049,2.022618101,1.743418649,0.87975766,1.677845331,1.382469584,0.745117497,1.343149503,1.743691087,1.807987378,2.285927246,32.3322237,0.894439969,0.121343643,1.610457411,2.01957019,0.631357191,1.300423392,1.882683537,1.971511734,1.748973383,1.288013266,1.004992046
86,3.121497519,54.94290706,1.470554437,1.999293355,1.885644994,1.810579062,2.083073703,2.200534257,2.352978392,1.946807257,0.809050288,1.394188425,1.229650654,3.150443117,70.077045,1.306963686,0.804132827,1.129451095,1.724618804,1.396857323,1.648493221,1.495477722,1.374421671,1.215853304,1.192367519,0.937071754
