ID,w3-assessemnt-result,w3-reflection-length,w3-1,w3-2,w3-3,w3-4,w3-5,w3-6,w3-7,w3-8,w3-9,w3-10,w4-assessemnt-result,w4-reflection-length,w4-1,w4-2,w4-3,w4-4,w4-5,w4-6,w4-7,w4-8,w4-9,w4-10
13,2.392016738,48.26606415,1.942720896,1.308248324,1.615480953,2.125352602,1.675998582,1.559850379,1.442833687,0.458456936,1.492698411,1.180797857,2.706544683,55.53512878,1.5186581,1.576249768,0.90699724,1.371605456,1.090292269,2.099309184,2.23557364,1.455903851,1.529540915,0.723893852
14,2.484076991,46.86360378,0.427220025,0.720328536,1.680811997,1.713683989,1.374063229,1.829281301,1.78982691,0.442738214,1.501439416,0.972020417,2.817413582,118.2884084,1.048184822,0.645187142,1.504622007,1.662740662,2.160370807,1.93749254,1.658643845,0.83547374,1.211893477,0.908228952
15,3.361947204,66.4207438,1.408479278,1.038192022,2.119809407,2.140578233,1.540432926,1.482399468,1.663969228,1.396558987,1.364352373,1.751027333,2.223863624,102.4172228,1.264378799,0.931478583,1.869274812,1.611776891,1.517748251,1.67800015,1.501325296,1.116412766,0.619321416,1.093093721
16,2.888098813,67.31426826,2.045025021,1.898480205,1.798780988,1.932908425,2.453119678,2.354364115,2.43486989,2.743347048,1.831009575,2.123032259,2.631003754,42.368452,2.07937423,0.928963584,0.793832013,1.018742838,1.016459024,1.202815056,1.457098087,1.442687624,1.370781576,1.895096006
17,2.98340714,81.48046626,1.822845463,1.754976333,2.025728532,1.530550292,2.083133893,1.465581018,1.481902428,2.365865653,2.595071418,1.801677498,4.119188072,-6.440535682,2.291578537,2.327282338,1.957210102,2.300486581,2.686129999,2.247296331,2.245888838,2.474268509,2.459878587,2.410107599
18,2.668354352,103.6248756,1.533009632,2.00573612,1.092796411,0.986013729,2.529108113,1.532120848,1.906572608,2.154543396,2.139248599,1.602534468,3.0495944,7.239066855,1.104320258,1.776719268,1.197104359,1.694471874,2.012042977,2.099007758,1.472298715,1.489680132,0.675566709,1.719082685
19,2.853719669,27.89512103,1.539699346,1.755283584,2.254315987,1.437650454,1.166071684,1.64292381,1.785487041,1.774195646,2.194988361,2.229687107,2.392465853,0.65467953,-0.040728533,1.183975654,0.467376313,0.453530948,1.276346159,1.174768675,0.998575945,0.833048984,1.171544573,0.567692825
20,3.645997746,8.088217554,1.28220133,1.66248013,2.157113373,1.563956492,1.77717549,1.792052297,2.778310294,1.353657236,1.313681447,0.625652526,3.021755656,59.720823,1.731880621,1.386580659,1.558054561,1.770748433,1.492864884,1.335907674,1.356561742,1.019221741,1.759428736,1.404624569
21,1.907554499,24.21186931,2.184733126,1.730647512,1.790933693,1.300909844,0.862533966,1.727751837,1.501601283,0.739843956,0.866730971,0.358150336,2.99293082,85.59578644,2.089105335,1.804845834,2.318213257,1.760510886,1.781952055,1.33338022,2.022665546,0.58298118,0.480992373,1.159051299
22,3.348046761,58.83383927,2.390325269,1.831847889,2.216461357,1.840202739,2.557515671,2.294905271,2.491831104,1.822814331,1.904979106,1.697989831,3.067517696,58.67188339,2.233818517,1.537027818,1.753711767,2.487902228,2.192157722,2.31400801,2.111024899,1.590914719,1.644603345,1.73409189
23,3.192993705,20.61424206,0.766879652,1.036587211,1.524989995,1.887109786,1.651607,1.324124511,1.952445118,1.611088271,1.523461999,1.333824881,2.94684705,37.20454784,1.384503101,1.41012192,1.240654346,1.865990123,1.843761759,1.770178686,2.447760262,2.193134292,0.978976787,1.393940593
24,2.114359348,30.72676616,0.500438021,0.494536966,2.082866142,2.00480661,1.496741977,1.112253117,0.763239368,1.27432372,0.511503261,0.402789238,3.224174661,37.48431025,1.009783473,0.685601203,1.926319228,1.776272766,1.493667102,1.634551451,2.143831172,1.123607725,1.123095579,1.054513953
25,2.310027994,63.72035523,1.148160745,1.262498508,1.236079674,1.909233168,1.598087639,1.445045459,1.252518738,1.841762457,2.187496888,2.333687464,2.317862465,25.31552112,0.79765906,1.000773331,1.886568093,1.483128195,1.678504683,0.799157638,1.65392534,0.397757461,1.912989437,1.424612915
26,3.776473838,56.35582489,2.929173164,2.392982528,1.196147141,1.591252953,2.201589835,1.21811117,1.798004619,1.367590603,1.128886983,1.887667134,4.802294684,101.0039735,2.118584034,2.981124726,2.126746647,2.417898107,2.383357736,1.704460566,1.750471517,2.726480143,1.806474388,2.292364028
27,3.935012274,75.77494765,1.875695513,1.637120916,2.131120593,1.702404245,0.943580974,2.138291831,2.470196737,1.272508197,2.200262087,2.102207917,3.569122701,83.38011298,2.102287574,2.517846841,1.953743895,1.658873895,2.393582074,1.047287644,0.799815777,1.610312451,1.191551012,1.543915405
28,2.569185482,21.80982195,1.518418019,1.400927603,1.611256908,1.443774341,1.957766638,1.456023792,1.37604757,1.604965799,0.023108221,0.974446174,1.7355712,49.09887445,0.48473003,0.703532346,0.303923587,0.372446219,0.202813569,0.108045981,0.318856575,1.304699984,0.010931162,1.397533286
29,1.901062062,93.71007997,0.924794687,1.440875635,2.197021616,2.517099672,1.137191116,1.495912193,2.048318385,1.410879233,1.334636665,1.514019257,2.476466203,104.2150635,1.480390081,1.349698917,1.57231224,2.089435485,1.641684854,1.050461606,1.367515391,1.361044964,0.378680819,0.350469459
30,2.879855486,1.203283412,1.711805867,2.150107014,1.731824762,2.071544976,1.905822257,1.375430998,1.732338601,1.033284826,1.328881668,0.593489924,4.055103306,-6.531697808,1.83442207,1.60810564,2.114290163,2.417888425,1.991496485,1.786529473,1.480900388,1.649232337,2.282260212,1.25125559
31,2.459397436,73.8872013,1.122123716,1.547319004,1.903015368,2.043963031,1.978550351,1.729620877,1.198410475,1.187283237,1.415460489,1.627962821,3.145236941,20.10809045,2.523492763,1.745474116,1.583153411,1.648333574,1.273826266,1.189923318,0.759983906,1.214965819,2.085517432,1.190220723
32,1.221102894,78.32984368,0.811729576,0.456666577,1.613774623,0.758476278,0.935421243,0.916549218,1.21173601,0.862368932,1.102585588,0.686068786,1.416774238,74.77115105,1.304027902,0.847262101,0.821714148,1.270708027,1.20279202,0.836174956,0.865186564,1.073591361,1.015032413,1.484449804
33,2.171475241,10.99401851,0.774779572,1.035677385,1.368716895,1.458836206,1.184965899,1.756738221,1.702282174,0.367275185,0.509927264,0.100050307,1.580334895,-4.496149709,0.892060049,0.681700962,0.770356546,1.350231765,1.339299171,1.23755839,1.083970292,0.834944099,0.589026764,0.655481249
34,2.065898884,36.54159024,0.666995992,0.543553119,1.225227802,2.067010423,0.799918471,0.654406121,0.701325866,0.449474503,1.063024892,2.115853919,1.991479627,-1.197387746,0.889353478,1.663516182,1.427667078,1.389422179,1.26078289,1.266950673,1.855174309,0.631260788,0.468002007,0.886139848
35,1.034216281,57.91668917,0.250199442,0.856592459,0.326842952,0.87298244,0.479749115,0.636605812,0.566521548,0.028289955,0.888036005,0.61754738,2.526320323,47.29494479,0.953690315,1.808100112,1.190435156,1.769424143,1.812965347,0.634292643,1.278055598,1.563528427,2.125272332,0.762177847
36,2.730919545,49.76404101,1.809226296,1.957522838,2.792964811,2.271412054,2.158821953,2.038803398,2.186943285,1.497460163,1.271754803,2.327770964,1.902140023,19.62852384,0.470370435,0.595587313,0.94204695,1.50363951,1.202637089,1.177749163,1.182978576,1.51827112,1.02110571,1.740942987
37,2.324142761,12.57082858,1.70708685,0.910300865,1.641117976,1.866085761,1.142809781,0.678783633,1.378392286,0.863901203,1.117080147,1.643691959,3.236853272,29.59915104,2.606214017,1.720222971,2.044572858,1.819559626,1.643051023,1.943390237,2.015762832,2.230777394,1.980059156,1.410509249
38,3.204842919,51.78414903,0.998200364,1.257510754,1.822653527,1.620472473,2.14906039,1.345879319,1.288964535,1.272862408,1.622980857,1.029050796,3.105262182,67.0004874,1.277260332,2.073798383,1.567386902,1.929581269,1.812506239,1.7201462,1.921211127,1.849754944,1.924220064,2.20027958
39,1.648504383,64.13103209,0.684937888,0.295429212,1.616487016,1.348982552,1.509435552,1.410935869,2.031387824,0.881315533,1.194538686,0.807490057,2.582864114,10.02148339,1.496812343,0.748038096,1.082979518,1.274932122,1.501315343,1.800575559,1.795421061,1.207608091,1.679841663,1.759359891
40,2.083014752,46.24252281,1.433165851,2.586571574,2.486452016,2.268439137,1.256855764,2.331808185,2.26838706,1.238668193,1.146564175,0.929165771,3.13231655,57.59205876,2.304018432,2.12531133,2.466664793,2.168699077,1.818381149,2.480355344,2.577563427,1.585238756,1.404067207,1.335038514
41,3.309614463,28.78773269,1.319603897,1.604109917,1.803747273,1.37132283,1.395061629,1.522838752,1.737938341,1.814670378,1.646860466,0.905001103,3.793818457,31.16713879,2.254228042,2.178648848,0.910459081,0.738715821,0.922097523,1.951133234,1.387383745,1.766589008,1.195007209,0.504014097
42,4.642544219,6.063271082,2.482803062,2.599947148,2.081002285,2.871851033,2.632348358,2.363639099,2.023628085,2.741105593,2.465378488,1.822919831,2.991914014,-25.25833015,1.989910361,2.278948429,2.049802093,2.300832579,2.185236685,1.763586061,1.572849333,2.171298868,1.628182832,1.963020623
43,2.645834803,75.74356512,1.86175362,1.016247873,1.173610936,1.236807609,1.843123372,1.782989923,0.505906927,1.029655455,1.386269985,1.550942254,3.039214766,83.68412784,1.306774671,1.239447274,1.25005831,1.788598625,1.736438201,2.038926327,1.897644353,1.991452419,1.598777595,1.445530523
44,3.518234031,27.08083043,1.953414203,2.154610774,2.053240209,2.092849555,2.232301819,2.282069469,3.014562749,2.084984772,1.947412358,1.683933842,4.358391231,55.81827688,1.710938662,2.132551102,2.307474458,1.960173037,2.623987903,2.620249635,2.156796778,2.990546978,2.411870924,1.961333528
45,1.558364404,32.42106159,0.05549396,0.658795379,1.12380475,1.625124135,1.20690012,0.344170805,0.799727703,0.286051257,-0.176395413,0.323130695,2.847711509,67.24683757,0.880128912,0.592273649,1.840960121,1.744023061,1.22286578,1.224822688,0.834556088,0.446005979,0.871661837,0.875079519
46,2.346703794,45.34975131,1.160554673,0.477560233,1.279826747,1.399064245,1.952551347,1.312915395,1.563679831,0.717070988,1.919851624,1.135188862,2.872211484,97.0932803,1.122620126,1.155066461,1.546481143,2.205923493,0.828455715,1.163416563,1.336404944,1.04781421,0.874705987,1.277350816
47,2.955220895,106.178572,1.089782769,0.673394859,1.106276156,1.349047853,1.407849761,1.660399625,1.809450026,0.119970399,1.224228228,0.506611582,2.495327807,15.57042708,0.40442916,0.533042322,0.9084925,1.117834022,0.438155365,1.398454928,1.060351667,0.184451018,1.283502045,0.711731341
48,2.932976912,73.48290983,0.108043533,0.978826022,1.31029511,1.411615808,1.991299631,1.551559857,1.557091143,0.931475818,-0.338437065,0.394843883,2.870256725,130.55548,0.123818075,1.046530704,2.160809045,1.887889031,1.771766912,1.773231598,1.741631354,1.547587927,0.96949989,1.541562842
49,2.685335712,20.55405291,1.69458067,1.818291586,1.101064232,0.868195369,1.008528474,1.148219021,1.706455229,1.756828242,1.523643385,1.792011706,1.980096088,36.67194708,2.309854222,1.637281667,0.877302183,1.532851048,1.343992581,1.706209346,1.289650162,0.968145134,1.547019733,0.651018103
50,2.319977659,56.16795092,0.512626453,1.377151933,2.006772083,1.41647409,1.403868626,1.544967086,1.890460712,0.721241672,1.036289202,0.797149577,1.809893471,93.71779129,0.458208351,1.590840575,1.253010737,1.704063593,1.303852296,2.203789226,2.260840572,0.491434579,0.054489991,-0.242620426
51,1.38425355,20.90827082,0.44308582,0.332775251,0.982080694,1.410644429,1.220624945,1.673214383,1.091200815,0.46904569,0.635778624,0.78661587,2.31080575,24.73157321,0.965300085,1.014664653,1.847041282,1.730091615,1.981735463,1.606765872,1.197975342,0.727055822,0.478650141,0.787425271
52,3.547135417,61.93252669,0.856457647,1.823740058,2.376266535,1.518688211,1.805459961,1.775015281,1.895222125,1.324504868,1.433291075,1.359782256,3.379634527,65.44256461,1.102572802,1.705788105,2.194159277,1.90303467,2.04943953,1.041496074,0.889000461,0.723598817,1.799982343,1.295902817
53,3.896767889,110.8461614,2.240875421,2.080739602,2.015050237,2.225834035,1.757427552,3.118432741,2.676127384,2.141271768,1.543445532,2.087079692,3.465643053,65.79480587,1.195874779,1.00358794,1.617748426,1.714988578,1.578846146,1.797226622,1.504601305,1.28824374,0.953005909,0.931849985
54,1.614560929,78.1855921,0.323640545,1.226985335,1.382530763,2.117929361,1.656927875,1.901620944,1.363828186,0.921806214,0.495426124,0.61007541,1.571022897,96.79683842,0.712196406,1.116606984,1.976978174,1.898428782,1.886800723,1.478022436,1.757329809,1.132945111,0.455486172,0.99018721
55,2.098422383,24.74658894,1.460028522,1.909688327,1.734479214,1.629469835,0.949688819,1.326709738,1.205083835,1.674740699,1.570917048,1.975411863,2.523292151,-34.36086895,1.633658485,1.17738032,1.71401459,1.496112587,0.946567718,0.942955941,0.734195732,0.699068761,1.451525499,0.72128588
56,1.913907222,47.78886807,0.841270531,1.098237829,1.677026998,0.598033832,0.489514718,1.042317372,1.048838506,0.02374701,-0.374335917,-0.106151906,2.708774993,103.4999527,1.459742697,1.032686726,1.583198824,1.08528713,1.145111814,1.236100709,1.371826318,0.746055653,1.207898637,1.523786363
57,2.938227203,46.82354671,-0.04785629,1.23165101,1.972185572,2.29558381,1.852155557,1.593832276,1.801246412,0.836378001,0.661597819,0.33516853,4.547051418,70.44684382,1.840224065,2.434420865,2.868165089,2.971132238,2.746615227,2.959923526,2.671018349,2.801305467,1.445530125,2.124442314
58,2.459663606,67.81152452,1.470083906,1.629627356,1.415758009,1.613540828,1.571464444,1.419520389,0.978988107,1.893873747,0.627988747,0.350227387,1.470747609,113.8090814,1.044387346,0.772600614,1.293912505,1.367674087,1.307931818,1.378452847,1.226911975,1.407175361,1.217261285,1.061913965
59,2.703351955,73.18873471,1.607698028,0.919742374,0.91616063,1.73386734,1.364740983,1.867439804,1.184071568,2.06307551,1.273436345,2.113272199,3.744817382,36.34532709,2.250177047,2.049031448,2.516383052,2.363800335,2.088878303,1.473263832,1.303571013,1.580329555,2.045900963,2.673631141
60,2.689510074,-1.458327483,0.087028931,0.475891724,2.300701887,2.534748094,2.230111643,1.493266437,1.799767628,2.020236943,0.521052108,1.305363716,3.431156752,1.801342203,1.559941241,0.626575581,1.143818222,2.119995733,1.85908413,2.08579637,2.529866452,1.332911302,2.053464775,1.417725995
61,1.941119912,52.57456824,0.993851054,0.725661069,1.486357384,2.206770374,1.263847505,0.978959394,0.502046917,1.386719048,0.789232812,0.789155978,2.443605685,50.5915967,1.749590318,2.00215126,1.585077886,2.151016615,1.677885747,1.760199657,1.824606989,1.485646695,2.282236288,1.112412608
62,2.480256087,42.01957901,1.610929824,1.436097051,2.14425166,1.512238588,1.738621049,1.598119031,1.297943353,1.23713941,0.458366651,0.651492618,3.424240553,48.26321026,1.102778475,1.593855591,1.812350814,1.815267006,2.283234703,2.096728017,1.743787486,1.78256876,2.076510024,2.718914438
63,4.059423925,46.8466542,1.778057038,1.939940189,2.369485051,2.21934287,1.254344457,1.831704727,1.744097949,1.981713805,1.242909233,1.888342267,3.804600858,16.30603058,1.935230066,2.081650205,1.803353503,2.397574273,2.143974887,2.55204517,2.031831722,2.475805578,1.504700196,2.024875029
64,3.085904884,41.77575851,1.857443911,1.237406426,1.204621555,1.207979798,1.896553217,1.499519745,1.448440047,1.669267846,2.118488403,1.420744806,2.085507691,-30.93084698,1.520732636,0.606500709,0.497406674,0.958861252,0.866468732,1.049847823,0.488620869,1.124569797,1.030325642,0.59005668
65,3.826793124,21.04369645,1.047781189,1.449647579,1.281295377,1.679541192,0.969065329,0.841797003,1.404424431,1.097605806,2.25299465,1.053965518,3.865704215,46.75770681,1.685631618,1.368755995,1.551914567,1.994806353,1.640949937,2.017975816,1.337689952,1.407954812,2.000397787,1.663626289
66,1.406811079,73.35955247,1.403838166,0.409109353,1.729226189,1.233442618,0.47744426,0.99784152,0.534469389,0.236228983,1.089880694,1.209142334,1.522206997,91.64623063,0.294926507,1.143325623,1.160269361,1.199241791,0.914972239,0.423477717,0.520804995,0.205998687,0.381788575,0.536457323
67,3.906752188,-15.15335953,0.816561423,2.125126118,1.681461824,1.528131531,1.705875864,1.874253785,2.269569537,2.55786759,1.028919431,2.176768198,3.568471181,28.91888163,1.827947649,0.968199473,1.439448686,1.77263085,2.027255452,2.005248698,1.210286231,1.978524608,2.090160976,2.381390347
68,1.87454604,24.14468167,1.571099234,1.293595383,1.452322511,1.600890884,1.530459483,2.173940329,2.536155807,1.513511566,2.108460334,2.268620781,1.959199556,-7.314577941,1.041997227,0.913724499,0.637630928,1.081146474,1.287471238,0.618867777,0.733286317,1.759781644,1.775680934,1.970442444
69,2.039896489,37.52897744,1.349369861,0.770946001,1.258774106,1.608168767,2.226251316,2.174578312,1.447588235,2.148425817,1.881487535,2.022529849,2.987175784,32.8443967,1.802292528,1.302610486,1.467287202,1.827617393,1.596159738,1.800811497,1.686900812,1.445280217,1.413600687,0.801350098
70,2.532343178,-11.60518556,1.403343272,1.587936379,1.168553088,1.324849446,0.92597113,1.458067784,0.532167041,1.559605879,0.507258427,0.018516753,1.903823831,18.95681364,1.108858466,1.233068023,1.475206247,1.481564079,1.457822075,1.30462356,1.373717068,1.29483286,0.38391553,0.891346547
71,3.899345842,88.84333778,2.823373093,2.307459074,1.836122905,2.333895746,2.763095697,2.828567426,3.109342468,2.010464662,2.219796009,1.814619091,2.931848939,50.84521696,2.230676742,1.834492106,2.351864923,1.788935487,1.620034326,1.416055797,1.350687791,1.83661569,1.402141219,1.411813037
72,3.884034712,7.129944815,1.180147246,1.05386247,1.655417758,2.523006912,2.087302219,1.476331297,1.811487649,1.390766208,1.427198298,0.838042436,4.677353749,7.028459465,2.412224786,1.474920106,1.962167667,2.504081492,1.739117962,1.734344753,2.330287832,1.649655884,2.684275792,2.147071559
73,2.220068602,39.61548881,0.88158697,1.109687249,1.320922914,1.834882736,1.22290036,0.658843725,0.963306679,1.40839596,1.218065038,1.389765833,2.637919813,51.06287335,0.966966496,0.883617198,1.079227872,1.301992694,0.942309395,1.384158334,1.019063558,1.532681377,1.23823318,1.443234826
74,2.395010213,91.64391995,1.350879794,1.853016962,2.341607082,2.035099573,1.389543556,0.933779474,1.043475983,1.610194705,1.771990731,1.219257155,1.978178982,19.61446593,0.99084457,0.685977628,1.366581691,2.011331569,1.479144417,1.708755478,1.15330084,1.015912051,0.294857987,1.070813728
75,-0.044383608,31.52960763,-0.145897644,-0.389912618,1.170974191,1.535997468,0.25798111,0.365296225,0.955514553,-0.047787595,-0.272353879,-0.126821882,2.335963362,56.3006852,0.531949468,1.360501854,1.832450781,1.395438499,1.41866082,1.379585797,1.742180204,1.099618974,0.946140021,1.021782683
76,1.219319149,50.1346344,1.002246595,1.421083566,0.656476421,1.371738835,1.011693044,0.888015433,0.405365278,-0.043392322,-0.048305916,0.286638494,1.420079926,77.04736676,1.008924546,0.708049283,0.863110414,1.811933225,1.286396262,1.597669045,0.880968694,0.947317954,0.798695595,0.809866373
77,2.068224508,94.8887339,1.434648664,1.230412687,1.742897538,1.102333436,1.064655081,0.962294782,0.943135347,0.444962097,0.555852481,0.365605102,2.606531723,65.95296502,1.431408843,1.11166049,1.770235498,1.889698659,1.714634644,1.793665876,1.992485419,1.74973276,1.236595387,1.195660256
78,3.839883319,54.77550315,1.958535275,1.319364757,1.564541272,1.258452775,1.816239101,1.183657525,1.507448045,3.161644378,2.089586103,2.273997833,3.242904431,0.972692147,2.012729368,1.524802452,1.443417459,1.57060234,1.89488931,1.849175637,1.974510434,2.156116362,0.975976682,0.943487113
79,2.329110051,37.35543912,1.032798902,1.754574408,1.975202703,2.257066796,1.48847899,0.909510163,2.053697008,1.463644935,1.774689895,2.140654546,2.81981093,100.2301201,1.810562055,1.486234148,2.034968461,1.529568507,1.202396437,1.45170481,1.421736888,0.604443943,1.158745671,1.389846285
80,2.398604876,31.86447146,2.169654987,1.402492503,2.416100787,1.897842218,2.200390857,1.213547956,1.286256121,1.109207504,1.046634189,1.723124514,3.612145554,20.706267,1.605623997,1.934308339,1.98472938,1.975958552,1.462821368,2.142947378,1.361660378,1.789641532,1.702677469,2.310795917
81,1.387234596,14.61921692,1.023810119,0.688135022,0.776159938,1.06811746,0.842324651,1.268041782,1.514561242,0.500270539,1.084947743,0.677317221,2.79092806,44.98111532,0.593476675,0.48657462,1.253714515,1.50310169,1.64034768,1.519306282,1.915249329,1.442007312,0.630853907,1.080682854
82,3.576542706,71.3581929,2.739320318,2.012000145,1.807771002,1.605526567,1.019996864,1.693010799,1.081657011,1.954197706,1.291804008,2.364640523,3.495622807,90.16605872,1.461824751,1.556024638,1.15920412,1.486686868,0.856763945,1.230883186,1.356812308,1.785062226,1.147892574,1.995826853
83,2.557925149,23.93285632,1.347301065,3.179413468,2.336349649,2.397281578,1.634472706,1.337046165,1.911797902,1.333434675,0.311968247,0.487386033,1.924407553,-24.52139347,0.145303557,1.195906355,1.266634169,1.107826416,1.439165769,0.776782242,0.625604095,0.607763895,0.982636467,0.10776415
84,2.748187383,83.592264,2.003577346,1.388599958,0.743079198,1.435518243,1.483404065,1.240277599,1.184022103,1.537087561,0.690074149,1.222510683,2.967375907,71.11452162,1.524474255,1.820381215,1.628425664,1.330789391,1.617264039,1.254004877,0.5644623,1.552212778,0.621073776,0.803073892
85,3.08512606,70.2220662,2.361599335,2.616022999,1.618659646,1.988443337,2.23113368,1.004748555,1.475735196,1.728894923,1.178335807,2.410597003,3.617489962,55.45339783,2.51241551,2.501105622,2.488083041,2.616294648,2.347220313,2.514562249,2.779447579,2.670259453,1.288076998,2.088711959
86,2.856882628,106.5050996,0.858793376,1.426014406,1.368409053,1.865338408,1.478672106,2.112995934,1.467625582,2.054950277,1.090673066,1.158845304,2.526149378,73.09717943,0.726825004,0.24127991,0.464605275,1.435269316,1.191771959,1.912907339,1.381082127,1.015446375,1.164476739,0.766751123
87,3.238580107,86.08959434,0.058222893,2.085482437,2.057165713,1.518605835,0.277753266,2.403347352,1.977745811,0.274322083,1.652841713,2.350820653,2.939093066,63.20767232,1.57538846,1.235265089,1.151916879,1.486088241,1.670063024,1.899998072,2.424967365,2.173535093,1.78831565,1.192265577
88,2.418169348,65.04317821,2.906600575,2.088307974,1.951846302,1.473820046,1.284980597,1.324632555,1.402558214,1.019846568,1.663072401,1.791678201,1.866126565,76.91611366,0.994273525,0.617563633,1.261677296,0.853153662,0.841059806,1.151399057,1.478246152,1.080299696,0.442091514,1.149164975
89,2.757378771,88.68944276,1.738325523,1.263564593,0.729992729,1.854082075,0.868727655,1.441407605,1.421243623,1.407556618,1.76660462,1.816571557,3.18934118,25.04284345,1.561950679,1.99365606,2.2306861,1.667038869,1.833213802,1.673428743,1.527374588,2.094593026,2.507649574,1.864770176
90,3.229589929,63.51620427,1.602490573,1.29120999,1.777051895,2.102371737,2.571409862,1.422324844,1.46159403,1.37673359,1.785791986,1.09560879,3.35316047,43.13970808,1.208337761,1.280648025,1.719566004,1.853492757,1.700309252,1.491296892,1.237870996,0.913522072,1.671053374,1.093749819
91,3.849345548,77.27025341,1.686874052,1.712051941,0.896216104,2.00457979,1.726873991,1.504109799,1.295744471,1.498526758,1.596166708,0.126632461,4.27688947,34.85708503,1.763501584,2.569979155,2.807605358,2.686227372,2.036844721,2.003842704,1.960352568,2.812523576,2.227570427,2.42195822
92,1.935874475,15.22854125,0.69399672,0.560721951,1.597513542,1.850272166,1.72431317,1.93004695,1.596052922,1.162546298,0.850663631,0.873797245,1.03300264,34.15705624,0.71357363,1.310673336,1.598893385,1.687735194,1.435917137,1.086287072,1.445393955,0.703879314,0.022475219,0.686223821
93,1.186026521,58.82262277,0.605444438,0.438061739,0.172185724,0.864014573,-0.052652773,0.446188344,0.491175531,1.418581247,-0.412974164,0.557920134,2.620903375,19.74618492,1.192729306,1.770223881,1.366780373,1.231323121,1.272792028,0.984774205,1.155560429,1.472874961,1.169492618,1.738837168
