ID,w3-assessemnt-result,w3-reflection-length,w3-1,w3-2,w3-3,w3-4,w3-5,w3-6,w3-7,w3-8,w3-9,w3-10,w3-11,w3-12,w3-13,w3-14,w3-15,w3-16,w3-17,w3-18,w3-19,w3-20,w3-21,w3-22,w3-23,w3-24,w3-25,w3-26,w4-assessemnt-result,w4-reflection-length,w4-1,w4-2,w4-3,w4-4,w4-5,w4-6,w4-7,w4-8,w4-9,w4-10,w4-11,w4-12,w4-13,w4-14,w4-15,w4-16,w4-17,w4-18,w4-19,w4-20,w4-21,w4-22,w4-23,w4-24,w4-25,w4-26
12,2.198808848,38.36495672,0.934556378,1.156723939,0.838132423,1.363140058,1.329946091,1.683830482,1.425742681,1.748905961,1.146799268,0.726155818,1.49124966,0.819400092,1.288325995,1.560569769,1.558575756,1.772700066,-0.237034082,0.329994377,1.387945161,0.649445335,0.647219551,0.562666773,1.290466544,1.279758183,0.754371427,1.069975982,3.901423169,88.9388923,1.870983439,1.530707166,1.491319755,1.637700958,0.757451103,1.740595147,1.536320578,1.912365035,1.484362536,1.402319978,1.598157685,1.574539337,1.841192029,1.848045706,1.455539538,1.5346438,0.777122158,0.393388768,1.659158018,2.021421123,0.99229174,1.059379743,1.806997353,1.294094751,1.17803767,1.558169657
13,1.050243851,55.7787106,0.77128708,1.016679276,0.897121708,0.78093363,0.693743668,1.409410844,1.734915037,1.615012714,1.389025638,2.018184282,1.417896353,1.81208724,1.097311406,0.937539813,-0.250759412,1.362638309,0.722087859,0.079021264,0.153070954,0.50367533,-0.280893367,0.756932658,-0.751458297,0.512196426,0.729971572,0.97395569,1.771390941,106.7180986,1.098338629,2.187150638,1.475659821,1.161628466,1.522917177,1.950721182,1.863834822,1.713385278,1.784750434,1.980356648,1.772699411,1.162868038,1.517073488,2.092396828,1.5413338,1.74777824,0.355122757,0.777096938,0.67324575,0.529575144,-0.167315253,0.270112276,0.548499358,0.952134115,0.942000433,1.054471096
14,3.727110764,30.86236261,1.769020879,2.036159985,1.11689812,1.170972548,1.784755564,1.791279997,1.854439437,2.515284201,1.272261285,2.567924133,1.951827892,2.210738901,1.722178173,2.118422523,1.853276976,2.469329985,1.344980389,1.864787805,2.296677931,2.228379817,1.542090319,1.818686384,2.306175674,1.9094716,1.922077335,1.614824725,3.146052646,-8.520158681,1.460885905,1.908581132,1.050592166,2.048502223,1.863322947,2.060026423,2.063138684,1.47525878,1.204073592,1.662098123,1.383893758,1.860952821,1.313880725,1.615528598,1.437600855,1.804345588,1.133691358,1.335300407,1.02809089,1.600313208,0.85869208,1.130432116,1.328254575,1.770403595,2.142301751,1.723784948
15,1.995308545,77.77396436,1.315898254,0.817857162,1.087429808,1.376448041,1.680790254,2.202106782,2.201417928,2.371130595,1.76246137,2.381668448,1.908135672,1.849567849,2.078125272,1.823178452,0.903058487,1.337800247,1.945671067,1.233644427,1.697898414,1.89088874,0.62985999,-0.010862328,-0.370306665,0.256652806,0.529081977,0.451844142,3.137243384,-0.804204126,2.056692628,1.519743459,1.46197946,1.699776216,1.80712795,1.997265381,1.918910633,1.718069986,2.215070987,2.08287146,2.100051655,1.7314261,2.136687139,1.935508219,1.287335256,1.446245285,1.09586681,1.243916398,2.00289718,2.021573862,1.389265156,1.622716754,1.332142832,2.011314209,1.827963852,1.798226219
16,1.173446195,64.79669565,1.53387035,1.544179705,0.929994071,1.675103887,1.433584377,1.940485298,1.532325928,1.734940263,0.928859086,0.700703373,0.978708536,0.965142592,0.726290499,1.31972836,1.145737951,1.739834745,0.235027336,0.150904092,0.209226844,1.209706164,1.110730694,-0.124122052,-1.235538139,-0.600276919,-0.015755492,0.085307182,3.262549848,133.0249826,1.733116665,2.004840643,1.437299318,1.580194483,1.232960262,1.991185915,1.726202383,2.403984595,2.537674411,1.075664991,1.607777457,1.299114615,2.527277926,2.246951481,1.934767835,1.84035484,1.542002494,1.024928126,1.939569264,1.128284592,0.278243881,0.87807818,-0.904380114,-0.615223265,1.342574513,1.39831692
17,2.856094594,84.75686503,1.372398955,1.847840085,0.633906181,1.395447636,1.27707864,1.895802177,2.016338233,1.445622571,0.79904362,1.40333488,0.904917842,1.104140924,1.150133215,1.145781001,0.501121907,1.245614946,1.503891736,1.319419722,0.855430737,1.473982595,0.208260025,1.691623289,1.321506918,0.990403024,0.201728925,1.163505164,1.298689701,41.03499067,0.991842146,1.678269546,1.185314056,1.361772827,1.867862081,2.339941768,2.012731451,2.140082637,1.889015862,1.7634223,1.847395158,2.137370975,2.399377509,2.316954043,0.793824813,1.193149238,0.925142527,0.94263145,0.449163366,0.842068032,0.531708588,1.024946413,0.638198933,1.124831002,1.66133981,0.817386636
18,1.881396455,49.59738236,1.70289424,0.682828417,0.803675493,1.452592193,1.48966348,2.000792172,1.863775675,1.396473806,0.438979738,1.630323572,1.150804966,1.248785643,0.662502014,1.130342828,1.314382636,1.698276875,2.112642868,1.754201293,0.846970836,0.385488487,1.082714273,0.873727048,0.840196379,0.520632092,1.116588054,0.887436061,2.404670375,83.55546898,1.238941801,0.824266171,-0.332269187,1.295365565,0.636976076,2.318565178,2.212761413,1.843156788,1.030534004,1.564039409,0.681774559,1.110993451,1.552745201,1.521171517,0.134857006,1.344855768,0.594333351,0.662586784,0.751472359,0.945968961,0.301345554,0.386886912,0.694022161,0.587189064,0.941749039,0.543403319
19,2.276221339,19.85821307,1.603085259,1.879930103,1.809646557,1.223870881,1.057439478,1.470378941,1.651229691,1.298365024,1.543258398,1.822252641,2.083320416,1.600688891,1.25471573,1.255110125,0.689582263,1.818325565,0.471483599,0.392667575,1.09628722,1.545140504,0.745098658,0.230573197,0.217770966,0.148081615,0.621210666,0.476462312,2.05652789,28.83937923,1.937820957,2.291084937,1.231897818,1.757392101,1.439284388,1.599874678,1.650273073,2.153909408,2.355501454,2.055830073,2.012994526,1.219538637,1.901059108,1.969230817,1.037790868,1.557703508,1.650540037,0.571702376,1.867208056,1.36861658,0.126902354,1.121265268,0.41327192,-0.254169122,2.296629673,1.649849555
20,3.544144086,61.92935456,0.931551068,1.201503248,1.603100791,1.540000649,1.613152876,1.873967646,1.615133417,1.962413644,2.167021211,0.526245454,0.200719377,0.865059427,1.748518684,1.664216603,1.794261347,0.466819571,1.26161286,1.302327383,1.069201336,1.967037228,0.637246786,0.60265122,1.192736259,2.064422805,0.996701948,1.136923096,2.606212037,-35.735143,1.443269677,0.953695746,0.860310333,1.41930671,1.412020275,1.402079791,1.401188805,1.675651975,1.783765693,1.255059841,1.49307662,2.198758797,1.632568891,1.128138993,1.66378624,1.234681957,0.584273775,1.150986767,1.020972105,0.64173313,0.279052434,0.945068581,0.412088951,0.662735833,1.016937142,1.044837687
21,1.62861996,125.0963721,1.132793914,1.389363631,1.048094914,1.376977762,0.577624466,1.936887329,1.728420788,1.731928206,1.550728523,1.250783217,2.245079483,1.281672169,2.401521291,2.35432978,1.892400059,1.140200308,0.81266205,0.999627464,1.572809039,0.766910935,1.255375094,1.463631818,1.410023863,0.500392279,0.400361021,0.218037965,3.111249966,90.09199657,1.245841395,0.929859851,1.391879888,1.735153064,1.140439586,1.933953628,1.913072173,1.680132046,1.679577129,1.411116718,1.545920053,1.91969738,1.956641492,1.68927528,1.710870778,1.722829186,1.892101699,2.171137155,0.939974067,1.508347257,2.111556595,2.031132295,1.537714875,1.751165138,2.001488746,1.975878794
22,2.379560408,19.22866821,1.415032985,0.48703435,1.53663561,0.671740896,0.804820644,1.423138624,1.456800491,2.022201149,1.1154814,1.633288878,0.978280525,0.47975954,0.972998938,0.65679658,1.83208159,2.318116145,0.864640807,1.599915796,1.85451931,2.207022969,1.496588484,1.657819021,1.160824768,1.780789507,1.591614641,0.876892007,3.259814613,58.57782851,1.004692224,0.937872559,1.646049559,1.021668837,1.58302262,1.142345681,1.097705497,0.974566803,1.24219982,0.874897685,1.485461963,0.972562156,1.399798727,0.815985021,1.618080322,1.593307493,1.198398689,0.407532428,0.743334982,0.758081631,1.482210621,0.661102145,1.534642612,2.229175238,0.444983165,0.980213041
23,3.760937392,87.93647447,1.571801681,2.274115776,1.974455908,1.380084636,2.388412347,2.110586397,2.084035555,1.938173455,3.324748356,2.912507106,1.981875584,1.418531791,2.167289212,2.318523795,2.719154499,2.115649696,1.826778093,1.916018492,2.141681985,1.826113251,1.260223134,1.455567361,2.691546003,2.383266784,1.823288084,2.37515724,3.852034616,30.05554853,1.920283048,1.513610224,1.957199062,1.689826431,1.964432068,1.871036101,1.724919093,2.644214977,2.758316949,2.434285885,2.781939661,2.475592891,2.463650523,2.453328332,1.695845439,1.631889791,1.505348223,1.816835573,1.143427604,0.875042272,1.213737756,0.613196007,2.15080184,2.177214059,2.299804966,1.753539017
24,3.257682403,72.4292378,1.575670554,2.066346708,1.396476884,1.740870743,1.170834757,2.310063153,2.8666823,2.400743856,2.898863831,2.420201658,1.92806825,2.055317708,2.311407412,2.65035442,0.225272973,1.733702542,0.543170704,-0.053864536,0.220258872,0.925172807,0.752045221,-0.808185596,0.730130385,0.399546709,0.8311423,0.716013975,2.029495643,103.2174654,1.179036878,0.982594235,0.707440806,1.68723087,1.420155708,2.026096268,2.040759792,2.562259234,2.302253993,2.066575076,1.359416844,1.52400308,2.239881558,2.575998046,0.97728391,1.56242332,0.837683309,0.513132288,1.510123597,1.099014111,0.795823147,0.345632393,0.218880052,-0.100454595,1.052050748,1.290617143
25,3.401331166,62.558402,1.825469896,2.195371132,1.760266065,2.448675372,2.255449431,2.340418398,2.201821556,1.96029042,1.830827345,1.983222059,2.002882738,2.427813662,1.991438878,2.142297078,1.578009438,2.152482132,1.289532129,1.062757178,1.390610094,2.034236414,1.660888674,1.208087466,2.680812489,1.820704155,1.575388951,1.358234332,4.299262272,16.30054315,2.375856755,2.16300058,2.105353074,2.239710335,2.075507675,1.716378099,1.63069644,2.334791867,1.575205886,2.387113262,2.36775564,2.116848092,2.554380285,2.13675951,2.588897719,2.114646853,3.012047174,1.946348427,1.428859358,2.921486152,3.052630388,2.720214965,2.329441781,2.06280916,2.571304212,2.812075735
26,2.417893168,94.00678924,1.119481515,2.339556248,1.33857889,2.22736658,2.050248319,2.14763445,2.140117402,1.769611069,1.437738489,2.370232501,1.946069316,2.138348374,1.746462966,2.075089666,1.099152572,1.495313304,0.766199783,1.291679252,0.687765955,0.641499661,0.229044151,0.314413353,1.106218341,0.921719652,1.207876771,1.823995722,3.94653912,3.201954714,1.593567728,1.526749281,2.298953594,1.565402519,1.8600533,1.752981238,1.688122286,1.858008668,1.640856077,1.768408772,1.669058629,1.386285512,1.891104607,1.960687014,1.800171839,2.346231216,1.941598327,1.969504522,1.890668772,2.132766015,2.081461804,1.928490566,2.15903539,2.187880281,1.669814914,1.877119283
27,1.937171979,24.12587386,1.889154682,1.5437852,2.315853914,1.93685308,2.508860708,2.299719203,2.230334222,2.24883,1.216170977,2.425828029,1.933588389,2.559451424,2.98150128,2.255787352,1.378036152,2.117640384,-0.113284809,0.964614642,1.146645045,0.91456956,0.430895044,0.221670768,0.068740523,0.806179502,0.64245771,-0.405740861,3.759591517,17.91806504,2.635656622,2.018300192,2.088525687,2.106706076,1.584357856,2.064125366,2.076902291,2.831157121,2.623577363,2.517557822,2.665533203,2.353715584,2.922619518,2.368708069,2.181498861,2.016611637,1.092965435,1.451104697,1.62340408,1.376074646,1.924085787,0.958386258,1.159001363,0.490618655,2.194871808,1.027174631
28,1.476222931,106.3926692,1.20099976,0.685396324,0.114807806,0.975368857,1.615721523,1.73674367,1.40920702,1.573427048,1.822108321,1.141615281,1.904867521,1.133041791,2.028627142,1.265472917,0.520134958,0.981027832,-0.292326634,0.760715811,0.209561035,1.065580206,0.667494547,0.107319863,-0.431478318,-0.694965823,-0.288541348,-0.061960893,1.687392895,17.08191391,1.576480166,1.177012765,1.568379428,1.537719857,1.671377941,1.571097346,1.503548433,2.008955849,2.061935433,1.594420186,1.716464357,1.762826389,1.707254057,1.912224571,1.886461524,1.624263964,1.124873913,0.956799014,1.450585219,2.048320073,1.085717816,0.812602183,0.367650626,0.855285193,0.387000655,0.491882367
29,0.729694656,47.48869801,0.744131772,0.409749385,0.135663949,0.225287093,-0.224302342,1.843676282,1.490345707,1.195822982,0.798650983,0.85324343,0.583121513,1.143165992,0.652126044,0.194080407,0.022462846,0.108105248,-1.456034415,1.047725105,0.875169523,0.891173613,1.211740788,1.003352451,-0.497052595,0.705454687,0.253184494,0.386396194,0.987716597,63.2840122,0.577953237,1.141594296,0.840970522,0.656635377,0.510536695,1.25282489,1.330759541,0.781018116,0.86230293,0.709094551,0.387574617,-0.121289205,1.013027528,0.883045852,0.318903012,0.846148768,0.982083261,0.40948381,-0.170907711,-0.01187242,-0.307237166,0.702355452,0.530533285,0.043616443,0.515466381,-0.165110001
30,1.957451989,30.76218924,1.720030213,0.724907279,1.014105097,1.474141928,0.911625146,1.648150937,1.316050409,1.261856323,1.419354967,1.575331558,1.121983107,1.680390451,0.968631196,1.519570325,1.236857752,0.820398162,-0.207913434,1.375170186,0.02915065,0.893440178,0.280847704,0.283748664,0.267086927,0.537525725,0.83776219,0.285077972,1.633727983,78.99042957,0.974210938,1.31371794,1.531756712,0.45052158,0.741880468,1.255105872,1.44568855,1.499147037,1.196462939,1.338236377,0.705949297,1.139696217,1.391018536,1.179791933,1.346026337,1.091173297,0.097603594,0.810895681,0.68919711,0.812358106,0.832257643,1.574391726,0.541102478,0.698959096,0.318440109,0.267245003
31,2.631199133,20.50984947,0.784107742,1.226434791,1.059449318,1.301692111,1.584950769,1.595169054,1.658383935,1.383380584,1.105188742,1.661439695,1.470090816,2.154131431,2.063533116,1.174192287,1.111024966,1.393145571,1.832393163,1.279354626,0.192556188,0.542585029,0.478923841,0.699325486,0.66899892,1.05944295,1.316131065,0.857857151,1.795435938,10.55884018,0.510673621,1.235267439,0.376250928,-0.029538852,0.537331454,1.400872571,1.476193384,0.935353647,0.75258157,1.000456679,1.061170482,1.287741147,0.841508912,0.943372013,0.80958103,0.579817707,0.336746772,0.086485021,0.732950391,0.968410707,1.132301891,-0.473337054,1.678472539,1.129658567,0.997128119,0.7721108
32,2.439669841,55.58907078,0.574141121,2.057664381,1.336842035,1.543779407,1.385942567,1.504173607,1.745715154,1.298444403,1.696342545,1.83891931,1.327911451,0.85305605,1.151791092,1.795024752,1.486390493,2.072817611,0.595935233,1.717853514,1.499091427,1.826323295,1.934034836,0.19244356,1.48748268,1.272060592,1.003385911,1.132143966,3.428665701,117.9473004,2.341775779,2.003023458,2.055870534,1.670405618,1.500825062,2.206565597,2.282016404,2.481122613,2.430734906,1.709083096,2.267718204,2.90465382,1.979309446,2.086256633,2.482607957,1.508436433,1.387428643,0.833200134,1.631655028,1.451716471,1.709031741,0.235382861,1.194467321,1.092698624,1.238637925,1.189315462
33,2.382002965,41.59819891,1.095316192,0.821265873,1.078264982,0.925415897,0.718874017,1.23992558,1.121026718,1.299053446,1.786800489,1.326152535,1.321606964,1.579427957,1.775325291,0.903127078,0.877040928,-0.048865857,0.786293376,1.538837948,1.814722423,1.007701937,0.117483184,0.60275458,0.790348595,0.48057304,1.178344903,0.511523389,3.456455795,53.10988062,2.142709638,1.937421546,1.220739998,1.440100162,2.031147367,1.121088073,1.316944271,1.691496475,1.829359761,2.198758795,2.29689098,1.303303457,2.060947674,1.425733007,2.227083725,1.756950919,1.116496809,1.778300042,1.513758423,1.135405477,1.691257297,2.143497811,1.24545889,1.174884898,1.695926874,1.099975164
34,2.500052081,49.29934293,1.758288266,0.186341158,0.70117305,0.568737497,0.874533027,1.672357669,2.18197916,1.330843688,1.947192941,1.766382395,0.483506869,1.192641213,0.688280844,1.941010024,1.245732884,0.852438286,0.267097144,1.669609822,1.287795659,0.723981232,0.836683751,0.926159045,1.973196414,0.447923388,0.458334805,1.090082223,1.806183704,73.00033253,0.561773966,1.253654032,1.199822458,1.077665553,1.084660355,1.715847976,1.648463544,1.449768084,1.214865453,1.162256461,0.292563119,1.562399055,0.745688703,1.43610156,1.618344344,1.948203561,1.984835019,1.608738131,1.094701694,1.13125215,1.188033334,0.557455054,1.226526636,1.47305684,0.358780611,1.043440475
35,3.989302194,143.5073621,3.118887012,2.320229374,1.84825575,3.246429235,3.147512802,2.176059492,2.774183982,2.01731089,2.473851087,2.584081501,3.093979237,2.011485855,2.776513125,2.233829393,2.562830272,2.431967342,1.669540777,1.128539842,1.766043586,1.68071944,1.791856706,1.052470272,2.062696125,2.182246547,2.118344442,2.772437153,3.988493449,137.9823371,2.021997818,2.391611002,2.150937688,2.064156815,2.506542939,2.229667947,2.19374475,2.207898388,2.201238549,2.117398162,2.225941247,2.20502177,2.339965119,2.072804871,3.252863738,2.573770621,2.560331712,2.045795816,2.465822512,2.560339929,2.85865244,2.196697429,2.559467873,2.473510135,2.236849435,1.897032957
36,1.820258114,28.94036705,1.726800161,1.412271622,1.694660374,1.929086507,1.370464771,1.471571376,1.303540948,1.373970693,1.873080412,1.484999799,1.432551801,1.616170031,1.714649546,2.230898298,1.057574855,1.478989479,2.224686082,1.265619111,2.184835089,1.391588978,0.669713593,1.654173242,1.11191996,1.172260616,1.967263417,1.79134003,3.732242745,25.84614433,2.126513535,1.056625373,1.002654351,1.470962978,1.729902786,1.584631348,1.762041678,1.79114765,2.01446637,1.11352437,1.869059447,1.427177812,1.903009844,1.591403615,1.442107528,1.502357987,2.566517749,0.798030246,1.769771198,1.134238052,2.371831637,1.936976663,1.984171725,1.243557726,1.952350971,1.170813091
37,2.106963204,101.527599,1.051242202,0.717028261,1.051620452,0.807125176,1.246887748,1.850637263,1.622068184,1.982684792,0.81751423,1.988503685,1.287419722,1.721846767,1.559910218,1.285535831,2.210649399,1.36263963,1.540895815,1.36449427,0.893377385,1.228926245,0.863013091,-0.833238932,0.181177057,-0.199003461,0.414958106,-0.106829149,3.267489919,3.494366088,1.465698686,1.375052437,1.914466745,1.499724119,1.744598772,1.716892586,1.7812389,2.061256895,2.191606557,1.689880665,1.694324754,1.411901869,1.826120601,1.724330846,1.420520207,1.390066096,2.201371996,0.549949752,1.380045969,1.648758662,1.827234542,1.120378829,1.691356848,0.891842284,0.818306225,1.394168326
38,3.125438143,6.972241522,2.354309227,1.48716226,2.302956547,2.64723366,2.110436266,1.519609238,1.792890703,1.354817525,2.153989724,2.596227288,1.952979318,1.619116127,1.764307091,1.788336805,1.834062497,2.217364953,0.653433195,1.142278194,1.599915746,1.572330894,0.965634936,0.891105101,1.885046433,1.893877186,1.81318187,1.83752204,3.909321993,-4.73388573,1.308222295,1.227459686,1.522601125,1.637284221,1.939619686,1.797330025,1.624957061,1.572644993,1.987944645,1.867145017,0.902322194,1.569162072,2.09713275,1.693905105,1.625466301,0.889972284,1.741046652,0.888657794,0.947871623,1.422025929,1.643307553,2.277945074,1.81858275,1.641244286,0.928275024,1.153735782
39,2.61986799,44.6267549,2.448074791,0.774321721,1.29823038,1.321981033,1.812804635,1.897504345,1.608196764,1.957994479,2.011965265,1.35860242,1.771238236,0.816953289,1.602549605,1.704963883,2.319167316,1.974069586,1.9353838,2.139001133,2.032189949,1.856781531,1.575926542,0.164744695,0.820673139,0.759697044,0.692767799,1.153726361,2.829832091,14.88000661,1.880037143,1.238993058,1.422893387,1.570969721,1.249441753,1.747014813,1.711079398,1.598037379,1.926494959,1.500389699,1.804322658,1.298299542,2.100341733,1.352145964,1.489778136,1.27110651,0.233415036,1.365982588,0.649351248,0.924264713,0.281602209,-0.35217261,0.218617682,0.580697095,0.657481241,0.835329106
