ID,w3-assessemnt-result,w3-reflection-length,w3-1,w3-2,w3-3,w3-4,w3-5,w3-6,w3-7,w3-8,w3-9,w3-10,w3-11,w3-12,w3-13,w3-14,w3-15,w3-16,w3-17,w3-18,w4-assessemnt-result,w4-reflection-length,w4-1,w4-2,w4-3,w4-4,w4-5,w4-6,w4-7,w4-8,w4-9,w4-10,w4-11,w4-12,w4-13,w4-14,w4-15,w4-16,w4-17,w4-18
12,2.020575285,71.07272939,0.856934959,0.926350464,0.959754686,1.381956516,2.053865002,1.348015208,1.259336796,1.156494669,2.149503994,0.397821074,1.03958536,1.277032303,1.832113145,0.654129881,1.433068898,2.170557733,0.969998755,1.372609499,2.604967941,-6.902827451,1.509889862,1.077070972,1.320044796,1.217349878,1.536947969,1.45507753,1.732742462,1.672686402,1.643617493,1.32237782,1.403337071,1.185841822,1.391326036,0.910983456,1.432954863,0.859197789,-0.122255732,1.278494164
13,2.958619405,118.9589446,1.334051454,1.493759979,1.442410679,2.380565756,2.109182776,1.283979505,1.510987792,1.182283573,0.946079285,1.657798516,1.944183853,2.162862382,1.121258358,1.502247962,1.665280698,0.533434438,2.069674264,0.704661482,3.435850294,85.4173105,1.205531986,1.829970978,0.980078882,2.502305971,1.498713777,1.149011753,1.565442142,1.518271007,0.710986955,1.136659805,1.196639204,1.323201721,1.425548459,0.929911857,1.866252287,1.032886323,2.01584967,0.795239209
14,1.750310328,82.66132202,0.483781116,1.188448651,0.324871237,0.647786356,0.841431991,0.501454795,0.531003159,1.329125609,0.41248866,1.065098741,0.524052251,0.489246281,0.366364524,0.760365725,1.296937539,0.087904016,1.797198177,0.542770582,3.08629893,106.8112494,2.012231349,1.749839474,1.757536045,1.460214296,2.007672858,0.521537731,1.13265234,1.091337724,0.67167467,1.829545029,1.142499294,1.536363456,0.811688013,0.675619972,1.954198134,1.171902298,1.118835324,1.151852533
15,3.062118371,102.1147991,1.732854995,2.054139547,2.270201965,1.176429771,1.449936298,1.307999252,1.573292037,1.903867604,0.701133333,1.245913168,1.784565717,0.759843511,1.970979756,2.399335615,2.051329369,1.120100187,1.539883797,1.143940167,3.064030412,85.30145642,1.473561362,1.633870876,1.520571734,1.826986024,1.423886881,0.984290315,1.074317083,1.510984059,1.885671402,1.545636574,1.057070439,1.407292435,1.84091069,1.523579851,1.173237623,1.17881636,0.926165975,1.561897555
16,3.290274192,-2.839766813,1.068589677,2.112744263,1.808705122,0.994184105,0.882740682,2.000234274,1.016347525,0.966836689,1.114881789,1.171468295,1.391198247,2.255635286,2.168208738,1.76573697,0.723592054,0.949398784,0.991298998,0.895881307,3.678369998,15.14327306,2.406952285,2.658198312,2.396774252,2.207861695,1.99429887,1.674399622,2.125120271,2.248991983,0.922742563,2.265214833,1.870903662,2.378765251,1.932909624,1.372782931,1.465387836,1.770038859,0.394090943,1.435665333
17,3.112053167,66.56593592,2.575767439,1.879483279,1.533165126,1.300677672,1.75908451,1.673012245,1.082578286,1.834909118,1.647598965,0.351781709,1.814991776,0.715132835,0.577286532,1.336814002,1.464836025,1.372074441,1.369537225,1.089198582,2.535618788,26.62834945,1.336514807,1.770571552,2.206990944,1.60772282,1.230554144,1.645760652,1.387752964,1.952806188,1.531655994,0.70123615,2.077043288,1.785677837,1.291815097,2.575974133,1.390949654,1.697690542,1.5407833,2.631576366
18,1.870691821,49.52745648,1.5338223,0.643392382,0.653402183,1.927832016,1.045059758,0.631850247,0.31394938,1.699104383,0.894305859,1.256616305,0.821247618,1.081228221,0.226170249,0.835541202,1.711275117,0.777670326,1.145469384,1.345335705,3.369781943,13.15609121,2.429666559,2.143371482,1.487827401,1.975888626,2.036812823,1.505341853,1.695023693,2.390935301,1.971891016,2.139845733,2.244036305,2.103140341,2.23445886,2.629351003,1.720436964,2.177338451,1.909918681,2.191270057
19,1.625088244,58.08899228,1.003161101,0.840986917,0.967356811,0.922691606,1.380471533,0.42925654,0.865471524,1.443196448,0.627660879,0.783209284,1.660291499,1.601915894,1.31697147,1.5842295,1.93963453,0.461560292,1.250727746,0.147576365,2.068283383,3.802579187,0.820648939,1.584956452,1.338534065,1.080540345,1.290072301,0.958208468,1.023282533,1.331357674,1.435588167,0.541938626,1.448510125,1.367729047,1.073692477,0.899659326,1.933004548,1.381083588,2.075653561,1.67964528
20,2.731940689,-5.445010344,1.870730925,1.432844302,1.386309065,1.972014854,1.415912322,1.373023776,1.836284126,0.744325303,0.755883249,1.150313108,0.976143533,0.976576394,1.375677688,1.532587374,1.317009948,2.184370383,0.838967396,1.105786187,3.01977,-42.04266267,1.098865124,1.906921736,1.334967725,1.21691831,1.491836114,1.219656176,0.37688028,0.939077485,0.994817814,1.426012577,1.207414482,1.25711042,1.522456315,1.161554585,1.666589047,0.999197175,0.876815649,0.821881846
21,3.08271308,29.59324817,2.007057929,1.868251305,1.239566617,2.062173521,2.012964502,1.059883152,1.118101008,2.000799106,1.983983532,1.570472543,2.0841264,1.393712528,1.759109964,1.638885183,0.878650276,2.161887149,1.971411689,2.162653952,1.689988756,68.46095992,0.735103731,0.712338866,0.691399383,1.182730635,0.664007291,0.695339771,0.965350294,0.439318047,0.551777188,0.676408975,0.761274153,1.306557525,0.963368507,0.246437474,0.926206451,1.410943674,0.436775455,0.786308856
22,2.197722929,51.71835233,1.464701056,0.783437556,1.55232025,1.078997914,1.852260205,-0.344515182,-0.147205861,1.601626597,0.011322898,0.609269022,1.126418492,1.479483867,-0.036005585,-0.102037825,2.034196518,1.612485481,1.031993428,0.72031226,3.450339434,71.36050345,2.091156765,1.236183778,1.41867505,1.563638891,1.987215449,1.973538082,1.592790858,2.028873787,1.570967947,1.22891175,1.574430739,1.663791433,1.234332399,1.491394914,2.649691989,2.150998752,1.868416677,2.011219866
23,3.244502204,45.22253086,2.292153709,2.146641098,2.200706683,1.27216375,1.053032859,1.341255686,1.752533064,1.74864275,1.567524817,2.272617652,1.478010183,1.619488821,1.564560532,1.061430546,1.740682871,1.59165285,0.660965447,0.336201167,2.659622573,92.55537295,0.878119493,0.920947728,1.337056341,1.044222349,0.637114829,1.233726907,0.946406081,1.579270349,1.231256567,1.980988941,1.753358428,1.645874285,1.744001258,1.9125899,1.696522969,1.212706342,1.538332188,1.362860368
24,2.874426222,44.07463966,0.799562399,2.019747509,2.121210975,0.505720039,0.912401113,0.273104795,1.285067693,0.822021198,0.680393142,1.308135967,0.994080818,1.797636068,1.377152881,1.76931142,2.497544567,2.869764315,1.845695349,2.104459128,3.71756719,84.77873913,2.564537406,2.864499211,2.236635672,2.031000828,2.20332635,1.763652914,1.48539457,2.32650999,2.561571295,1.515280724,1.911465813,1.891117545,1.766613148,1.662859971,2.191911484,1.989802586,2.482005505,1.6300571
25,4.568174148,66.45177462,1.857547178,2.031178031,2.69626497,1.980748044,1.988507264,2.033609426,2.39451976,3.011255439,1.830044798,2.862336118,2.534764464,2.988237543,1.366480098,2.026409311,2.544374634,2.065092257,1.298310597,2.769380284,4.332447867,97.81313307,2.666436379,1.651330228,1.475646313,2.014374307,2.472493335,2.085735852,1.728586164,1.682480176,1.659599897,1.664551862,2.233765203,2.071011863,2.328519962,1.266398116,2.333458123,1.879476251,1.59310806,0.989301693
26,2.113527817,87.2525032,1.520373443,1.628151284,1.11497844,1.150175631,1.484789294,1.751363334,1.917840446,1.54657569,1.441361914,0.886610111,0.679653756,1.139181105,1.309555817,1.568884995,0.950837858,0.289045974,0.679109443,0.621007829,2.327695136,95.63876235,1.167143717,0.755878282,0.703671344,0.817898744,0.653890029,0.918802997,1.115206025,1.388291667,0.702667318,1.06307389,0.969296783,1.357914211,1.265842985,0.890978602,1.455937433,0.876684556,1.097065998,0.983292395
27,2.867006036,85.41772156,2.170062213,1.608814913,1.401217809,1.638407032,1.405312226,2.00065201,1.071038699,1.601078602,1.895136295,0.97950093,2.002767812,1.51983306,1.953014326,1.93743441,1.854650656,2.010732171,1.525565115,1.459831578,2.057241639,119.4097279,1.17859746,0.943981179,0.010479751,0.80363952,0.796457983,0.699597905,0.277357461,0.150718163,0.404489475,0.999428592,0.658368929,0.527320543,0.599433116,1.24018441,0.682530682,0.035868178,0.487695523,-0.133262666
28,3.403774923,58.4871237,2.357059764,2.13114706,1.64101304,1.666649864,2.031650709,1.00780836,2.008615026,2.834393489,1.837188708,1.218970863,1.681435892,1.776978863,0.599549654,0.417081667,2.662071394,1.293285169,2.221226755,1.601350872,2.418017393,50.75179821,1.349932304,1.085158194,2.283290153,1.647684993,1.687162984,2.295164548,1.565569025,1.832707697,1.140002526,1.261552079,2.168934731,1.629679895,0.925968961,1.661129731,1.569359122,1.210832307,1.607337149,1.532653792
29,0.701114968,31.07384266,0.972567505,0.500696797,0.543108023,1.161991248,0.344481686,0.225843912,0.859380493,1.16016807,0.33861036,1.012716948,0.915303507,0.613765396,0.811573764,-0.697906643,1.640461111,0.673408979,0.137544013,0.776796556,2.086036109,-19.73222988,0.540564521,1.18171067,0.594728622,1.56214465,0.283128513,0.705063979,0.589377797,0.924513001,0.287815752,0.806832439,0.262554946,1.102920042,0.455697615,0.355454399,0.857961216,0.043756088,-0.009521651,0.096024273
30,2.854588733,29.36426757,2.036209936,1.333966051,0.978707782,1.182667985,0.935791159,1.07976223,0.969685479,1.077908948,0.982697773,0.99846787,1.297086506,1.695294891,1.993006011,0.34589645,1.733009352,1.981370624,1.277833996,1.437707429,2.624541881,86.38077624,1.99485803,1.5743568,0.407648309,1.866861426,1.867521307,0.984063996,1.146787422,1.849983369,1.26421354,1.113201852,1.114305645,0.810162498,2.002611845,1.735724641,2.089849134,1.025648879,0.958551992,0.550155833
31,3.558899483,14.18275757,1.312056548,2.241462768,1.298380881,2.120691103,1.20825624,1.722802642,1.809336645,1.789993911,1.661196904,1.282735323,2.269858665,2.239554892,2.134414281,1.734808337,1.547903278,1.655468752,1.268559525,1.039078148,4.098243825,55.12027253,1.28496073,1.62627324,1.554094913,1.688762709,1.285769616,1.58935509,1.738241874,2.628028521,1.689887226,2.466000978,1.282297246,1.870375408,2.170016195,2.285099255,1.650122461,1.793807608,1.888094715,1.914408118
32,2.973804305,72.53114884,1.952788041,1.179447431,1.90015819,1.181154357,1.722502683,1.944564827,0.802349473,1.522419825,1.540637362,0.934626971,1.112591168,1.150512779,1.304847254,1.461710975,1.845457856,2.04719598,0.756776687,1.170441165,4.149760164,15.43193234,1.745697555,2.33178462,2.012170366,2.536900836,1.869749147,1.74165977,2.131552787,2.520816578,1.259090433,1.853943392,1.610971859,1.809736176,1.934184592,1.574685932,2.220826582,2.275370016,1.819551671,2.779469394
33,2.867955658,26.2290079,2.777711162,1.853903181,1.98450273,2.248460802,2.829357967,3.078239424,1.605066106,2.344813473,1.386500485,0.964543144,2.030282494,2.522636678,2.218840064,2.618240063,3.065400386,2.089940552,2.701353554,1.562607735,3.80465186,11.44587949,2.359910496,2.233656902,2.008146023,2.086454737,2.241362837,3.084955759,2.140279908,2.45950593,2.718767979,2.583262999,2.289611411,2.630113556,2.446019187,2.843026565,2.105564873,2.139784305,2.394334378,2.321733699
34,2.497536808,49.23343642,2.097010886,1.858648459,1.683518188,1.320817779,1.777692701,2.042948795,1.262952657,1.75087482,1.684357833,1.493377632,1.359468264,1.118657661,1.225425975,1.860839314,0.942471663,1.722124203,1.674659871,1.414463366,3.331743266,10.73630116,1.574034764,1.974234226,1.656630429,1.86005343,1.648443183,1.74406757,1.383477712,1.798310172,1.936215074,0.990568383,2.0390906,1.955000993,1.652367948,1.822195803,1.749938294,1.752303495,1.491315869,1.920417798
35,1.104823143,47.36068928,0.937046293,1.221372145,0.994013737,1.302639457,0.475396597,1.586435163,1.219636281,1.508336602,1.08174758,1.117438784,0.614475289,0.44858674,0.451852878,1.165224347,1.177385208,1.437974425,0.101890344,0.346270911,2.697070942,71.40823806,2.207679627,1.264114943,0.698622898,1.195097108,2.259215765,1.932370735,1.748696392,2.240859829,1.15815016,1.721094709,1.898928097,1.475265216,1.640711989,1.823977703,1.796468595,1.295186532,1.833388038,1.659445859
36,2.247273914,141.5502875,1.686769821,0.740753981,0.731037095,0.886945823,0.949619511,-0.075737369,0.141638405,1.383674756,0.036059852,0.4443548,0.467271478,0.899442633,0.694926407,0.826616686,1.369506803,0.00778225,0.901538833,0.838308019,2.693383236,65.22968623,1.528720351,1.25607253,0.933984811,0.951263114,1.499633885,0.656005659,0.837563337,1.915663938,0.494708975,1.139663061,0.984140782,1.162303991,1.285180073,1.156334065,1.309710981,0.349083821,0.848819962,0.422768378
37,2.964583068,86.59516955,2.091335859,1.454370548,2.023693021,1.568224145,1.698147022,0.975155182,1.289729693,2.350248307,1.808790723,0.705838026,1.727058498,2.363903374,1.569642457,1.689993502,1.911479207,1.68352824,0.897756551,1.097065965,3.30782867,52.96667691,1.785852911,1.799574904,0.979773384,1.42894896,2.279376189,1.824852299,1.962562217,1.455987545,0.995109365,1.804137438,1.98200621,1.295683084,1.45475956,1.547520536,1.934700062,1.923344689,1.784514269,1.884290361
38,1.590463014,99.54436695,1.226621051,1.352311484,0.846197456,1.7714389,0.895280243,1.322130417,0.705607864,0.727846386,1.087635516,0.843315577,1.262685105,0.516111253,0.665772665,0.699027717,1.197736768,1.439741777,1.599922566,1.733910297,2.74965465,104.2534517,1.584711757,1.248856516,1.279521403,0.916783076,1.474504621,1.254043443,1.041368156,2.006420186,0.990703931,0.672382639,1.145511138,0.85815451,1.042035916,0.959850286,1.830017038,1.330032596,1.939698692,1.664927906
39,2.979086868,65.45700632,1.606472383,1.570139709,0.808376895,1.278232477,1.117740619,0.6306903,0.870544761,2.536074528,1.121089836,0.845741025,0.935267273,1.342218305,1.112166809,0.773408666,0.88155997,2.042534987,0.817054433,1.58114966,2.770225286,109.2613114,1.695664491,1.436886261,1.061807672,1.134812526,1.218579014,0.583869577,0.813126099,1.374383041,0.526299044,0.897886317,1.241057433,0.916701732,1.135861343,1.091153703,1.775464796,0.977960759,1.58508265,1.271429893
40,2.08636127,24.29076779,0.745122502,1.43352821,1.398614318,0.069578271,0.613581948,0.57822944,0.305195859,0.998599129,1.194952668,1.263873028,1.068731659,1.204438447,0.905851748,1.203897369,1.661963714,0.74607096,0.900264443,0.325929525,3.157592007,5.503970175,0.992851112,1.271207113,1.141069964,1.030299301,1.02021438,1.654777855,0.73489747,1.211931098,0.356886562,0.628537975,1.521452055,1.541931986,0.592574339,0.880852872,0.99553889,0.992706722,1.831003657,0.926310963
41,3.04791915,89.02769234,1.469919341,1.233017864,1.160805175,1.495377269,0.674356026,0.395433644,1.00004087,1.783258747,0.782466293,1.465265314,1.504340343,1.315325014,1.139348732,2.305807518,1.318858157,1.116295391,2.140797999,1.581145864,2.300310166,106.9894289,0.588044207,1.113537922,0.901254478,0.983606985,0.959977454,1.145220777,1.18010563,1.249052736,0.875779982,0.860152705,1.325378005,1.723517278,0.832948748,1.16565819,1.427110315,1.364304912,1.517413123,0.642677979
42,1.578210595,28.49711758,1.30638043,1.235176715,1.249738702,1.72829976,0.992147833,0.559584776,1.058020493,0.831944011,-0.062864767,0.092573331,0.457540092,0.034819514,-0.083951636,0.349257858,1.621693873,0.267574795,1.490505852,0.480208478,2.481595573,-40.38591585,1.173269003,0.954979155,1.385722977,1.083831314,1.342134878,0.610387773,1.173692525,0.786405058,0.859943306,1.738113867,1.210526594,1.457131414,0.749877372,0.691613406,1.410368321,-0.048316,0.921038343,1.69221637
43,2.368771681,27.60813381,1.065101902,1.143385824,0.733793463,0.954674171,0.098611868,1.075095139,0.876088664,1.510718154,0.867708062,0.260191211,0.47894235,0.890568733,1.443442913,0.799300262,2.229050402,1.643923766,1.04686757,1.186282173,1.692699233,114.3230481,1.618221357,1.372358711,0.861679888,1.639604147,1.098960703,0.777137284,1.249734368,1.217067747,0.746814117,0.294041446,0.494703692,0.157059012,0.636931437,0.602310833,1.288986867,1.239181822,0.289994232,0.971464746
44,2.56047058,47.39297223,1.917052988,1.952424242,0.440036515,2.430382983,1.66783715,1.275894668,1.477853626,1.657773508,1.509089924,1.142097609,1.545355992,0.768477624,0.502804659,-0.174140687,2.132395401,1.048298612,0.980218086,1.166206236,1.124374275,68.01598744,1.83953635,1.073979787,0.691867582,0.706929405,1.171642498,0.670195824,1.65675945,0.974541077,0.580041088,0.38440407,0.541377263,0.687854299,-0.165018186,0.504970286,1.231402523,0.182819822,1.198341275,0.219147261
45,2.796177426,29.13304615,0.945336721,1.24861916,1.270862039,0.326048827,0.304202075,1.296960202,0.368312234,1.166725945,0.893050769,1.350885157,1.315757956,0.565236683,0.586502094,1.197321369,1.22245673,1.96815323,1.896661087,2.132150033,3.260969713,36.47104141,0.901787454,1.348929617,1.618009251,1.155956022,0.616899533,1.610879879,1.417233256,1.458127258,1.700696887,2.180288082,1.942698311,1.814980418,1.192887174,1.598774151,1.197428324,2.06649925,1.909069114,1.548216246
46,3.90639435,56.30888017,1.982022795,1.662530508,0.604323728,1.410233154,1.83929661,1.346861735,0.962140793,1.26422926,2.108318011,0.783605336,1.587763454,0.972709323,0.105124605,0.346112115,1.609427714,0.641431403,0.254652227,1.87886014,2.627489284,53.85491895,2.174327453,2.686508308,1.60516126,2.16425965,1.584801429,2.179688366,1.994246645,1.441335103,1.756480257,1.730767114,1.646541578,1.740817099,2.145177613,1.463056781,1.434352751,0.386598766,0.864588082,0.37157062
47,2.973289672,59.46208948,1.878871581,2.155857036,1.815357664,1.068925939,1.544716087,0.825126793,1.607258767,1.282082523,1.508608027,1.74814346,1.494904935,1.20866057,1.378161491,0.996253803,1.218135886,0.2660297,0.389089827,0.269608034,2.524195629,-4.819235367,1.581746086,1.289112079,2.111102986,1.173104277,0.785960921,1.019907146,1.470261554,0.798432723,0.913694633,0.768996848,1.441949254,1.245152902,0.841798942,0.784141366,1.688892123,1.390167293,1.278590592,1.493382594
48,2.146755934,19.88465129,0.48630602,1.101734871,0.420004748,0.422638848,0.408552483,-0.032137014,1.130166254,0.114806522,0.021038021,1.697054825,1.438049047,1.512387445,1.316581093,1.315007766,2.012770648,0.302855669,0.691327729,1.303001002,3.527120982,-12.60166313,1.734455384,1.265846847,1.38321606,1.409017606,1.764475421,1.413730517,1.410009678,1.287964059,-0.021913598,1.065974789,1.485372474,1.53269763,0.975232052,1.347814494,1.179732691,1.589212509,1.477908463,2.047797734
49,3.348789405,80.67146004,1.063712057,1.008048165,0.966034376,2.485812408,2.442789769,1.590649193,1.41033728,1.515692613,1.452573564,1.344342928,1.876927193,1.075540775,1.665200751,2.334787851,1.767367364,1.308783498,0.884695582,2.84424091,2.788971153,58.879162,1.534847303,1.667625846,1.537551835,1.689234726,2.432455569,2.020319188,1.53710582,1.314730522,1.48235685,1.450489341,1.468154335,1.55269595,1.335433059,1.73579825,1.438492016,1.332953434,1.388499509,1.385701852
50,3.813197325,82.57003841,2.137089432,2.507035309,2.225938595,1.896178501,1.583824246,1.86129123,1.375375937,2.85580128,2.351522392,2.345495947,2.010706956,2.612574853,1.850999649,2.222810573,1.47643603,0.93985686,1.049063979,1.184714796,2.999979994,63.9890877,1.41886377,1.806000635,1.956375761,2.555071933,1.247610452,1.99412663,1.404375418,2.372720858,1.857498993,1.46048239,1.920719901,2.070598778,2.010799235,2.025342183,1.708608619,1.495876263,1.634411242,1.136382169
51,2.146207695,105.5696193,1.413612103,1.006791852,1.069939208,1.606525976,0.447312114,-0.433608511,0.680426391,2.006453876,0.591200798,1.444234783,1.308359143,1.153654204,0.441298111,1.176493055,1.792780602,-0.201152091,0.515852879,0.191901411,2.609622222,55.02101548,2.135425762,2.341246329,1.33322357,2.02191956,1.158964764,1.103001947,0.627596179,1.859393629,1.684974858,0.929476924,1.615406323,1.792252594,1.183002073,0.746066927,2.395097563,1.638415221,0.394234314,1.03789289
52,2.618927531,110.575114,1.860726561,1.843103039,1.170259164,1.27698013,1.353146624,0.79653964,1.060831985,1.645355433,1.709791245,1.20215801,1.054987143,1.630879253,1.140087126,1.293237067,1.39665627,1.943548138,2.115289367,2.244176039,3.686041971,104.6835981,2.30593238,1.949440588,2.181164966,1.669876474,1.624849687,1.027408172,1.429528736,1.866002864,2.464867145,0.443151509,1.803405487,1.0957176,1.429317731,0.902265152,2.582705723,2.904374265,1.783581599,2.21057733
53,2.372928469,14.06134398,2.091966266,2.291496062,1.70914326,1.288749291,1.564024908,1.547532586,0.883281349,1.572595742,0.882982417,1.683263593,1.960325695,2.606322887,1.380622747,1.655728631,1.360201065,1.781100414,1.865705003,1.54369199,2.841163454,-88.24141943,1.590790817,1.450417219,1.33041041,1.869685671,1.679548549,1.864935206,1.008992858,1.020968752,1.468600526,1.169843263,1.583863566,1.492662203,0.927733619,0.953044069,0.705386036,1.539970152,1.035311317,2.181836792
54,2.37901673,70.94023443,2.398742313,1.356136216,1.841241466,1.878125324,1.301381731,0.864037089,0.912301398,1.162887459,0.965756181,2.035256218,1.710038833,2.078608114,1.618405143,0.942557541,1.722495444,1.042857442,2.048493908,1.500423326,2.504023557,60.68067951,1.866455611,1.865463481,1.478432418,1.758817219,1.417478132,0.5143717,1.642661395,1.919167619,1.579011009,1.718313447,1.606076811,1.59025918,1.736953754,1.265977661,1.094248644,1.260209153,0.817227963,1.008281066
55,1.503658374,74.57811986,0.669655108,1.903005345,0.648378542,0.70357718,1.968545855,0.639628104,0.963846112,1.506684226,0.931680948,1.744544751,1.372384126,0.898809776,1.097145366,1.407558885,2.219672532,1.45067513,0.723857556,0.979324031,2.882576926,-12.98855581,1.520121513,1.897824549,1.599654344,1.922069073,1.886101667,0.781532045,1.7495549,1.76455557,1.432170892,1.020690733,1.304845999,1.255342602,1.657958275,1.111467922,1.983109877,1.649364145,1.28630059,1.81704528
